ibm_type,type,text,relevance,subtypes
concept,,2002 albums,0.585476,
concept,,Chancellor,0.574691,
concept,,Rights,0.557869,
concept,,2006 albums,0.53575,
concept,,1989 albums,0.523986,
concept,,Chancellor,0.523308,
concept,,President,0.52034,
concept,,2006 singles,0.516379,
concept,,2005 albums,0.497858,
concept,,Question,0.473667,
keyword,,word people,0.613836,
keyword,,entire academic community of Indiana University,0.552076,
keyword,,student body president,0.547749,
keyword,,take exams,0.547505,
keyword,,faculty members,0.541818,
keyword,,people of different views,0.541429,
keyword,,rights of others,0.536938,
keyword,,President Sudden Chancellor Carter,0.5369,
keyword,,whole thing,0.531381,
keyword,,time limit,0.53121,
keyword,,College of Arts,0.530356,
keyword,,significant number of people,0.528314,
keyword,,ask students,0.527386,
keyword,,faculty member,0.5272,
keyword,,campus Brian Hall,0.526828,
keyword,,students,0.524744,
keyword,,young people,0.524702,
keyword,,faculty Council resolution,0.524287,
keyword,,Sciences Policy Committee,0.523472,
keyword,,Professor of Law Harry,0.523366,
keyword,,much time,0.522459,
keyword,,student leaders,0.521421,
keyword,,second part of my statement,0.520883,
keyword,,student government defense Fund,0.520869,
keyword,,open picket lines,0.520725,
keyword,,picket lines,0.520579,
keyword,,Brian administration building,0.520086,
keyword,,law school,0.519871,
keyword,,read yesterday,0.518987,
keyword,,last year,0.518792,
keyword,,last week,0.518057,
keyword,,various ways,0.517654,
keyword,,government contracts,0.517481,
keyword,,individual conscience of the end of the person,0.516655,
keyword,,books of the foundation,0.51643,
keyword,,student government demands,0.516348,
keyword,,black people,0.516158,
keyword,,kind of meeting,0.515961,
keyword,,faculty,0.51576,
keyword,,deep divisions,0.514597,
keyword,,student vote,0.514069,
keyword,,view of the faculty,0.513874,
keyword,,harsh Oda strike,0.513427,
keyword,,OTC work,0.513419,
keyword,,last Bloomington council meeting,0.513336,
keyword,,benefit of the students,0.513196,
keyword,,little time,0.513181,
keyword,,immediate withdrawal,0.512748,
keyword,,long run proposals,0.512566,
keyword,,black students,0.512462,
keyword,,moral obligation,0.512288,
keyword,,people,0.512059,
keyword,,little bit,0.511771,
keyword,,committee of the Division of Arts,0.511762,
keyword,,President Sutton,0.511205,
keyword,,Chancellor Carter,0.510952,
keyword,,state of Indiana,0.510897,
keyword,,large number of alternatives,0.51089,
keyword,,kinds of matters,0.510879,
keyword,,recent money,0.51086,
keyword,,names of those people,0.510638,
keyword,,word love,0.510618,
keyword,,particular attention,0.510496,
keyword,,great violence,0.510471,
keyword,,question,0.510417,
keyword,,poor professor of law,0.510151,
keyword,,better world,0.509815,
keyword,,national strike,0.509459,
keyword,,state police,0.509337,
keyword,,educational policy,0.509134,
keyword,,blunt truth of the matter,0.508901,
keyword,,short short statements,0.508866,
keyword,,pass fail relationships,0.508854,
keyword,,various newspapers,0.508847,
keyword,,Thailand Much,0.508678,
keyword,,Keith Parker,0.508652,
keyword,,uses of funds,0.508557,
keyword,,faculty of the College of Arts,0.508453,
keyword,,beautiful people,0.508443,
keyword,,crowded conditions,0.50831,
keyword,,Chris Logan,0.508274,
keyword,,chance of agreement of understanding,0.508209,
keyword,,simple reason,0.508206,
keyword,,peaceful protest,0.508044,
keyword,,statement,0.507971,
keyword,,open picket lines of people,0.507919,
keyword,,faculty vault,0.507881,
keyword,,Individual students,0.507874,
keyword,,next speaker,0.507867,
keyword,,next part,0.507836,
keyword,,Southeast Asia,0.507833,
keyword,,moderator of this afternoon,0.507829,
keyword,,little different,0.507768,
keyword,,foreign policy,0.50768,
keyword,,arson science,0.507611,
keyword,,John calls,0.507557,
keyword,,first speaker,0.507391,
keyword,,town people,0.507367,
keyword,,smaller proportion,0.507239,
keyword,,president of student body keep park,0.507137,
keyword,,Vice Chancellor,0.507124,
keyword,,highest grades,0.507119,
keyword,,corporate body,0.506996,
keyword,,important point,0.506918,
keyword,,speaker finish,0.506915,
keyword,,fact of the majority rule,0.506837,
keyword,,great deal,0.506823,
keyword,,answer period,0.506802,
keyword,,special adviser,0.50679,
keyword,,clear recommendation,0.506693,
keyword,,Ford Foundation,0.506659,
keyword,,professional schools,0.506551,
keyword,,riot gear,0.506545,
keyword,,English Department,0.506543,
keyword,,educational opportunity,0.50652,
keyword,,moral conscience,0.506519,
keyword,,lot of student problems,0.506456,
keyword,,recommendation,0.506423,
keyword,,Uh,0.506367,
keyword,,Bloomington Faculty Council,0.506365,
keyword,,political dissent,0.506334,
keyword,,political positions,0.506318,
keyword,,President Nixon's plans,0.506245,
keyword,,American Servicemen,0.50619,
keyword,,announcement concerns,0.50617,
keyword,,Air Force,0.506166,
keyword,,individual salaries of investigators,0.506144,
keyword,,recommend referendum,0.506135,
keyword,,police signal,0.506087,
keyword,,edge of town,0.506046,
keyword,,spectrum of political opinion,0.505917,
keyword,,kind of repudiation,0.505911,
keyword,,books of the foundations,0.505789,
keyword,,Evansville Press,0.50576,
keyword,,business school faculty,0.505704,
keyword,,view of the people,0.505639,
keyword,,public accounting of all university use of funds,0.505621,
keyword,,university,0.505598,
keyword,,rest of fine young men,0.505491,
keyword,,political activities,0.505471,
keyword,,um,0.50523,
keyword,,office of Dean Merit,0.505139,
keyword,,half tracks,0.505074,
keyword,,better service,0.505051,
keyword,,rest of the world,0.505014,
keyword,,answer session,0.50501,
keyword,,today,0.504996,
keyword,,Mr. Braddock,0.504975,
keyword,,point,0.504972,
keyword,,obligation of the university,0.50494,
keyword,,United States government,0.504915,
keyword,,purpose of people,0.504906,
keyword,,bodily harm,0.504876,
keyword,,various options,0.504868,
keyword,,present student government,0.504851,
keyword,,white shirts,0.504797,
keyword,,ingrain civil libertarian principles,0.504773,
keyword,,free election,0.504753,
keyword,,important part of that recommendation of that essay,0.504721,
keyword,,student of law,0.504687,
keyword,,answer,0.504649,
keyword,,Evansville,0.504579,
keyword,,whole topic keeps,0.504557,
keyword,,vice presidents,0.504552,
keyword,,personal copy yesterday,0.504552,
keyword,,possible death,0.504503,
keyword,,formal open picketing right,0.504398,
keyword,,classes,0.50439,
keyword,,majority rule,0.504343,
keyword,,direction of this institution,0.504341,
keyword,,various divisions,0.504311,
keyword,,set aside,0.504274,
keyword,,president of the university,0.504258,
keyword,,student government,0.504247,
keyword,,total program,0.504235,
keyword,,peaceful b,0.504165,
keyword,,terms of the statement,0.504056,
keyword,,Bobby Seale Defense Fund,0.504055,
keyword,,small town,0.50404,
keyword,,name,0.503892,
keyword,,lives of students,0.503862,
keyword,,public documents,0.503819,
keyword,,majority vote,0.503799,
keyword,,Bobby Seale,0.503747,
keyword,,government contracts of this university,0.503742,
keyword,,campus complicity,0.503734,
keyword,,violent destructive acts,0.503732,
keyword,,ROTC program,0.503693,
keyword,,second question,0.503665,
keyword,,various divisions of the Bloomington campus,0.503664,
keyword,,word peace,0.503661,
keyword,,reports,0.503607,
keyword,,Bloomington,0.503601,
keyword,,short statements,0.503595,
keyword,,Silent majority,0.503541,
keyword,,coverage of the Student Administration forum,0.503537,
keyword,,policy,0.503533,
keyword,,different things,0.503507,
keyword,,business school,0.503447,
keyword,,thing,0.503389,
keyword,,Indiana,0.503365,
keyword,,Thailand project,0.503358,
keyword,,group of administrators,0.503301,
keyword,,Mike Jones,0.50329,
keyword,,Thailand,0.503247,
keyword,,plans,0.503216,
keyword,,United States Army,0.503201,
keyword,,policy committee,0.503199,
keyword,,bit of building,0.503179,
keyword,,disorderly conduct,0.503173,
keyword,,Mike,0.503157,
keyword,,political protest,0.503155,
keyword,,different places,0.503126,
keyword,,reason,0.503084,
keyword,,purpose,0.503072,
keyword,,campuses,0.503068,
keyword,,hope,0.503059,
keyword,,Evansville Press reporter,0.503024,
keyword,,yesterday,0.50302,
keyword,,Paul Dobbs,0.503005,
keyword,,ways,0.502985,
keyword,,law school faculty,0.502981,
keyword,,reasons of conscience,0.502953,
keyword,,University Council Committee,0.502926,
keyword,,president of this university,0.502923,
keyword,,university administration,0.502906,
keyword,,last brewing,0.502884,
keyword,,educational problems,0.502882,
keyword,,fact,0.50287,
keyword,,various members,0.502856,
keyword,,Indiana University,0.502852,
keyword,,lot of questions,0.502846,
keyword,,man,0.502837,
keyword,,right,0.502835,
keyword,,civil liberties thing,0.502818,
keyword,,Professor Edwards,0.502801,
keyword,,general fund,0.502794,
keyword,,Rolls halls,0.502761,
keyword,,student,0.502752,
keyword,,parts of their veins,0.502744,
keyword,,corporate interests,0.502701,
keyword,,Agricultural economics,0.502673,
keyword,,Michigan State University,0.502667,
keyword,,um uh,0.502663,
keyword,,statements,0.502657,
keyword,,things of a constructive nature,0.502552,
keyword,,Mr Prouder,0.502441,
keyword,,exact figures,0.502422,
keyword,,individual faculty member,0.502415,
keyword,,William Curly,0.502402,
keyword,,question of attitude,0.502399,
keyword,,president,0.502338,
keyword,,leader,0.502315,
keyword,,democratic ideals,0.502309,
keyword,,only thing,0.502297,
keyword,,steps,0.502296,
keyword,,Evansville courier,0.502286,
keyword,,additional support,0.502255,
keyword,,institution,0.502227,
keyword,,whole point of a democracy,0.502226,
keyword,,Yale plan,0.502162,
keyword,,recommendations,0.502141,
keyword,,actions,0.502087,
keyword,,people of Indiana,0.502082,
keyword,,ROTC,0.502079,
keyword,,Tom,0.502077,
keyword,,bond Bond,0.502069,
keyword,,campus,0.502045,
keyword,,number of black students,0.50203,
keyword,,et cetera,0.501997,
keyword,,officers,0.501988,
keyword,,responsibility,0.501974,
keyword,,administration,0.501955,
keyword,,bloody mayhem,0.501953,
keyword,,school teachers,0.50193,
keyword,,rights,0.501923,
keyword,,result of the concern,0.501915,
keyword,,political repression,0.501866,
keyword,,comments,0.501859,
keyword,,arts,0.501855,
keyword,,own initiative,0.501843,
keyword,,broadest possible context,0.50184,
keyword,,country,0.501831,
keyword,,divisions,0.501827,
keyword,,audience,0.501806,
keyword,,report,0.501804,
keyword,,Susan Young,0.501765,
keyword,,last part of the comments,0.501758,
keyword,,Professor,0.501748,
keyword,,behalf of this university,0.501729,
keyword,,hand,0.501727,
keyword,,demands,0.50172,
keyword,,science report,0.501719,
keyword,,feet,0.501709,
keyword,,hell,0.5017,
keyword,,Black Panthers,0.501671,
keyword,,student government office,0.50166,
keyword,,friends,0.501656,
keyword,,presence of uniform officers,0.501653,
keyword,,referendum,0.50164,
keyword,,question of Mr Sutton,0.501634,
keyword,,second way,0.501631,
keyword,,options,0.501629,
keyword,,situations,0.501628,
keyword,,President satin,0.501618,
keyword,,Gentlemen,0.501614,
keyword,,unity,0.501595,
keyword,,access,0.501587,
keyword,,President Satin finish,0.501584,
keyword,,school,0.501578,
keyword,,Parker,0.501567,
keyword,,Sciences,0.50156,
keyword,,issues,0.501558,
keyword,,Indochinese War Professor Julius Getman,0.501549,
keyword,,civil liberties of the Vietnamese people,0.501548,
keyword,,money,0.501543,
keyword,,hour,0.50152,
keyword,,Democracy,0.501519,
keyword,,feelings,0.501516,
keyword,,Number,0.501503,
keyword,,idea,0.501485,
keyword,,head,0.501478,
keyword,,class,0.501463,
keyword,,credit,0.501445,
keyword,,police force,0.501444,
keyword,,open new schools,0.501438,
keyword,,relation,0.501432,
keyword,,matter,0.501423,
keyword,,policy's decided campus,0.501422,
keyword,,expert,0.50142,
keyword,,last quick question,0.501384,
keyword,,stage,0.501368,
keyword,,vote,0.501359,
keyword,,quote of military leaders of this country,0.501358,
keyword,,eye,0.501321,
keyword,,announcement,0.501316,
keyword,,place,0.501311,
keyword,,discussion,0.501298,
keyword,,Keith,0.501293,
keyword,,problem covers purpose,0.501291,
keyword,,Muchas scabs,0.501279,
keyword,,moment,0.501277,
keyword,,general fund money,0.501274,
keyword,,foundation,0.50125,
keyword,,moral force of marshals,0.501249,
keyword,,Teo,0.501244,
keyword,,preservation of the rights of the minority,0.501239,
keyword,,Professor Stand Mitt,0.50123,
keyword,,bail,0.50123,
keyword,,various alternatives,0.501229,
keyword,,uniform,0.501217,
keyword,,doubts,0.501212,
keyword,,education,0.501207,
keyword,,war,0.501201,
keyword,,alumni,0.5012,
keyword,,obligation,0.501197,
keyword,,moderator,0.501195,
keyword,,T c credit,0.501184,
keyword,,people's rights,0.501168,
keyword,,ordinary times,0.501167,
keyword,,explanation,0.501159,
keyword,,presence of police,0.501154,
keyword,,day,0.501153,
keyword,,step,0.501148,
keyword,,demand,0.501147,
keyword,,violence,0.501127,
keyword,,strike,0.501122,
keyword,,extraordinary response,0.501112,
keyword,,Tio,0.50111,
keyword,,verbatim statement,0.501109,
keyword,,details,0.501088,
keyword,,immediate ending of credit,0.501086,
keyword,,plan,0.501072,
keyword,,myth,0.501051,
keyword,,action,0.501043,
keyword,,sections of the budget,0.50104,
keyword,,resolution,0.501038,
keyword,,death,0.501035,
keyword,,case,0.501031,
keyword,,academic penalties,0.501027,
keyword,,existence,0.501024,
keyword,,state,0.501012,
keyword,,signs,0.501011,
keyword,,little upset,0.501003,
keyword,,Tom Shortlist,0.501,
keyword,,quest,0.500995,
keyword,,way,0.500995,
keyword,,accordance,0.500992,
keyword,,connection,0.500992,
keyword,,DH,0.500991,
keyword,,Auditorium,0.50099,
keyword,,names,0.500973,
keyword,,defense,0.50097,
keyword,,adjectives,0.500959,
keyword,,response,0.500958,
keyword,,sentiment,0.500957,
keyword,,questions,0.500947,
keyword,,simple thing,0.500945,
keyword,,black student leaders,0.500942,
keyword,,Cousin,0.500941,
keyword,,occasions,0.500937,
keyword,,answers,0.50093,
keyword,,comment,0.500929,
keyword,,Sermon,0.500924,
keyword,,Michael,0.500918,
keyword,,activity,0.500911,
keyword,,citizens,0.500896,
keyword,,Balance,0.500894,
keyword,,crowd,0.500888,
keyword,,power,0.500887,
keyword,,orders,0.500886,
keyword,,society,0.500869,
keyword,,terms,0.500869,
keyword,,floor,0.500864,
keyword,,business,0.500848,
keyword,,censure,0.500843,
keyword,,judge,0.500841,
keyword,,Gregor,0.50084,
keyword,,law professors,0.500835,
keyword,,doorways,0.500829,
keyword,,rap obsession,0.500826,
keyword,,chance,0.500822,
keyword,,property,0.500818,
keyword,,situation,0.500814,
keyword,,Hudson,0.50081,
keyword,,firm,0.500808,
keyword,,chancellor,0.500808,
keyword,,gentleman,0.500807,
keyword,,advance,0.500807,
keyword,,teacher,0.500801,
keyword,,neighbors,0.500799,
keyword,,demonstrators,0.50079,
keyword,,contract,0.500789,
keyword,,town students,0.500788,
keyword,,programs,0.500787,
keyword,,suggestions,0.500785,
keyword,,tasks,0.500781,
keyword,,category,0.500781,
keyword,,ugliness,0.50078,
keyword,,issue,0.500779,
keyword,,apprehension,0.500775,
keyword,,sense,0.500774,
keyword,,words,0.500771,
keyword,,Washington,0.500769,
keyword,,seconds,0.500768,
keyword,,purposes,0.500768,
keyword,,title,0.50076,
keyword,,Father,0.500759,
keyword,,highest regard,0.500758,
keyword,,actresses,0.500758,
keyword,,Chuck Turner,0.50075,
keyword,,different kinds of rule patterns,0.50075,
keyword,,part,0.50075,
keyword,,Pragmatic reasons,0.500749,
keyword,,item,0.500744,
keyword,,line,0.500742,
keyword,,faculty council,0.50074,
keyword,,heads,0.500739,
keyword,,protest,0.500735,
keyword,,direction,0.500732,
keyword,,police,0.500725,
keyword,,speech,0.500723,
keyword,,Khun,0.500721,
keyword,,college,0.500721,
keyword,,values,0.50072,
keyword,,enough times,0.500719,
keyword,,facts,0.500718,
keyword,,destruction,0.500715,
keyword,,legitimate source,0.500707,
keyword,,insurance,0.500706,
keyword,,concern,0.500702,
keyword,,intention,0.500695,
keyword,,jobs,0.500693,
keyword,,implication,0.50069,
keyword,,Diamond,0.500688,
keyword,,impact,0.500684,
keyword,,Mark,0.500684,
keyword,,parade,0.500683,
keyword,,particular effort,0.500681,
keyword,,sector,0.500679,
keyword,,reply,0.500675,
keyword,,books,0.500673,
keyword,,farm,0.50066,
keyword,,PC,0.500648,
keyword,,parts,0.500642,
keyword,,demonstration,0.500641,
keyword,,speaker,0.500638,
keyword,,prize,0.500638,
keyword,,emphasis,0.500637,
keyword,,administrators,0.500635,
keyword,,Paul,0.500633,
keyword,,headline,0.500632,
keyword,,committee,0.500629,
keyword,,bitterness,0.500625,
keyword,,women,0.500624,
keyword,,view of this statement,0.500621,
keyword,,veterans,0.50062,
keyword,,serious attention,0.500618,
keyword,,word,0.500617,
keyword,,things,0.500616,
