type,text,proper_or_common,salience,num_mentions,mentions
OTHER,success,COMMON,0.0006877992,1,success
OTHER,success,COMMON,0.00068719423,1,success
OTHER,students success,COMMON,0.00068690744,1,students success
OTHER,student success,COMMON,0.00068690744,1,student success
OTHER,problem,COMMON,0.0006859747,1,problem
OTHER,problems,COMMON,0.0006859747,1,problems
OTHER,problems,COMMON,0.0006857263,1,problems
OTHER,problems,COMMON,0.0006857263,1,problems
OTHER,ivory tower concept,COMMON,0.000673034,1,ivory tower concept
ORGANIZATION,schools,COMMON,0.00066529284,1,schools
OTHER,higher education system,COMMON,0.0006645716,1,higher education system
OTHER,sense,COMMON,0.0006620539,3,"sense, sense, sense"
OTHER,service,COMMON,0.00066121673,1,service
OTHER,sort,COMMON,0.0006611323,1,sort
OTHER,problems,COMMON,0.0006594804,1,problems
OTHER,career,COMMON,0.00065854215,1,career
OTHER,society,COMMON,0.00065816083,1,society
OTHER,belief system,COMMON,0.0006565734,1,belief system
OTHER,value,COMMON,0.0006446424,1,value
PERSON,Carter,PROPER,0.00064350606,2,"Carter, professor"
OTHER,higher education community,COMMON,0.00063396443,1,higher education community
OTHER,research,COMMON,0.00062812987,1,research
OTHER,kinds,COMMON,0.00061907916,1,kinds
OTHER,kind,COMMON,0.000618934,1,kind
OTHER,conception,COMMON,0.0006179892,1,conception
OTHER,pleasure,COMMON,0.0006149022,1,pleasure
PERSON,colleagues,COMMON,0.00061377237,1,colleagues
OTHER,terms,COMMON,0.00061062584,1,terms
OTHER,terms,COMMON,0.00061047694,1,terms
OTHER,terms,COMMON,0.000610331,1,terms
OTHER,terms,COMMON,0.0006101879,1,terms
PERSON,people,COMMON,0.0006043007,1,people
PERSON,students,COMMON,0.000603373,1,students
OTHER,view,COMMON,0.000595345,1,view
PERSON,people,COMMON,0.0005929563,1,people
PERSON,assistant professors,COMMON,0.00058629643,2,"people, assistant professors"
OTHER,thing,COMMON,0.00058371003,1,thing
OTHER,things,COMMON,0.00058220903,1,things
OTHER,things,COMMON,0.0005809712,1,things
PERSON,student,COMMON,0.0005809628,1,student
PERSON,people,COMMON,0.00058085856,1,people
PERSON,students,COMMON,0.00056757743,1,students
LOCATION,cities,COMMON,0.00056672766,1,cities
ORGANIZATION,universities,COMMON,0.00056492066,1,universities
OTHER,politics,COMMON,0.0005604305,1,politics
ORGANIZATION,universities,COMMON,0.00056032516,1,universities
OTHER,part,COMMON,0.00055989,1,part
ORGANIZATION,public school system,COMMON,0.00055975217,1,public school system
OTHER,running research program,COMMON,0.0005588106,1,running research program
WORK_OF_ART,works,COMMON,0.0005549366,1,works
OTHER,Program,COMMON,0.0005544749,1,Program
OTHER,foundation election programme,COMMON,0.0005534845,1,foundation election programme
OTHER,collection,COMMON,0.00055254396,1,collection
OTHER,degree program,COMMON,0.0005513016,1,degree program
OTHER,courses,COMMON,0.0005513016,1,courses
OTHER,example,COMMON,0.000550667,1,example
OTHER,way,COMMON,0.00055019936,1,way
OTHER,course,COMMON,0.00054965727,1,course
OTHER,contributions,COMMON,0.00054822647,1,contributions
OTHER,experiences,COMMON,0.00054728007,1,experiences
PERSON,students,COMMON,0.00054515403,1,students
PERSON,citizens,COMMON,0.00054466724,1,citizens
PERSON,people,COMMON,0.00054459844,1,people
OTHER,policies,COMMON,0.0005406989,1,policies
PERSON,students,COMMON,0.0005364213,1,students
OTHER,preoccupation,COMMON,0.00053426885,2,"preoccupation, part"
OTHER,qualities,COMMON,0.0005330721,1,qualities
OTHER,fact,COMMON,0.0005312787,2,"fact, fact"
ORGANIZATION,graduate school,COMMON,0.0005279782,1,graduate school
OTHER,graduate school,COMMON,0.0005279782,1,graduate school
LOCATION,factory,COMMON,0.00052182295,1,factory
OTHER,relationship,COMMON,0.0005153405,2,"relationship, relationship"
OTHER,equivalent,COMMON,0.00051459565,1,equivalent
OTHER,benefits,COMMON,0.0005136053,2,"benefits, benefits"
OTHER,concept,COMMON,0.0005089906,1,concept
OTHER,sense,COMMON,0.0005024363,1,sense
OTHER,sense,COMMON,0.00050221133,1,sense
OTHER,reputation,COMMON,0.0005020773,3,"reputation, reputation, reputation"
OTHER,effect,COMMON,0.0005013862,1,effect
OTHER,responsibility,COMMON,0.00050119625,1,responsibility
PERSON,administrators,COMMON,0.00049600645,1,administrators
PERSON,student,COMMON,0.00049096043,1,student
PERSON,administrators,COMMON,0.0004909121,1,administrators
PERSON,administrators,COMMON,0.00049075094,1,administrators
LOCATION,campus,COMMON,0.00048938236,1,campus
OTHER,beliefs,COMMON,0.0004892147,1,beliefs
OTHER,quality,COMMON,0.00048780127,1,quality
OTHER,democracy,COMMON,0.0004875175,1,democracy
PERSON,students,COMMON,0.00048305688,1,students
LOCATION,campus,COMMON,0.00048233033,1,campus
OTHER,lot,COMMON,0.00048178135,1,lot
OTHER,work,COMMON,0.0004800815,1,work
OTHER,work,COMMON,0.00047846173,1,work
OTHER,experience results,COMMON,0.00047762558,1,experience results
ORGANIZATION,Research Council Education,PROPER,0.00047727185,1,Research Council Education
OTHER,research results,COMMON,0.00047524663,1,research results
OTHER,measures,COMMON,0.00047394555,1,measures
OTHER,measures,COMMON,0.00047383847,1,measures
OTHER,measures,COMMON,0.00047383847,1,measures
OTHER,measures,COMMON,0.00047342898,1,measures
OTHER,prediction argument,COMMON,0.0004691242,1,prediction argument
PERSON,person,COMMON,0.00046633033,1,person
OTHER,admissions,COMMON,0.0004658592,2,"admissions, admissions"
OTHER,leadership,COMMON,0.0004651394,1,leadership
PERSON,students,COMMON,0.00046475782,1,students
OTHER,content,COMMON,0.0004618139,1,content
OTHER,teaching,COMMON,0.00046142537,2,"teaching, teaching"
OTHER,part,COMMON,0.00046140875,1,part
PERSON,person,COMMON,0.00046067717,1,person
OTHER,level,COMMON,0.00045843664,1,level
PERSON,leaders,COMMON,0.00045717857,1,leaders
OTHER,level,COMMON,0.00045709262,1,level
PERSON,leaders,COMMON,0.00045709262,1,leaders
OTHER,evidence,COMMON,0.0004558563,1,evidence
LOCATION,grounds,COMMON,0.00045356987,1,grounds
PERSON,most,COMMON,0.0004475899,3,"most, most, most"
OTHER,profession,COMMON,0.00044569324,1,profession
ORGANIZATION,institution,COMMON,0.00044131602,2,"institution, institution"
OTHER,cases,COMMON,0.00044126442,1,cases
OTHER,few,COMMON,0.0004404275,1,few
OTHER,few,COMMON,0.00044034212,1,few
OTHER,mass media,COMMON,0.00044034212,1,mass media
ORGANIZATION,government,COMMON,0.00044025804,1,government
OTHER,medicine,COMMON,0.00044025804,1,medicine
OTHER,professions,COMMON,0.00044025804,1,professions
OTHER,approach,COMMON,0.00043053707,2,"approach, approach"
OTHER,diversity,COMMON,0.00042951782,1,diversity
OTHER,fact,COMMON,0.0004278689,1,fact
PERSON,graduates,COMMON,0.00042521104,1,graduates
ORGANIZATION,institutions,COMMON,0.00042451237,1,institutions
OTHER,way,COMMON,0.00042260977,1,way
PERSON,Alex Research,PROPER,0.00041997642,1,Alex Research
OTHER,question,COMMON,0.00041955343,1,question
PERSON,students,COMMON,0.00041907182,1,students
PERSON,scoring student,COMMON,0.00041477339,1,scoring student
PERSON,student,COMMON,0.00041477339,1,student
PERSON,graduates,COMMON,0.00041141454,1,graduates
OTHER,slots,COMMON,0.00041107286,2,"slots, slots"
OTHER,values,COMMON,0.0004092959,1,values
OTHER,smartness,COMMON,0.00040900614,2,"smartness, smartness"
OTHER,responsibility,COMMON,0.00040880422,2,"responsibility, responsibility"
OTHER,study,COMMON,0.00040853347,1,study
OTHER,research talent,COMMON,0.00040816225,1,research talent
PERSON,students,COMMON,0.00040785392,1,students
PERSON,director,COMMON,0.0004071416,1,director
PERSON,graduate students,COMMON,0.00040710514,1,graduate students
PERSON,director,COMMON,0.00040690842,1,director
PERSON,students,COMMON,0.00040672315,1,students
OTHER,experience,COMMON,0.0004066013,2,"howto, experience"
OTHER,problems,COMMON,0.0004060511,2,"problems, problems"
ORGANIZATION,institutions,COMMON,0.00040509494,1,institutions
OTHER,university fingers business directorship,COMMON,0.00040431155,1,university fingers business directorship
OTHER,Business,COMMON,0.00040417878,1,Business
OTHER,job,COMMON,0.0004025261,1,job
OTHER,another,COMMON,0.00040243345,1,another
OTHER,college equivalent,COMMON,0.00040225324,1,college equivalent
OTHER,peer tutoring,COMMON,0.0004020455,2,"peer tutoring, model"
OTHER,race relations,COMMON,0.0004015923,1,race relations
OTHER,materialism,COMMON,0.0004015923,1,materialism
OTHER,government business,COMMON,0.0004015156,1,government business
OTHER,beliefs,COMMON,0.0003985272,2,"beliefs, beliefs"
OTHER,record,COMMON,0.00039358425,1,record
OTHER,terms,COMMON,0.00039206515,1,terms
OTHER,experience,COMMON,0.0003914762,1,experience
OTHER,paradox,COMMON,0.0003912738,1,paradox
OTHER,nothing,COMMON,0.00039023266,1,nothing
LOCATION,hospitals,COMMON,0.00038927532,1,hospitals
OTHER,light,COMMON,0.00037997216,1,light
PERSON,students,COMMON,0.0003799252,1,students
OTHER,capacity,COMMON,0.0003787464,1,capacity
OTHER,results,COMMON,0.00037797895,1,results
OTHER,kind,COMMON,0.00037546468,1,kind
PERSON,others,COMMON,0.0003706723,1,others
EVENT,enhancement,COMMON,0.00037047273,2,"enhancement, enhancement"
OTHER,Higher Education Research,PROPER,0.00036964068,1,Higher Education Research
OTHER,system,COMMON,0.00036897368,1,system
OTHER,crisis,COMMON,0.0003672275,2,"word, crisis"
OTHER,move,COMMON,0.00036638786,1,move
PERSON,artists,COMMON,0.00036394547,1,artists
OTHER,test scores,COMMON,0.00036140694,1,test scores
OTHER,beliefs,COMMON,0.00035875564,1,beliefs
OTHER,challenge,COMMON,0.00035741442,2,"issue, challenge"
WORK_OF_ART,articles,COMMON,0.00035716922,1,articles
OTHER,positivity,COMMON,0.0003561387,1,positivity
PERSON,students,COMMON,0.00035457936,1,students
PERSON,everybody,COMMON,0.00035453017,1,everybody
OTHER,gp A,COMMON,0.0003532763,1,g p A
OTHER,increasing,COMMON,0.0003526958,1,increasing
ORGANIZATION,agencies,COMMON,0.0003526958,1,agencies
LOCATION,areas,COMMON,0.00035249686,1,areas
LOCATION,world,COMMON,0.00035243257,1,world
OTHER,research service awards,COMMON,0.0003489103,1,research service awards
OTHER,honesty,COMMON,0.00034641518,2,"honesty, belief"
PERSON,many,COMMON,0.0003404627,1,many
OTHER,premise,COMMON,0.00034015172,1,premise
PERSON,students,COMMON,0.00033835534,1,students
PERSON,students,COMMON,0.00033835534,1,students
PERSON,students,COMMON,0.00033793275,1,students
OTHER,nomination,COMMON,0.00033781363,1,nomination
OTHER,issues,COMMON,0.00033377812,1,issues
OTHER,issues,COMMON,0.00033376043,1,issues
OTHER,issues,COMMON,0.0003336217,1,issues
LOCATION,clinics,COMMON,0.00033189,1,clinics
PERSON,student,COMMON,0.00033187875,1,student
LOCATION,north,COMMON,0.00032952314,1,north
PERSON,students,COMMON,0.00032908426,1,students
OTHER,views,COMMON,0.00032892343,1,views
OTHER,achievement,COMMON,0.00032719638,1,achievement
LOCATION,field,COMMON,0.00032719638,1,field
OTHER,data,COMMON,0.00032695217,1,data
PERSON,freshman,COMMON,0.00032695217,1,freshman
OTHER,way,COMMON,0.00032684053,1,way
OTHER,needs,COMMON,0.0003262984,1,needs
OTHER,positions,COMMON,0.0003261024,1,positions
WORK_OF_ART,books,COMMON,0.00032573723,1,books
OTHER,publication,COMMON,0.00032573723,1,publication
OTHER,data,COMMON,0.00032494904,1,data
LOCATION,center,COMMON,0.00032405724,1,center
OTHER,higher education system,COMMON,0.0003237445,1,higher education system
OTHER,Thanks,COMMON,0.0003233304,1,Thanks
OTHER,back,COMMON,0.00032279908,1,back
OTHER,earnings,COMMON,0.00032218685,1,earnings
OTHER,anything,COMMON,0.00032182978,1,anything
OTHER,inequities,COMMON,0.00032165743,1,inequities
OTHER,law,COMMON,0.00032159602,1,law
OTHER,fields,COMMON,0.00032153554,1,fields
OTHER,heart,COMMON,0.00032135955,1,heart
OTHER,effects,COMMON,0.00031426034,1,effects
OTHER,citizenship talents,COMMON,0.00031377698,1,citizenship talents
EVENT,citizen disengagement,COMMON,0.00031377128,1,citizen disengagement
OTHER,honors,COMMON,0.00031254115,1,honors
OTHER,problem,COMMON,0.00031162592,1,problem
OTHER,problem,COMMON,0.00031081343,1,problem
OTHER,efforts,COMMON,0.00031053496,2,"efforts, efforts"
OTHER,pronouncements,COMMON,0.00030905727,1,pronouncements
OTHER,qualities,COMMON,0.00030759265,1,qualities
OTHER,test score,COMMON,0.0003073004,1,test score
OTHER,learning,COMMON,0.00030520925,1,learning
PERSON,some,COMMON,0.00030436472,1,some
PERSON,politicians,COMMON,0.00030210053,1,politicians
OTHER,belief system,COMMON,0.00030088806,1,belief system
OTHER,education,COMMON,0.0003008119,1,education
OTHER,education,COMMON,0.0003008119,1,education
OTHER,education,COMMON,0.0003008119,1,education
OTHER,education,COMMON,0.00029977405,1,education
OTHER,education,COMMON,0.0002995457,1,education
ORGANIZATION,group,COMMON,0.0002945973,1,group
LOCATION,building,COMMON,0.00029334254,1,building
OTHER,views,COMMON,0.00029304464,1,views
OTHER,cure,COMMON,0.00029230502,1,cure
OTHER,beliefs,COMMON,0.00029103504,1,beliefs
OTHER,beliefs,COMMON,0.00029103504,1,beliefs
OTHER,beliefs,COMMON,0.00029103504,1,beliefs
OTHER,beliefs,COMMON,0.0002909849,1,beliefs
OTHER,request,COMMON,0.00028902487,1,request
OTHER,examples,COMMON,0.00028772058,1,examples
OTHER,one,COMMON,0.0002875843,1,one
OTHER,gender,COMMON,0.00028735664,1,gender
OTHER,Skulls,COMMON,0.00028714217,1,Skulls
OTHER,survey,COMMON,0.00028714217,1,survey
PERSON,journalists,COMMON,0.00028694008,1,journalists
OTHER,shape,COMMON,0.00028674907,1,shape
OTHER,chapters,COMMON,0.00028607514,1,chapters
OTHER,arguments,COMMON,0.00028589315,1,arguments
OTHER,literature,COMMON,0.0002857815,1,literature
PERSON,people,COMMON,0.00028492644,1,people
OTHER,association,COMMON,0.00028459966,1,association
OTHER,quote,COMMON,0.00028450094,1,quote
PERSON,buyers,COMMON,0.00028450094,1,buyers
PERSON,guest,COMMON,0.00028440496,1,guest
OTHER,means,COMMON,0.00028429742,1,means
OTHER,keynote address,COMMON,0.00028422062,1,keynote address
OTHER,body,COMMON,0.0002840456,1,body
OTHER,success path,COMMON,0.0002832831,1,success path
OTHER,point average,COMMON,0.0002832831,1,point average
OTHER,att,COMMON,0.00028314893,1,att
OTHER,entry,COMMON,0.00028314893,1,entry
PERSON,some,COMMON,0.0002829488,1,some
OTHER,talk,COMMON,0.00028277517,1,talk
OTHER,prison ist,COMMON,0.00028271665,1,prison ist
PERSON,families,COMMON,0.00028258978,1,families
OTHER,disparities,COMMON,0.00028249202,1,disparities
OTHER,infrastructure,COMMON,0.00028249202,1,infrastructure
OTHER,things,COMMON,0.00028244656,1,things
OTHER,ineffectiveness,COMMON,0.00028243806,1,ineffectiveness
PERSON,clergy,COMMON,0.00028243806,1,clergy
PERSON,population,COMMON,0.00028238498,1,population
OTHER,scope,COMMON,0.00028224298,1,scope
LOCATION,Factory Campus,PROPER,0.0002812996,1,Factory Campus
OTHER,learning,COMMON,0.0002799896,1,learning
ORGANIZATION,Indiana University,PROPER,0.0002769712,1,Indiana University
OTHER,statements,COMMON,0.00027628278,1,statements
PERSON,studentssuccess,COMMON,0.00027606986,1,studentssuccess
PERSON,students,COMMON,0.00027601141,1,students
PERSON,students,COMMON,0.00027589747,1,students
PERSON,students,COMMON,0.0002758054,1,students
PERSON,students,COMMON,0.00027576927,1,students
PERSON,students,COMMON,0.00027571578,1,students
PERSON,students,COMMON,0.00027550998,1,students
PERSON,students,COMMON,0.0002754934,1,students
PERSON,students,COMMON,0.00027536353,1,students
OTHER,college,COMMON,0.00027388908,1,college
PERSON,student,COMMON,0.00027354987,1,student
PERSON,studentssuccess,COMMON,0.0002735248,1,studentssuccess
PERSON,students,COMMON,0.00027349996,1,students
PERSON,students,COMMON,0.00027312554,1,students
PERSON,studentssuccess,COMMON,0.00027305982,1,studentssuccess
PERSON,students,COMMON,0.00027287006,1,students
OTHER,hook,COMMON,0.0002720975,1,hook
OTHER,manner,COMMON,0.00027110433,1,manner
OTHER,experience,COMMON,0.00027052156,2,"experience, experience"
PERSON,colleagues,COMMON,0.0002687529,1,colleagues
ORGANIZATION,institutions,COMMON,0.00026806648,1,institutions
OTHER,college,COMMON,0.0002679984,1,college
OTHER,college,COMMON,0.0002679984,1,college
ORGANIZATION,institutions,COMMON,0.0002678989,1,institutions
OTHER,college,COMMON,0.000267558,1,college
LOCATION,states,COMMON,0.00026754357,1,states
PERSON,students,COMMON,0.00026547475,1,students
OTHER,standard,COMMON,0.00026466793,2,"standard, standard"
OTHER,desire,COMMON,0.00026229685,2,"desire, desire"
OTHER,ways,COMMON,0.0002615985,1,ways
ORGANIZATION,university,COMMON,0.00026070428,1,university
OTHER,registration,COMMON,0.00025920584,2,"registration, part"
OTHER,success,COMMON,0.00025910503,1,success
OTHER,success,COMMON,0.00025910503,1,success
PERSON,students successor,COMMON,0.00025910503,1,students successor
OTHER,student success,COMMON,0.00025864577,1,student success
OTHER,problems,COMMON,0.00025834938,1,problems
OTHER,problems,COMMON,0.00025831422,1,problems
OTHER,problems,COMMON,0.00025831422,1,problems
OTHER,Success,COMMON,0.00025771165,1,Success
PERSON,students,COMMON,0.00025254572,1,students
PERSON,scoring student,COMMON,0.00025251732,1,scoring student
PERSON,student,COMMON,0.0002524613,1,student
PERSON,studentssuccess,COMMON,0.00025241994,1,studentssuccess
PERSON,students,COMMON,0.0002523522,1,students
PERSON,studentssuccess,COMMON,0.0002523522,1,studentssuccess
PERSON,students,COMMON,0.00025229907,1,students
PERSON,students,COMMON,0.00025204642,1,students
ORGANIZATION,change magazine,COMMON,0.00025162022,1,change magazine
OTHER,belief system,COMMON,0.00025003878,1,belief system
OTHER,belief system,COMMON,0.00024982847,1,belief system
OTHER,belief systems,COMMON,0.0002497426,1,belief systems
PERSON,students,COMMON,0.00024945434,1,students
OTHER,society,COMMON,0.0002482592,1,society
OTHER,society,COMMON,0.00024817427,1,society
OTHER,some,COMMON,0.00024797185,1,some
OTHER,society,COMMON,0.00024793294,1,society
OTHER,society,COMMON,0.00024789455,1,society
OTHER,society,COMMON,0.00024789455,1,society
OTHER,society,COMMON,0.00024789455,1,society
PERSON,students,COMMON,0.00024739024,1,students
OTHER,society,COMMON,0.0002473385,1,society
OTHER,recommendations,COMMON,0.0002473216,1,recommendations
OTHER,society,COMMON,0.0002472142,1,society
OTHER,society,COMMON,0.0002471242,1,society
OTHER,society,COMMON,0.00024709478,1,society
ORGANIZATION,universities,COMMON,0.00024704763,1,universities
ORGANIZATION,Go,PROPER,0.0002468607,1,Go
OTHER,tension,COMMON,0.00024569692,2,"total, tension"
OTHER,examples,COMMON,0.00024530897,1,examples
OTHER,way,COMMON,0.0002453005,1,way
OTHER,beliefs,COMMON,0.00024433294,1,beliefs
OTHER,service,COMMON,0.00024417654,1,service
ORGANIZATION,institutions,COMMON,0.00024327826,1,institutions
OTHER,democracy work,COMMON,0.00024091017,1,democracy work
OTHER,content,COMMON,0.00024026637,1,content
OTHER,basis,COMMON,0.00023930734,1,basis
OTHER,basis,COMMON,0.00023930734,1,basis
ORGANIZATION,business,COMMON,0.00023891577,1,business
OTHER,values,COMMON,0.00023804478,1,values
OTHER,commitment,COMMON,0.00023801895,1,commitment
OTHER,view,COMMON,0.00023310319,1,view
OTHER,views,COMMON,0.0002329844,1,views
OTHER,ivory tower view,COMMON,0.0002328704,1,ivory tower view
OTHER,pegboard view,COMMON,0.00023272519,1,pegboard view
OTHER,pegboard view,COMMON,0.00023269001,1,pegboard view
OTHER,competitiveness views,COMMON,0.00023245536,1,competitiveness views
OTHER,consumer viewpoint,COMMON,0.00023236047,1,consumer viewpoint
OTHER,benefit view,COMMON,0.00023236047,1,benefit view
OTHER,viewpoint,COMMON,0.00023232953,1,viewpoint
OTHER,view,COMMON,0.00023229893,1,view
OTHER,view,COMMON,0.00023229893,1,view
OTHER,kind,COMMON,0.0002321507,1,kind
OTHER,conception,COMMON,0.00023212197,1,conception
OTHER,service concept,COMMON,0.00023198251,1,service concept
OTHER,citizenship view,COMMON,0.00023192861,1,citizenship view
OTHER,conception,COMMON,0.00023192861,1,conception
OTHER,view,COMMON,0.0002318238,1,view
OTHER,autonomy,COMMON,0.00023166137,2,"autonomy, tool"
OTHER,mission,COMMON,0.00022966572,1,mission
OTHER,terms,COMMON,0.0002294012,1,terms
OTHER,terms,COMMON,0.00022901564,1,terms
PERSON,students,COMMON,0.00022732481,1,students
PERSON,some,COMMON,0.00022676567,1,some
OTHER,lot,COMMON,0.00022606396,1,lot
PERSON,Louise,PROPER,0.00022449633,1,Louise
OTHER,impressions,COMMON,0.0002223138,1,impressions
OTHER,colleague ship,COMMON,0.00022200847,1,colleague ship
OTHER,mention,COMMON,0.00022178877,1,mention
LOCATION,Balkan,PROPER,0.00022148895,2,"Balkan, Balkan"
OTHER,evidence,COMMON,0.00022148514,1,evidence
OTHER,students success,COMMON,0.00022076957,1,students success
PERSON,people,COMMON,0.00021869011,1,people
LOCATION,cities,COMMON,0.00021859983,1,cities
OTHER,citizenship,COMMON,0.00021821489,1,citizenship
PERSON,people,COMMON,0.00021808989,1,people
OTHER,thing,COMMON,0.00021806559,1,thing
OTHER,human qualities,COMMON,0.00021767973,1,human qualities
PERSON,folks,COMMON,0.00021582465,1,folks
OTHER,issue,COMMON,0.0002157316,1,issue
PERSON,students,COMMON,0.00021563048,1,students
LOCATION,Lady Place on the Road,PROPER,0.00021163728,1,Lady Place on the Road
OTHER,issue,COMMON,0.00021159658,1,issue
