type,text,score,start,end
PERSON,Julius Getman,0.9867491126060486,38395,38408
LOCATION,Vietnam,0.642195999622345,38410,38417
PERSON,George Juergens,0.9991768598556519,38451,38466
LOCATION,Vietnam,0.9648727178573608,38488,38495
LOCATION,Keys,0.8199281096458435,38500,38504
PERSON,Parker,0.8093166351318359,38506,38512
ORGANIZATION,Black Panthers,0.8501402735710144,38518,38532
QUANTITY,first question,0.8663475513458252,38703,38717
PERSON,Silent,0.4935559332370758,38837,38843
PERSON,Rick,0.9997170567512512,38957,38961
PERSON,President Satin,0.9497340321540833,39365,39380
PERSON,Khun,0.9509186744689941,40086,40090
LOCATION,Bloomington,0.5672788619995117,40223,40234
LOCATION,Bloomington,0.6215184330940247,40425,40436
PERSON,Mike,0.9987886548042297,40499,40503
ORGANIZATION,Arts Arts and Sciences,0.9028298854827881,40872,40894
QUANTITY,two ideas,0.8938814997673035,41374,41383
QUANTITY,both,0.7588369846343994,43068,43072
PERSON,Braddock,0.9998904466629028,43432,43440
QUANTITY,one more,0.668998658657074,43665,43673
QUANTITY,one more question,0.7709996700286865,43682,43699
QUANTITY,two parts,0.9623739719390869,43723,43732
PERSON,President Setting,0.7784829139709473,43743,43760
QUANTITY,second,0.49107930064201355,43893,43899
QUANTITY,a minute,0.7290199398994446,44096,44104
ORGANIZATION,Indiana University,0.9618231654167175,44589,44607
ORGANIZATION,Harvey Report,0.7374975085258484,45068,45081
PERSON,President Sutton,0.9560555815696716,45452,45468
QUANTITY,three years,0.9889640212059021,45502,45513
LOCATION,Thailand,0.9789480566978455,45568,45576
LOCATION,Thailand,0.9384956359863281,45636,45644
QUANTITY,20 years,0.996906578540802,45676,45684
QUANTITY,one point,0.6362407803535461,45712,45721
QUANTITY,"$3,000,000",0.9978240132331848,45722,45732
LOCATION,Thailand,0.9848836064338684,45748,45756
LOCATION,Thailand,0.9987346529960632,45781,45789
ORGANIZATION,United States government,0.7550961971282959,45914,45938
QUANTITY,70%,0.9435991644859314,46037,46040
ORGANIZATION,United States Army,0.9606857299804688,46064,46082
LOCATION,Vietnam,0.9978657364845276,46086,46093
ORGANIZATION,TC,0.4216417968273163,46099,46101
PERSON,T. C,0.8111075162887573,46180,46184
OTHER,Vietnamese,0.6549203991889954,46241,46251
OTHER,Cambodian,0.5598891973495483,46267,46276
PERSON,Dawn,0.8614758253097534,46315,46319
ORGANIZATION,Payless,0.4503198266029358,46335,46342
LOCATION,Thailand,0.9694392085075378,46463,46471
LOCATION,Thailand,0.9806430339813232,46563,46571
QUANTITY,One school,0.7294260263442993,46732,46742
LOCATION,Thailand,0.9963545799255371,46832,46840
LOCATION,Thailand,0.7543279528617859,47314,47322
LOCATION,Thailand,0.9940033555030823,47475,47483
LOCATION,German,0.6610588431358337,47508,47514
QUANTITY,one,0.5540244579315186,47720,47723
ORGANIZATION,Indiana University,0.9594967365264893,47753,47771
ORGANIZATION,University of Wisconsin,0.9946298003196716,47800,47823
ORGANIZATION,The Michigan State University,0.862153947353363,47825,47854
ORGANIZATION,University of Minnesota,0.9977706670761108,47864,47887
LOCATION,Indiana,0.6118186712265015,47893,47900
QUANTITY,10 schools,0.9671698212623596,47923,47933
PERSON,Teo,0.49049636721611023,48006,48009
QUANTITY,four kind,0.6240630149841309,48101,48110
ORGANIZATION,Ford Foundation,0.9816150069236755,48147,48162
ORGANIZATION,National Institute of Development Administration,0.99946528673172,48218,48266
PERSON,Cousin,0.7885773181915283,48922,48928
PERSON,Marty,0.9976630210876465,48992,48997
PERSON,Chancellor,0.5029746294021606,49053,49063
QUANTITY,first,0.7356364130973816,49130,49135
QUANTITY,10 years,0.9849861264228821,49289,49297
ORGANIZATION,Yale,0.5208668112754822,49871,49875
PERSON,Carter,0.9270201325416565,49909,49915
PERSON,Brown,0.9490909576416016,49978,49983
QUANTITY,a minute,0.7665873765945435,50193,50201
LOCATION,Greek,0.535606324672699,50266,50271
ORGANIZATION,CBS,0.9103928208351135,50716,50719
LOCATION,Cambodia,0.9958795309066772,50909,50917
PERSON,Sutton,0.9964900612831116,51302,51308
QUANTITY,"9,000 people",0.9875973463058472,51388,51400
QUANTITY,"12,040%",0.951421320438385,51498,51505
LOCATION,United States,0.7719696164131165,51521,51534
QUANTITY,"9,000 people",0.9887884259223938,51639,51651
QUANTITY,a minute,0.804446280002594,51842,51850
PERSON,Sutton,0.9915247559547424,52108,52114
QUANTITY,"9,000 people",0.9873471260070801,52184,52196
LOCATION,Cambodia,0.9974797368049622,52329,52337
PERSON,Sutton,0.9999094009399414,52412,52418
DATE,1958,0.9989105463027954,52987,52991
LOCATION,Thailand,0.9975175857543945,53013,53021
QUANTITY,Two military buildup,0.7919659614562988,53112,53132
LOCATION,Southeast Asia,0.9952904582023621,53136,53150
LOCATION,American,0.558808445930481,53446,53454
DATE,1970,0.9979376792907715,53752,53756
QUANTITY,one,0.4604056775569916,53787,53790
QUANTITY,One,0.6044706106185913,53838,53841
LOCATION,Asia,0.9714804291725159,53985,53989
LOCATION,Africa,0.9988095760345459,53994,54000
LOCATION,European,0.7079306840896606,54100,54108
LOCATION,Asia,0.9914355874061584,54246,54250
PERSON,Bill,0.8875554800033569,54301,54305
EVENT,Cambodian War,0.9125138521194458,54490,54503
QUANTITY,an hour,0.7464642524719238,54668,54675
QUANTITY,20 minutes,0.9989853501319885,54680,54690
DATE,5 30,0.743221640586853,54707,54711
LOCATION,German,0.8338446617126465,54749,54755
ORGANIZATION,Princeton,0.4575502276420593,54887,54896
QUANTITY,two weeks,0.9683319330215454,54922,54931
ORGANIZATION,Faculty Council,0.7593560814857483,55361,55376
QUANTITY,18,0.9839111566543579,55667,55669
DATE,yesterday,0.9817080497741699,55900,55909
ORGANIZATION,Faculty Action Committee,0.990382730960846,55917,55941
QUANTITY,two,0.9882370829582214,56293,56296
QUANTITY,three weeks,0.9790831804275513,56300,56311
QUANTITY,six weeks,0.9791918992996216,56497,56506
LOCATION,Monroe County,0.982193112373352,56599,56612
QUANTITY,second half,0.8161430358886719,56735,56746
PERSON,Chancellor Carter,0.8120678663253784,56793,56810
PERSON,Levy,0.9922707080841064,56817,56821
ORGANIZATION,Yale,0.6243088245391846,56886,56890
QUANTITY,one,0.5621927380561829,56996,56999
DATE,1952,0.9957518577575684,57220,57224
DATE,1956,0.9987987279891968,57232,57236
QUANTITY,one,0.44031307101249695,57274,57277
ORGANIZATION,Princeton,0.7578459978103638,57297,57306
ORGANIZATION,Princeton,0.9025446176528931,57392,57401
QUANTITY,two,0.729841947555542,57422,57425
PERSON,Jab,0.7923836708068848,58233,58236
QUANTITY,14. 40 people,0.9857959747314453,58253,58266
DATE,14 40 1970,0.7696191668510437,58280,58290
QUANTITY,Two more questions,0.834084153175354,58370,58388
QUANTITY,first,0.770714521408081,58406,58411
QUANTITY,"9,000",0.9330596923828125,58823,58828
QUANTITY,two counterbalance,0.5779209136962891,59252,59270
QUANTITY,"9,000",0.9276113510131836,59930,59935
QUANTITY,one more question,0.7394033670425415,60421,60438
PERSON,Anak Atomic Vice President,0.888378381729126,60654,60680
DATE,today,0.9582052826881409,61071,61076
PERSON,Gary Vote,0.9298390746116638,61151,61160
QUANTITY,one answer,0.6373999118804932,61288,61298
DATE,tonight,0.9587959051132202,61458,61465
PERSON,Gary,0.9986108541488647,61514,61518
QUANTITY,two questions,0.9349145889282227,61563,61576
QUANTITY,two questions,0.9432849884033203,61620,61633
QUANTITY,One,0.5662375688552856,61643,61646
PERSON,Stapley,0.6238505244255066,61830,61837
QUANTITY,four cars,0.9269224405288696,61848,61857
DATE,this afternoon,0.8789938688278198,62214,62228
QUANTITY,"4,000 plus",0.8213752508163452,62384,62394
QUANTITY,"1,000",0.8704836964607239,62429,62434
DATE,this evening,0.7910547256469727,62587,62599
DATE,this afternoon,0.8740589618682861,62602,62616
PERSON,Harry Predator,0.9452961683273315,62628,62642
PERSON,Dale,0.9443215131759644,62667,62671
