ibm_type,type,text,relevance,subtypes
concept,,Abortion,0.675935,
concept,,That that is is that that is not is not is that it it is,0.670446,
concept,,Debut albums,0.660584,
keyword,,young women,0.581835,
keyword,,A. Want custody of your children,0.55747,
keyword,,Census Bureau Other agencies,0.546809,
keyword,,Issue regulations stops,0.544498,
keyword,,affordable abortions,0.542931,
keyword,,lot of problems minorities,0.540254,
keyword,,Black West,0.539641,
keyword,,such volunteer,0.535913,
keyword,,ly access,0.533839,
keyword,,Women,0.53284,
keyword,,successful first separation,0.530187,
keyword,,Supreme court,0.529232,
keyword,,self help groups,0.528217,
keyword,,male sex organs,0.524891,
keyword,,pharmaceutical industry,0.524418,
keyword,,safe illegal horses,0.522776,
keyword,,black black access,0.521949,
keyword,,mention of abortion,0.52097,
keyword,,internal struggle,0.52049,
keyword,,basic health teachers,0.520467,
keyword,,Institutional express,0.519478,
keyword,,feminist clinics,0.519474,
keyword,,single issue,0.518675,
keyword,,address council,0.518372,
keyword,,Illegality of abortion,0.51819,
keyword,,gonorrhea,0.517136,
keyword,,people,0.516953,
keyword,,A number of feminist groups,0.516609,
keyword,,wasin others,0.515816,
keyword,,consent bills,0.515575,
keyword,,Feminists of the main points,0.51551,
keyword,,lot of information,0.515094,
keyword,,Tracy Wait,0.514944,
keyword,,black women's health project,0.514605,
keyword,,people of color,0.514552,
keyword,,Kitchen labs,0.514544,
keyword,,palace blocks,0.514512,
keyword,,Lawrence's Wait,0.514334,
keyword,,TV's research,0.514065,
keyword,,less access,0.51376,
keyword,,reversible Male sterilization operation,0.513737,
keyword,,health care,0.513699,
keyword,,detective women,0.513299,
keyword,,Social action,0.512991,
keyword,,large doses of sex,0.512598,
keyword,,collective eyes,0.512242,
keyword,,first easy access,0.511907,
keyword,,Dallas years,0.511118,
keyword,,Teo man,0.511114,
keyword,,test ultrasound,0.511106,
keyword,,safes,0.511086,
keyword,,woman,0.510961,
keyword,,Serous trustees,0.510909,
keyword,,women's liberation movement contest,0.510269,
keyword,,particular problems,0.510217,
keyword,,point of view,0.510194,
keyword,,sexual harassment,0.509974,
keyword,,major industries,0.509759,
keyword,,temporary infertility,0.509673,
keyword,,common procedures,0.509525,
keyword,,women centers,0.509477,
keyword,,TV bucks,0.509424,
keyword,,Side effects,0.509224,
keyword,,men,0.509152,
keyword,,Russian guys,0.50903,
keyword,,issue of sterilization cast,0.509023,
keyword,,poverty level,0.508965,
keyword,,pelvic inflammatory disease,0.508495,
keyword,,AIDS activist movement,0.50838,
keyword,,first principle,0.508365,
keyword,,lot of work,0.50828,
keyword,,worst kind,0.508141,
keyword,,Hayes Wei,0.507999,
keyword,,good idea,0.507868,
keyword,,country today,0.507647,
keyword,,researchers,0.507624,
keyword,,Example,0.507612,
keyword,,abortion rights action,0.507605,
keyword,,better way,0.507587,
keyword,,Arrest,0.507352,
keyword,,National women's Health,0.507297,
keyword,,self help,0.507254,
keyword,,trust doctors trust care,0.50718,
keyword,,grand stand,0.507107,
keyword,,James,0.506969,
keyword,,politics,0.50691,
keyword,,fact work,0.506804,
keyword,,Work,0.506783,
keyword,,force consent laws,0.50657,
keyword,,statistics,0.506566,
keyword,,heavy weather,0.506528,
keyword,,regular annual exam hours,0.506478,
keyword,,horrible sex,0.506458,
keyword,,age,0.50643,
keyword,,last night,0.506404,
keyword,,recent Sunday Times magazine,0.506404,
keyword,,major surgical procedures,0.506336,
keyword,,fight aces,0.506328,
keyword,,early stages,0.506307,
keyword,,Sex,0.506239,
keyword,,Scientists,0.506183,
keyword,,Wass,0.50598,
keyword,,Experiences study,0.50596,
keyword,,activist groups,0.505916,
keyword,,Temporary sterilization,0.505841,
keyword,,side,0.505639,
keyword,,facts,0.505443,
keyword,,Still sterilisations history,0.50523,
keyword,,issue,0.505159,
keyword,,eyes,0.505123,
keyword,,experience,0.505118,
keyword,,majority,0.504977,
keyword,,decided face,0.504954,
keyword,,man practice,0.504862,
keyword,,response,0.504854,
keyword,,mind,0.504751,
keyword,,last winter,0.504743,
keyword,,independent service providers,0.504682,
keyword,,Cass,0.504624,
keyword,,current female,0.504578,
keyword,,consent forms,0.504578,
keyword,,man,0.504576,
keyword,,inequality,0.504513,
keyword,,Cases,0.504488,
keyword,,Sterilization,0.50438,
keyword,,own body,0.504364,
keyword,,principles,0.504232,
keyword,,earnest health movement,0.504179,
keyword,,self help supplies,0.50415,
keyword,,common things,0.504126,
keyword,,Jane,0.504058,
keyword,,vaginal kids Liars hands,0.504037,
keyword,,number,0.503994,
keyword,,policy,0.503963,
keyword,,deal,0.503952,
keyword,,detective,0.503934,
keyword,,ways,0.503926,
keyword,,researcher,0.503812,
keyword,,service,0.503757,
keyword,,care of children,0.50375,
keyword,,mainstream groups,0.503706,
keyword,,access,0.503597,
keyword,,doctors,0.503589,
keyword,,medical establishment,0.503493,
keyword,,place,0.503457,
keyword,,abortion,0.503347,
keyword,,subjects,0.503321,
keyword,,practice,0.503293,
keyword,,flack,0.503265,
keyword,,thing,0.503209,
keyword,,coincidence,0.503199,
keyword,,Latin communities,0.50315,
keyword,,successive failures,0.503117,
keyword,,Prospect,0.503053,
keyword,,fire,0.50302,
keyword,,demands,0.502998,
keyword,,children,0.50298,
keyword,,lips,0.502948,
keyword,,money,0.50291,
keyword,,reliable routine tests,0.502851,
keyword,,Quicksand,0.502822,
keyword,,Fatih loss of memory loss,0.50274,
keyword,,mention,0.502717,
keyword,,methods,0.502693,
keyword,,choice,0.50267,
keyword,,Second medical establishment,0.502653,
keyword,,relationship,0.502629,
keyword,,number fire,0.502618,
keyword,,lot st,0.502613,
keyword,,issues,0.50258,
keyword,,Vito,0.502568,
keyword,,commonality,0.502565,
keyword,,Flashlight,0.502537,
keyword,,spirit,0.502531,
keyword,,AIDS,0.502498,
keyword,,Category,0.502471,
keyword,,operation,0.50247,
keyword,,alternative grass,0.502449,
keyword,,Official jets,0.502441,
keyword,,France,0.502413,
keyword,,means,0.50234,
keyword,,cost,0.502329,
keyword,,none,0.502328,
keyword,,First time,0.502314,
keyword,,nobody,0.502293,
keyword,,alliances,0.502284,
keyword,,states,0.502275,
keyword,,consent,0.502268,
keyword,,rhythm method,0.502253,
keyword,,case,0.502244,
keyword,,End,0.502223,
keyword,,city,0.502215,
keyword,,term,0.502212,
keyword,,war doctors life,0.502207,
keyword,,lot,0.502202,
keyword,,growth,0.502201,
keyword,,serious implications,0.50218,
keyword,,less light,0.502177,
keyword,,excuse,0.502116,
keyword,,Discrimination,0.502116,
keyword,,trade,0.50211,
keyword,,symptoms,0.502052,
keyword,,portion,0.502021,
keyword,,way,0.501963,
keyword,,Medicaid,0.501954,
keyword,,community,0.501835,
keyword,,test,0.501817,
keyword,,diagram,0.501793,
keyword,,life,0.501738,
keyword,,stuff,0.501714,
keyword,,experiences,0.501706,
keyword,,way wait,0.501634,
keyword,,Parable,0.50163,
keyword,,films,0.501588,
keyword,,situation,0.501579,
keyword,,days,0.501541,
keyword,,ultrasound,0.501507,
keyword,,commissioner,0.50149,
keyword,,woman's issue,0.501485,
keyword,,marriage,0.501485,
keyword,,Cancer,0.501485,
keyword,,cramps,0.501485,
keyword,,Reality,0.501485,
keyword,,Nation,0.501485,
keyword,,brother,0.501485,
keyword,,own circles,0.501482,
keyword,,guys,0.501436,
keyword,,consideration,0.501424,
keyword,,company,0.501404,
keyword,,families,0.501391,
keyword,,video,0.501382,
keyword,,media,0.501349,
keyword,,Thomas,0.501338,
keyword,,clear voice,0.501297,
keyword,,prevention,0.501283,
keyword,,Apple Committee,0.501283,
keyword,,years Sources,0.501241,
keyword,,search,0.501231,
keyword,,government,0.50123,
keyword,,education,0.501218,
keyword,,iss,0.501209,
keyword,,bodies,0.501201,
keyword,,lesbians,0.50118,
keyword,,answer,0.501177,
keyword,,less help place,0.501168,
keyword,,maids,0.501156,
keyword,,tears,0.501144,
keyword,,patience,0.501144,
keyword,,training,0.501144,
keyword,,recipes,0.501144,
keyword,,cents,0.501144,
keyword,,car,0.501144,
keyword,,pill,0.501144,
keyword,,minorities,0.501142,
keyword,,things,0.50107,
keyword,,order,0.50107,
keyword,,street,0.50106,
keyword,,Teo,0.501058,
keyword,,Period,0.501038,
keyword,,funding,0.50103,
keyword,,rest,0.50103,
keyword,,assumption,0.501013,
keyword,,hair cakes,0.500991,
keyword,,support system,0.500991,
keyword,,prostitute escape,0.500991,
keyword,,Puberty crisis,0.500991,
keyword,,reason herbs,0.500991,
keyword,,next principal,0.500991,
keyword,,power,0.500973,
keyword,,pain,0.500973,
keyword,,Chicago,0.500973,
keyword,,underwear,0.500963,
keyword,,guy,0.500957,
keyword,,services,0.500939,
keyword,,Help,0.500927,
keyword,,fetus,0.500926,
keyword,,race,0.500921,
keyword,,Divorce,0.500916,
keyword,,Barry,0.500913,
keyword,,line,0.500912,
keyword,,Hospitalisation,0.500912,
keyword,,doctor,0.500897,
keyword,,movement,0.500803,
keyword,,Harry,0.500803,
keyword,,part,0.500803,
keyword,,Obligation,0.500803,
keyword,,spiders,0.500803,
keyword,,language,0.500803,
keyword,,heart,0.500803,
keyword,,Vegetables,0.500803,
keyword,,minutes,0.500803,
keyword,,dance,0.500803,
keyword,,Beans,0.500803,
keyword,,office,0.500803,
keyword,,Terry,0.500803,
keyword,,Assistant,0.500803,
keyword,,security,0.500803,
keyword,,president,0.500803,
keyword,,Death,0.500803,
keyword,,Phil,0.500803,
keyword,,advice,0.500803,
keyword,,Session,0.500803,
keyword,,Tails,0.500803,
keyword,,statement,0.500803,
keyword,,mail,0.500803,
keyword,,Email,0.500803,
keyword,,testicles,0.500803,
keyword,,TMS,0.500803,
keyword,,Obstacles,0.500803,
keyword,,peace,0.500803,
keyword,,STDs,0.500803,
keyword,,sin,0.500803,
keyword,,guests,0.500803,
keyword,,Inventions,0.500803,
keyword,,accidents,0.500803,
keyword,,News,0.500803,
keyword,,Minneapolis,0.500803,
keyword,,Kate,0.500803,
keyword,,Party,0.500803,
keyword,,killer,0.500803,
keyword,,decision,0.500803,
keyword,,burgers,0.500803,
keyword,,Sonny,0.500803,
keyword,,Tree,0.500803,
keyword,,birth,0.500803,
keyword,,speed,0.500803,
keyword,,sense,0.500803,
keyword,,books,0.500803,
keyword,,jewels,0.500803,
keyword,,intervention,0.500803,
keyword,,warrant,0.500803,
keyword,,Thanks,0.500803,
keyword,,attempt,0.500803,
keyword,,pressure,0.500803,
keyword,,civilization,0.500803,
keyword,,conditions,0.500803,
keyword,,knowledge,0.500803,
keyword,,populations,0.500803,
keyword,,post,0.500803,
keyword,,infighting,0.500803,
keyword,,expiry,0.500803,
keyword,,dangers,0.500803,
keyword,,girls,0.500803,
keyword,,Paris,0.500803,
keyword,,House,0.500803,
keyword,,shame,0.500803,
keyword,,risks,0.500803,
keyword,,moustache,0.500803,
keyword,,Trust,0.500756,
keyword,,child,0.500745,
keyword,,clinics,0.500726,
keyword,,failure,0.500607,
keyword,,feminist community,0.500494,
keyword,,Obligations,0.500401,
keyword,,body,0.5004,
keyword,,day,0.500385,
keyword,,war,0.500376,
keyword,,lives,0.500348,
keyword,,lot of wait,0.500304,
keyword,,sessions,0.500268,
keyword,,class,0.500243,
keyword,,wait,0.500194,
keyword,,sexual performance,0.500192,
keyword,,Simple Carol,0.500092,
keyword,,limited situation,0.500088,
keyword,,cervix class,0.499863,
keyword,,challenge store,0.499849,
keyword,,money strings,0.499845,
keyword,,result of this war,0.4998,
keyword,,bombings fire,0.499771,
keyword,,lot of this work,0.499438,
keyword,,anonymous testing,0.499419,
keyword,,lot of money,0.499293,
keyword,,bad state,0.499252,
keyword,,animus groups,0.499117,
keyword,,fine sickness,0.499081,
keyword,,San Undercover,0.499081,
keyword,,Sam Energy,0.498859,
keyword,,herpes simplex,0.498859,
keyword,,testing site,0.498773,
keyword,,Poor Carol,0.498612,
keyword,,prevention efforts,0.49838,
keyword,,bottom line,0.498352,
keyword,,thing voice,0.498226,
keyword,,cancer Flanders,0.498018,
keyword,,racist classes,0.497759,
keyword,,new mail,0.497658,
keyword,,slide show,0.497658,
keyword,,Weapons power,0.497643,
keyword,,health movement,0.497632,
keyword,,own testing sites,0.497469,
keyword,,racism class,0.497433,
keyword,,Holy Land Scientist testing estimations Section,0.49727,
keyword,,clear information,0.497107,
keyword,,No.,0.49661,
keyword,,challenge of information,0.496451,
keyword,,simple procedure,0.496365,
keyword,,days period,0.496203,
keyword,,time,0.495908,
keyword,,sort,0.495252,
keyword,,Sit,0.494668,
keyword,,earlyeighties,0.494363,
keyword,,quote,0.494351,
keyword,,Miss,0.494177,
keyword,,Communist,0.493991,
keyword,,increases,0.493899,
keyword,,Bye,0.49382,
keyword,,Fight,0.493797,
keyword,,shin,0.493674,
keyword,,Big,0.493582,
keyword,,visit,0.493558,
keyword,,Jax,0.493355,
keyword,,kills,0.493355,
keyword,,CDCs,0.493355,
keyword,,ministrations,0.493355,
keyword,,oops,0.493355,
keyword,,sexist,0.493355,
keyword,,Yeah,0.493355,
keyword,,drink,0.493355,
keyword,,show,0.493355,
keyword,,elses,0.493355,
keyword,,split,0.493355,
keyword,,kill,0.492954,
