ibm_type,type,text,relevance,subtypes
keyword,,government business,0.506172,
keyword,,low levels of educational attainment account,0.506129,
keyword,,public institutions,0.506117,
keyword,,major problems,0.506116,
keyword,,institutional conversation,0.505991,
keyword,,experiences of their graduates,0.505975,
keyword,,highest value,0.505881,
keyword,,disproportionate number of welfare recipients,0.505814,
keyword,,terms,0.505787,
keyword,,Tuesday evening,0.505782,
keyword,,good colleague,0.505757,
keyword,,best interests,0.505722,
keyword,,government ineffectiveness,0.505692,
keyword,,resource,0.505683,
keyword,,different kind of belief system,0.505677,
keyword,,example,0.505663,
keyword,,little value,0.505655,
keyword,,political process,0.505616,
keyword,,issues of contemporary American civic life,0.50554,
keyword,,poor people,0.50552,
keyword,,such language,0.505506,
keyword,,traditional notions,0.505432,
keyword,,beliefs,0.505412,
keyword,,research universities,0.505406,
keyword,,student,0.505402,
keyword,,institutions,0.505375,
keyword,,kind of graduate school,0.505371,
keyword,,new generation of leaders,0.505323,
keyword,,broader conception of Studentssuccess,0.505277,
keyword,,fact remains,0.505239,
keyword,,premise of my talk,0.505227,
keyword,,particular belief system,0.505226,
keyword,,ivory tower concept,0.505221,
keyword,,traditional beliefs,0.505155,
keyword,,society,0.505153,
keyword,,value statement,0.505061,
keyword,,various groups,0.505052,
keyword,,degree program,0.505036,
keyword,,collaborative learning,0.505005,
keyword,,external pressures,0.504978,
keyword,,best students,0.504976,
keyword,,talent development,0.504899,
keyword,,importance of teaching,0.504862,
keyword,,universities,0.504832,
keyword,,viable conception of higher education,0.504794,
keyword,,irresponsible mass media,0.504679,
keyword,,approach,0.504553,
keyword,,teaching methods,0.504502,
keyword,,fact,0.504495,
keyword,,civic life,0.504471,
keyword,,entire population,0.504437,
keyword,,service concept of our missions,0.504437,
keyword,,particular form of democratic self government,0.504415,
keyword,,academic colleagues,0.504383,
keyword,,resources conception,0.504383,
keyword,,research talent,0.504343,
keyword,,self understanding,0.504327,
keyword,,second lecture,0.504267,
keyword,,Shaky race relations,0.504251,
keyword,,public service,0.504239,
keyword,,significant changes,0.504228,
keyword,,different themes,0.504204,
keyword,,massive number,0.504183,
keyword,,powerful tool,0.504162,
keyword,,role of higher education,0.504158,
keyword,,narrow approach,0.504149,
keyword,,real problem,0.504097,
keyword,,social responsibility,0.504071,
keyword,,way,0.50405,
keyword,,few of these things,0.503976,
keyword,,positions of the National Merit Scholarship Corporation,0.503932,
keyword,,major revisions,0.50389,
keyword,,modern management techniques,0.503877,
keyword,,affirmative action,0.503831,
keyword,,guest of the foundation election programme,0.503827,
keyword,,extreme view,0.503795,
keyword,,delivery education,0.503729,
keyword,,development of those personal qualities,0.503727,
keyword,,healthy development,0.503704,
keyword,,external world of practical affairs,0.50369,
keyword,,academic work,0.50368,
keyword,,young people,0.503638,
keyword,,individual individualistic tendencies,0.503624,
keyword,,Indiana University,0.503622,
keyword,,paid staff,0.503595,
keyword,,academic institutions,0.503525,
keyword,,schools,0.503519,
keyword,,greater depth,0.503512,
keyword,,leadership of major organizations,0.503505,
keyword,,large number of hospitals,0.50349,
keyword,,work,0.50348,
keyword,,emotional intelligence,0.503474,
keyword,,Lady Place,0.503473,
keyword,,economic problems,0.50347,
keyword,,initial check,0.503465,
keyword,,job lots,0.503433,
keyword,,human qualities,0.503408,
keyword,,future leaders,0.503398,
keyword,,group,0.503348,
keyword,,success,0.503327,
keyword,,external threats,0.503314,
keyword,,academic achievement,0.503313,
keyword,,general education,0.503313,
keyword,,private economic benefits,0.50328,
keyword,,heart of these problems,0.503262,
keyword,,cases,0.503224,
keyword,,democracy,0.503219,
keyword,,medical health care system,0.503213,
keyword,,important value messages,0.503212,
keyword,,significant contributions,0.503209,
keyword,,mass media,0.50319,
keyword,,considerable success,0.503185,
keyword,,pecking order,0.503174,
keyword,,brightest students,0.50314,
keyword,,modern American society,0.503132,
keyword,,sum total of our individual uncoordinated efforts,0.503114,
keyword,,values,0.503111,
keyword,,hand,0.503056,
keyword,,community service,0.503014,
keyword,,recent research,0.50298,
keyword,,particular viewpoint,0.502958,
keyword,,thing,0.502955,
keyword,,educational excellence,0.502941,
keyword,,practices,0.502873,
keyword,,public schools,0.502858,
keyword,,systems approach,0.502816,
keyword,,ivory tower view,0.502793,
keyword,,curriculum teaching practices,0.50275,
keyword,,community colleges,0.502718,
keyword,,leadership skills,0.502684,
keyword,,sense,0.502682,
keyword,,modern equipment,0.502664,
keyword,,growing interest,0.502663,
keyword,,American society,0.502651,
keyword,,postsecondary education,0.502639,
keyword,,sort of a populist view,0.502633,
keyword,,high value,0.502597,
keyword,,people,0.502594,
keyword,,citizen disengagement,0.502591,
keyword,,fear of remedial students,0.502583,
keyword,,great deal of appeal,0.502575,
keyword,,distinct pleasure,0.502533,
keyword,,words,0.502525,
keyword,,annual Spring Symposium,0.502504,
keyword,,efforts,0.502463,
keyword,,public pronouncements,0.502447,
keyword,,local community,0.50244,
keyword,,Skulls students Higher Education Nascent Annual survey,0.502399,
keyword,,educational resources,0.50239,
keyword,,simplistic yardstick,0.502375,
keyword,,colleagues,0.502373,
keyword,,excellence,0.502334,
keyword,,curriculum,0.502334,
keyword,,light,0.502319,
keyword,,medicine,0.5023,
keyword,,racial problems,0.502283,
keyword,,sets of concurrent session,0.502255,
keyword,,common values,0.502245,
keyword,,ultimate definition of our excellence,0.502168,
keyword,,Student Affairs,0.502131,
keyword,,philosophy studies,0.502124,
keyword,,purposes of education,0.502123,
keyword,,days,0.502119,
keyword,,personnel practices,0.502088,
keyword,,model,0.502085,
keyword,,responsibility,0.502067,
keyword,,faculty,0.502057,
keyword,,common cold,0.502044,
keyword,,prediction argument,0.502029,
keyword,,reputations,0.502003,
keyword,,presidential state of the college reports,0.501997,
keyword,,Program,0.501992,
keyword,,monies,0.501981,
keyword,,such things,0.501962,
keyword,,professional lives,0.501932,
keyword,,belief system,0.501928,
keyword,,success of our pedagogical efforts,0.50191,
keyword,,tremendous effects,0.501905,
keyword,,limited conception,0.501899,
keyword,,lot of politicians,0.501897,
keyword,,examples,0.501888,
keyword,,kind of job,0.501877,
keyword,,politicians,0.501852,
keyword,,afternoon,0.501847,
keyword,,Uh,0.501836,
keyword,,current state of our democracy,0.501786,
keyword,,high scoring student,0.501782,
keyword,,West Coast,0.501743,
keyword,,Pacific Rim,0.501743,
keyword,,religious traditions,0.501743,
keyword,,curricular discussions,0.501739,
keyword,,typical college university,0.501739,
keyword,,issue of individualism,0.501724,
keyword,,obvious relevance,0.501716,
keyword,,conception of studentssuccess,0.5017,
keyword,,clinics,0.501692,
keyword,,corporate influence,0.50169,
keyword,,change magazine,0.501679,
keyword,,groups,0.501674,
keyword,,person,0.501659,
keyword,,classroom,0.501654,
keyword,,effective agents of positive social change,0.501647,
keyword,,Colleges,0.501639,
keyword,,case,0.501612,
keyword,,general education curriculum,0.501595,
keyword,,concept of civic responsibility,0.501576,
keyword,,captives,0.501573,
keyword,,largest racial minority group,0.501545,
keyword,,decreasing effectiveness of governmental agencies,0.501532,
keyword,,own rhetoric,0.501528,
keyword,,scholars,0.501498,
keyword,,end,0.501497,
keyword,,environment,0.501438,
keyword,,claims,0.501438,
keyword,,courses,0.501436,
keyword,,basis,0.501429,
keyword,,welfare,0.501419,
keyword,,serious discussion of our mutual ambivalence,0.501399,
keyword,,Berg,0.501399,
keyword,,point,0.501378,
keyword,,rhetoric,0.501369,
keyword,,problem,0.501368,
keyword,,development,0.50136,
keyword,,intellectual capacities,0.501358,
keyword,,velvet,0.501358,
keyword,,ways,0.50135,
keyword,,academia,0.501343,
keyword,,reasons,0.501341,
keyword,,aspects of what Daniel Goldman,0.50133,
keyword,,job,0.501311,
keyword,,preparation,0.501272,
keyword,,trust,0.501271,
keyword,,roots,0.501267,
keyword,,citizenship,0.501257,
keyword,,mind,0.501247,
keyword,,effort,0.501231,
keyword,,iceberg,0.501231,
keyword,,horizon,0.501231,
keyword,,college,0.501229,
keyword,,honesty,0.501214,
keyword,,university,0.501208,
keyword,,smaller group of instant,0.501205,
keyword,,different presentations,0.501199,
keyword,,service,0.501185,
keyword,,school,0.501173,
keyword,,Office of the vice chancellor,0.501173,
keyword,,catalogs,0.501165,
keyword,,autonomy,0.501163,
keyword,,freshman,0.501145,
keyword,,win win game aspect,0.501144,
keyword,,quality,0.501141,
keyword,,various public pronouncements,0.501139,
keyword,,sane institution,0.50111,
keyword,,resource acquisition,0.501106,
keyword,,funding,0.5011,
keyword,,opportunity,0.501088,
keyword,,part time instructors,0.501086,
keyword,,decisions,0.50108,
keyword,,issue,0.501076,
keyword,,contributions,0.501067,
keyword,,Earnings,0.501066,
keyword,,high student,0.501065,
keyword,,achievement,0.501063,
keyword,,day,0.50106,
keyword,,G p A,0.501029,
keyword,,law,0.501022,
keyword,,Daniel,0.501009,
keyword,,defense,0.501006,
keyword,,tomorrow,0.501006,
keyword,,reputation,0.501002,
keyword,,Business,0.500996,
keyword,,Teo,0.500994,
keyword,,personnel,0.500992,
keyword,,analogy,0.500991,
keyword,,money,0.50099,
keyword,,things,0.500985,
keyword,,professionals,0.500983,
keyword,,politics,0.500976,
keyword,,attention,0.500974,
keyword,,world,0.500973,
keyword,,practice,0.500958,
keyword,,Office,0.500956,
keyword,,close eye,0.500954,
keyword,,regulation,0.500951,
keyword,,academics,0.50095,
keyword,,multiculturalism,0.500936,
keyword,,developmental students,0.500934,
keyword,,experience,0.500933,
keyword,,afe s,0.500931,
keyword,,concern,0.500925,
keyword,,importance,0.500924,
keyword,,poorly staff,0.500919,
keyword,,inequities,0.500917,
keyword,,question,0.500914,
keyword,,effect,0.500902,
keyword,,unemployment,0.500895,
keyword,,Andi value,0.500885,
keyword,,policies,0.500885,
keyword,,preoccupation,0.500885,
keyword,,shift,0.500872,
keyword,,answer,0.500872,
keyword,,matters,0.500865,
keyword,,relationship,0.500865,
keyword,,toe function,0.500862,
keyword,,mass media theory of democracy,0.500861,
keyword,,skills,0.50086,
keyword,,evidence,0.500856,
keyword,,qualities,0.500855,
keyword,,direction,0.500855,
keyword,,tension,0.500847,
keyword,,depth,0.500846,
keyword,,mentoring,0.50084,
keyword,,competitive hierarchical system,0.500831,
keyword,,nobody,0.500829,
keyword,,desire,0.500823,
keyword,,hospitals,0.500821,
keyword,,decade,0.500819,
keyword,,competitiveness,0.500819,
keyword,,navy,0.500805,
keyword,,institutional conversations,0.500801,
keyword,,programs,0.500797,
keyword,,content,0.500791,
keyword,,behavior,0.500784,
keyword,,peer tutoring,0.500784,
keyword,,places,0.500783,
keyword,,little bit of reflection,0.50078,
keyword,,role,0.500776,
keyword,,idea,0.500771,
keyword,,articles,0.50076,
keyword,,control,0.500759,
keyword,,empathy,0.500755,
keyword,,nomination,0.500754,
keyword,,irony,0.500752,
keyword,,equity,0.500749,
keyword,,purpose of higher education,0.500743,
keyword,,procedures,0.500742,
keyword,,graduates,0.500737,
keyword,,toe,0.500737,
keyword,,emphasis,0.500735,
keyword,,divers,0.500725,
keyword,,results,0.500718,
keyword,,ast,0.500715,
keyword,,respects,0.500714,
keyword,,expertise,0.500712,
keyword,,today,0.500711,
keyword,,ist,0.500706,
keyword,,tea,0.500701,
keyword,,ability,0.500699,
keyword,,haste,0.500699,
keyword,,study,0.500698,
keyword,,unwillingness,0.500697,
keyword,,lot,0.500694,
keyword,,America's economy,0.500693,
