type,text,score,start,end
QUANTITY,one,0.4766479730606079,26468,26471
QUANTITY,one,0.5117907524108887,26576,26579
PERSON,Khun,0.7078808546066284,27275,27279
QUANTITY,two,0.9231939315795898,27339,27342
OTHER,American,0.5218870043754578,30882,30890
PERSON,Khun B,0.9539598226547241,30913,30919
QUANTITY,"3,000 institutions",0.9758772850036621,30994,31012
QUANTITY,one,0.5388060212135315,33202,33205
LOCATION,Big 10,0.8595521450042725,33464,33470
QUANTITY,one hand,0.6760194301605225,34618,34626
PERSON,Anna,0.5353784561157227,34692,34696
QUANTITY,second patient,0.804197371006012,35240,35254
DATE,today,0.910713255405426,37357,37362
DATE,1/2 ago,0.9779286980628967,37883,37890
DATE,Tuesday night,0.9828261137008667,38307,38320
QUANTITY,single,0.44193190336227417,38366,38372
DATE,today,0.9503965973854065,38551,38556
DATE,this afternoon,0.7850560545921326,38678,38692
QUANTITY,six fat,0.8597869873046875,39680,39687
QUANTITY,one thing,0.8465701341629028,39998,40007
DATE,past few years,0.8895544409751892,40224,40238
PERSON,Mohr,0.5747462511062622,41864,41868
PERSON,Dick McCabe,0.9823166728019714,42186,42197
QUANTITY,100%,0.970497727394104,42217,42221
PERSON,Teo,0.9633498787879944,42342,42345
EVENT,17th annual Spring Symposium,0.918046236038208,42435,42463
DATE,this year,0.8558577299118042,42574,42583
ORGANIZATION,Office for American Affairs,0.9816727042198181,42625,42652
QUANTITY,5 30,0.8285801410675049,43017,43021
DATE,today,0.9415299296379089,43060,43065
DATE,tomorrow,0.9743006825447083,43120,43128
ORGANIZATION,SYRIZA,0.4973336458206177,43141,43147
DATE,nine o'clock,0.9991141557693481,43174,43186
QUANTITY,three sets,0.8291101455688477,43238,43248
QUANTITY,over 70 different presentations,0.9224860668182373,43273,43304
QUANTITY,45 different themes,0.955554723739624,43315,43334
LOCATION,Bloomington,0.8317825198173523,43510,43521
DATE,this afternoon,0.9317726492881775,43637,43651
DATE,Tomorrow morning,0.9923079013824463,43932,43948
DATE,15 in the morning,0.9544399976730347,43992,44009
DATE,this afternoon,0.950602114200592,44324,44338
ORGANIZATION,Christian,0.6891107559204102,45096,45105
PERSON,Ana,0.9516361355781555,45777,45780
PERSON,Berg,0.9519378542900085,46483,46487
ORGANIZATION,Indiana University,0.9557580351829529,46613,46631
QUANTITY,two issues,0.9148333668708801,47109,47119
QUANTITY,two examples,0.8960477709770203,47179,47191
QUANTITY,one,0.5327051281929016,47317,47320
QUANTITY,both,0.5884906649589539,47669,47673
QUANTITY,both,0.6133116483688354,48041,48045
QUANTITY,two,0.9698005318641663,48297,48300
QUANTITY,two adults,0.9042896628379822,48302,48312
PERSON,Alex Research,0.8937104344367981,48597,48610
QUANTITY,one,0.37963634729385376,49091,49094
QUANTITY,both,0.8415793776512146,49202,49206
QUANTITY,two T,0.8325901031494141,49259,49264
QUANTITY,both,0.6404104828834534,49870,49874
QUANTITY,Both,0.7495425939559937,50065,50069
LOCATION,LA,0.9886916875839233,50877,50879
QUANTITY,10 year,0.9938008189201355,50996,51003
DATE,40 years ago,0.9514086842536926,52222,52234
PERSON,Jacob Booth,0.9886952638626099,52257,52268
QUANTITY,eight year,0.8039182424545288,52302,52312
DATE,20 years later,0.9772964715957642,52363,52377
PERSON,Jacob,0.985123336315155,52688,52693
PERSON,Jacobs,0.7598180174827576,53306,53312
QUANTITY,Five guys,0.9655872583389282,54072,54081
QUANTITY,one,0.6058593988418579,54257,54260
QUANTITY,One,0.7037563920021057,54286,54289
DATE,Tuesday night,0.9764173626899719,54495,54508
DATE,today,0.9086049795150757,54572,54577
DATE,Tuesday night,0.9831969141960144,55645,55658
QUANTITY,couple,0.4411519765853882,55686,55692
DATE,today,0.9747471809387207,55693,55698
LOCATION,Harbor,0.41787686944007874,56336,56342
