type,text,proper_or_common,salience,num_mentions,mentions
OTHER,lot,COMMON,0.0007102708,1,lot
OTHER,lot,COMMON,0.0007099639,1,lot
OTHER,lot,COMMON,0.00070994615,1,lot
OTHER,Weapons power,COMMON,0.00070795673,1,Weapons power
OTHER,abortion,COMMON,0.0006822906,1,abortion
OTHER,education,COMMON,0.00068140856,1,education
OTHER,place,COMMON,0.0006799306,1,place
PERSON,man,COMMON,0.000678869,1,man
OTHER,sterilization,COMMON,0.00067775964,1,sterilization
PERSON,people,COMMON,0.0006700086,1,people
PERSON,people,COMMON,0.0006698708,1,people
OTHER,wait,COMMON,0.0006697018,1,wait
OTHER,work,COMMON,0.000669685,1,work
OTHER,fact work,COMMON,0.00066961854,1,fact work
OTHER,information,COMMON,0.00066666305,1,information
OTHER,body,COMMON,0.00066608115,1,body
OTHER,man practice,COMMON,0.0006658643,1,man practice
ORGANIZATION,Trust,COMMON,0.00066507235,1,Trust
OTHER,power,COMMON,0.0006649653,1,power
LOCATION,clinics,COMMON,0.0006646055,1,clinics
ORGANIZATION,women centers,COMMON,0.00066441065,1,women centers
ORGANIZATION,Party,COMMON,0.00066431495,1,Party
OTHER,challenge,COMMON,0.0006638528,1,challenge
OTHER,problems,COMMON,0.000663675,1,problems
ORGANIZATION,address council,COMMON,0.0006634156,1,address council
CONSUMER_GOOD,underwear,COMMON,0.0006590543,1,underwear
OTHER,herpes simplex,COMMON,0.0006587464,1,herpes simplex
OTHER,symptoms,COMMON,0.0006582852,1,symptoms
OTHER,establishment,COMMON,0.00065781065,1,establishment
OTHER,establishment,COMMON,0.0006573265,1,establishment
OTHER,stress,COMMON,0.00065725454,1,stress
OTHER,prevention,COMMON,0.00065725454,1,prevention
OTHER,facts,COMMON,0.0006566345,1,facts
OTHER,access,COMMON,0.00064738776,1,access
PERSON,Wass,PROPER,0.00064693956,3,"Wass, Wass, Wass"
OTHER,symptoms,COMMON,0.000641995,1,symptoms
OTHER,example,COMMON,0.00062410097,1,example
PERSON,commissioner,COMMON,0.0006239182,1,commissioner
OTHER,exam,COMMON,0.00062383653,1,exam
OTHER,example,COMMON,0.0006234718,1,example
PERSON,Quicksand You,PROPER,0.0006132655,1,Quicksand You
ORGANIZATION,No,PROPER,0.0006110348,2,"No, No"
OTHER,place,COMMON,0.0006077118,1,place
PERSON,people,COMMON,0.0006073655,1,people
OTHER,mention,COMMON,0.00060694676,1,mention
OTHER,points,COMMON,0.0006067825,1,points
OTHER,testing site,COMMON,0.0006066218,1,testing site
OTHER,testing sites,COMMON,0.0006065624,1,testing sites
OTHER,mention,COMMON,0.00060652307,1,mention
OTHER,mind,COMMON,0.0006064451,1,mind
LOCATION,country,COMMON,0.0006064257,1,country
PERSON,women,COMMON,0.000604731,1,women
PERSON,women,COMMON,0.0006047174,1,women
OTHER,money,COMMON,0.0005976774,1,money
OTHER,women's Health,COMMON,0.0005973745,1,women's Health
OTHER,result,COMMON,0.0005835675,1,result
OTHER,reason herbs,COMMON,0.0005833438,1,reason herbs
PERSON,killer,COMMON,0.0005833163,1,killer
EVENT,visit,COMMON,0.0005832617,1,visit
EVENT,women's liberation movement contest,COMMON,0.00058323453,1,women's liberation movement contest
OTHER,inequality,COMMON,0.0005831805,1,inequality
OTHER,relationship,COMMON,0.0005831805,1,relationship
PERSON,health teachers,COMMON,0.0005831805,1,health teachers
OTHER,decision,COMMON,0.0005831537,1,decision
OTHER,shin,COMMON,0.0005831003,1,shin
OTHER,training,COMMON,0.0005830737,1,training
OTHER,burgers,COMMON,0.0005830737,1,burgers
OTHER,assumption,COMMON,0.00058294245,1,assumption
OTHER,color,COMMON,0.0005829165,1,color
OTHER,quote,COMMON,0.00058289064,1,quote
OTHER,horses,COMMON,0.00058266195,1,horses
OTHER,excuse,COMMON,0.0005823921,1,excuse
OTHER,Flashlight,COMMON,0.00058234413,1,Flashlight
OTHER,look,COMMON,0.00058234413,1,look
OTHER,answer,COMMON,0.00058222556,1,answer
OTHER,Tree,COMMON,0.00058215536,1,Tree
OTHER,Help,COMMON,0.00057950546,1,Help
OTHER,key,COMMON,0.00057884614,1,key
OTHER,infertility,COMMON,0.00057884614,1,infertility
OTHER,ministrations,COMMON,0.00057872833,1,ministrations
OTHER,Obstacles,COMMON,0.0005786895,1,Obstacles
EVENT,search,COMMON,0.00057865086,1,search
PERSON,subjects,COMMON,0.00057857425,1,subjects
PERSON,volunteer,COMMON,0.00057853624,1,volunteer
OTHER,testing estimations,COMMON,0.00057846087,1,testing estimations
OTHER,Section,COMMON,0.00057846087,1,Section
OTHER,earlyeighties,COMMON,0.00057838624,1,earlyeighties
OTHER,performance,COMMON,0.0005783492,1,performance
OTHER,peace,COMMON,0.0005782758,1,peace
OTHER,funding,COMMON,0.0005782031,1,funding
OTHER,STDs,COMMON,0.0005782031,1,STDs
OTHER,stand,COMMON,0.0005780955,1,stand
OTHER,idiot,COMMON,0.0005779545,1,idiot
OTHER,sin,COMMON,0.0005779197,1,sin
OTHER,implications,COMMON,0.00057781633,1,implications
PERSON,guests,COMMON,0.0005777822,1,guests
PERSON,Thousands,COMMON,0.0005776473,1,Thousands
OTHER,pelvic inflammatory disease,COMMON,0.000577515,1,pelvic inflammatory disease
OTHER,pain,COMMON,0.0005774823,1,pain
OTHER,Side effects,COMMON,0.0005774823,1,Side effects
EVENT,Hospitalisation,COMMON,0.0005774173,1,Hospitalisation
OTHER,Inventions,COMMON,0.000577321,1,Inventions
OTHER,beady,COMMON,0.000577226,1,beady
OTHER,Reality,COMMON,0.00057716336,1,Reality
EVENT,accidents,COMMON,0.00057716336,1,accidents
OTHER,Parable,COMMON,0.0005767399,1,Parable
OTHER,bodies,COMMON,0.0005766524,1,bodies
OTHER,News,COMMON,0.0005766235,1,News
OTHER,consent,COMMON,0.0005691306,1,consent
OTHER,same,COMMON,0.00056900975,1,same
OTHER,health movement,COMMON,0.0005687453,1,health movement
OTHER,life,COMMON,0.00055739545,1,life
OTHER,health care,COMMON,0.00055511866,1,health care
PERSON,each other,COMMON,0.0005366838,1,each other
EVENT,war,COMMON,0.00053626345,1,war
EVENT,birth,COMMON,0.0005339203,1,birth
WORK_OF_ART,recipes,COMMON,0.0005339203,1,recipes
OTHER,Experiences study,COMMON,0.00053383736,1,Experiences study
OTHER,Eight,COMMON,0.00053379626,1,Eight
OTHER,order,COMMON,0.00053371483,1,order
OTHER,circles,COMMON,0.00053371483,1,circles
WORK_OF_ART,books,COMMON,0.00053304294,1,books
OTHER,abortion,COMMON,0.0005329737,1,abortion
OTHER,jewels,COMMON,0.0005329704,1,jewels
ORGANIZATION,government,COMMON,0.00053295237,1,government
EVENT,intervention,COMMON,0.0005329165,1,intervention
OTHER,abortion,COMMON,0.0005329006,1,abortion
OTHER,money strings,COMMON,0.00053289864,1,money strings
PERSON,Feminists,COMMON,0.00053289864,1,Feminists
OTHER,abortion,COMMON,0.00053282833,1,abortion
OTHER,Kitchen labs,COMMON,0.00053275755,1,Kitchen labs
OTHER,grass,COMMON,0.00053275755,1,grass
OTHER,none,COMMON,0.0005326708,1,none
PERSON,Communist,PROPER,0.0005321898,1,Communist
PERSON,Wait,PROPER,0.00052685465,1,Wait
PERSON,Jax,PROPER,0.00051178044,1,Jax
PERSON,Terry,PROPER,0.00051023136,1,Terry
PERSON,Phil,PROPER,0.0005090869,1,Phil
OTHER,CDCs,PROPER,0.0005086292,1,CDCs
PERSON,Fatih,PROPER,0.0005078821,1,Fatih
OTHER,information,COMMON,0.000499751,1,information
PERSON,Yeah,PROPER,0.0004970054,2,"Yeah, Yeah"
OTHER,same,COMMON,0.00048988947,1,same
OTHER,issue,COMMON,0.0004825163,1,issue
OTHER,issue,COMMON,0.0004824835,1,issue
OTHER,Big One,PROPER,0.00048222582,1,Big One
PERSON,Jane,PROPER,0.00047089762,2,"Jane, Jane"
PERSON,People,COMMON,0.00046829524,1,People
OTHER,work,COMMON,0.00046823962,1,work
OTHER,work,COMMON,0.0004682065,1,work
OTHER,challenge,COMMON,0.00045576872,1,challenge
EVENT,show,COMMON,0.00045570883,1,show
EVENT,slide show,COMMON,0.00045566136,1,slide show
OTHER,media,COMMON,0.00045566136,1,media
OTHER,failure,COMMON,0.00045540734,1,failure
OTHER,point of view,COMMON,0.0004553848,1,point of view
OTHER,thing voice,COMMON,0.00045537358,1,thing voice
WORK_OF_ART,video,COMMON,0.0004525824,1,video
OTHER,health movement,COMMON,0.0004494735,1,health movement
PERSON,minorities,COMMON,0.00044749724,1,minorities
OTHER,prevention efforts,COMMON,0.0004456019,1,prevention efforts
PERSON,Cass,PROPER,0.00044450435,1,Cass
LOCATION,Chicago,PROPER,0.000443491,2,"Chicago, Chicago"
EVENT,struggle,COMMON,0.00043589147,1,struggle
OTHER,sense,COMMON,0.00042207507,1,sense
PERSON,man,COMMON,0.00041757218,1,man
OTHER,services,COMMON,0.00040929837,1,services
OTHER,knowledge,COMMON,0.00040034554,1,knowledge
OTHER,populations,COMMON,0.00040026035,1,populations
OTHER,growth,COMMON,0.00040020785,1,growth
WORK_OF_ART,post,COMMON,0.0004001974,1,post
WORK_OF_ART,films,COMMON,0.00040016626,1,films
OTHER,infighting,COMMON,0.00040012502,1,infighting
LOCATION,city,COMMON,0.00040009432,1,city
OTHER,flack,COMMON,0.00039998334,1,flack
OTHER,women's health project,COMMON,0.00039996344,1,women's health project
OTHER,deal,COMMON,0.00039994362,1,deal
OTHER,Body elses,COMMON,0.00039993375,1,Body elses
OTHER,life fighting,COMMON,0.00039750547,1,life fighting
OTHER,way,COMMON,0.00039733274,1,way
PERSON,women,COMMON,0.00039441933,1,women
OTHER,sex,COMMON,0.00039261216,1,sex
LOCATION,Prospect,PROPER,0.00039259548,1,Prospect
OTHER,issues,COMMON,0.00039228046,1,issues
PERSON,Simple Carol,PROPER,0.00039168278,1,Simple Carol
PERSON,Holy Land Scientist,PROPER,0.00038910264,1,Holy Land Scientist
ORGANIZATION,TV,PROPER,0.00038892927,1,TV
OTHER,issue,COMMON,0.00038747845,1,issue
OTHER,way,COMMON,0.00038305882,1,way
OTHER,experiences,COMMON,0.00037639632,1,experiences
OTHER,class,COMMON,0.000375094,1,class
OTHER,response,COMMON,0.00037474793,1,response
PERSON,False,COMMON,0.00037166945,1,False
PERSON,everybody,COMMON,0.00036027931,1,everybody
OTHER,dangers,COMMON,0.00035766224,1,dangers
PERSON,others,COMMON,0.0003493098,1,others
OTHER,right,COMMON,0.00034920024,1,right
OTHER,information,COMMON,0.0003489264,1,information
OTHER,help,COMMON,0.00034496924,1,help
LOCATION,Minneapolis,PROPER,0.00034480644,1,Minneapolis
PERSON,Kate,PROPER,0.000344722,1,Kate
PERSON,James,PROPER,0.00034420379,1,James
ORGANIZATION,TMS,PROPER,0.00034190295,1,TMS
LOCATION,US,PROPER,0.0003415483,1,US
OTHER,cost,COMMON,0.00033631572,1,cost
PERSON,fetus,COMMON,0.0003362159,1,fetus
OTHER,jets,COMMON,0.00032203173,1,jets
OTHER,consent,COMMON,0.00031934984,1,consent
OTHER,problems,COMMON,0.0003183397,1,problems
OTHER,eyes,COMMON,0.0003182814,1,eyes
OTHER,eyes,COMMON,0.0003182814,1,eyes
OTHER,voice,COMMON,0.0003182311,1,voice
OTHER,choice,COMMON,0.00031821683,1,choice
LOCATION,street,COMMON,0.00031819555,1,street
OTHER,Nonsense,PROPER,0.00031542068,1,Nonsense
OTHER,Delicious,PROPER,0.0003153109,1,Delicious
PERSON,Rich,PROPER,0.00031512318,1,Rich
PERSON,Thomas,PROPER,0.00031507766,1,Thomas
LOCATION,Russian,PROPER,0.00031474206,1,Russian
PERSON,Lawrence,PROPER,0.00031467018,1,Lawrence
OTHER,choice,COMMON,0.0003143284,1,choice
OTHER,lot,COMMON,0.00031198544,1,lot
OTHER,lips,COMMON,0.00030469388,1,lips
OTHER,issue,COMMON,0.00030342166,1,issue
OTHER,bottom line,COMMON,0.00028505648,1,bottom line
OTHER,Fine,COMMON,0.00028442015,1,Fine
OTHER,Fine,COMMON,0.00028424096,1,Fine
OTHER,Fine,COMMON,0.0002841024,1,Fine
OTHER,Fine,COMMON,0.0002840785,1,Fine
OTHER,spirit,COMMON,0.00028324156,1,spirit
LOCATION,home,COMMON,0.0002797267,1,home
CONSUMER_GOOD,car,COMMON,0.00027967317,1,car
PERSON,kids,COMMON,0.0002795815,1,kids
OTHER,stages,COMMON,0.00027956217,1,stages
PERSON,girls,COMMON,0.00027954296,1,girls
PERSON,guy,COMMON,0.00027954296,1,guy
OTHER,idea,COMMON,0.00027953656,1,idea
OTHER,shame,COMMON,0.00027951115,1,shame
OTHER,risks,COMMON,0.00027946715,1,risks
OTHER,moustache,COMMON,0.00027945466,1,moustache
OTHER,expiry,COMMON,0.00027616534,1,expiry
OTHER,access,COMMON,0.00027420503,1,access
OTHER,example,COMMON,0.0002739945,1,example
OTHER,Help,COMMON,0.00027369522,1,Help
OTHER,life,COMMON,0.00027361664,1,life
OTHER,community,COMMON,0.00027347973,1,community
PERSON,Poor Carol,PROPER,0.00026925304,1,Poor Carol
OTHER,case,COMMON,0.00026368775,1,case
PERSON,three,COMMON,0.00026208177,1,three
PERSON,doctor,COMMON,0.0002620529,1,doctor
ORGANIZATION,animus groups,COMMON,0.0002498557,1,animus groups
ORGANIZATION,activist groups,COMMON,0.00024984783,1,activist groups
OTHER,way,COMMON,0.00024984783,1,way
EVENT,Fight,COMMON,0.00024983214,1,Fight
OTHER,fire,COMMON,0.00024968726,1,fire
OTHER,bombings fire,COMMON,0.00024947865,1,bombings fire
OTHER,way,COMMON,0.0002494167,1,way
OTHER,Latin,PROPER,0.00023628295,1,Latin
OTHER,response,COMMON,0.0002355541,1,response
OTHER,things,COMMON,0.00023548403,1,things
OTHER,things,COMMON,0.000235316,1,things
OTHER,racism class,COMMON,0.00023530296,1,racism class
OTHER,wass,COMMON,0.00023524507,1,wass
