type,text,score,start,end
QUANTITY,five deaths,0.9797362089157104,16437,16448
DATE,1976,0.9965159893035889,16493,16497
QUANTITY,398 chicanas,0.9012930393218994,16519,16531
QUANTITY,76,0.9706730842590332,16533,16535
QUANTITY,10 got pregnant,0.7495859861373901,16611,16626
DATE,1970,0.9898951649665833,16631,16635
ORGANIZATION,American College of Obstetrics and Gynecology,0.994449257850647,16702,16747
DATE,1968,0.9961257576942444,17082,17086
ORGANIZATION,FDA,0.9863668084144592,17092,17095
DATE,1973,0.997475802898407,17313,17317
ORGANIZATION,CDC,0.9950854182243347,17323,17326
QUANTITY,"7,900",0.8658844232559204,17342,17347
QUANTITY,first half,0.7767420411109924,17395,17405
QUANTITY,one study,0.7208214402198792,17629,17638
QUANTITY,less than half,0.7599722146987915,17649,17663
DATE,A year later,0.9167268872261047,17708,17720
ORGANIZATION,FDA,0.9963646531105042,17726,17729
ORGANIZATION,Dalkon Shield,0.6027803421020508,17748,17761
QUANTITY,millions of women,0.8430026173591614,17793,17810
QUANTITY,first,0.6914212703704834,17844,17849
DATE,last year,0.9231733083724976,17860,17869
QUANTITY,$1.6 billion,0.9967596530914307,17895,17907
QUANTITY,two sites,0.8915655016899109,17960,17969
DATE,1979,0.992052435874939,18297,18301
OTHER,American Indian,0.9241392016410828,18311,18326
OTHER,Latina,0.9594478607177734,18339,18345
ORGANIZATION,HEW,0.691379189491272,18445,18448
DATE,mid '80s,0.9663968086242676,18512,18520
ORGANIZATION,Medicaid,0.3673381507396698,18682,18690
QUANTITY,"about 800,000 a year",0.9386562705039978,18770,18790
DATE,1979,0.9894309043884277,18938,18942
QUANTITY,20%,0.9325700998306274,19130,19133
QUANTITY,both,0.6168016195297241,19217,19221
DATE,1973,0.9970890879631042,19514,19518
ORGANIZATION,Supreme Court,0.7730178236961365,19560,19573
QUANTITY,first,0.7008823752403259,19789,19794
LOCATION,US,0.9854802489280701,19826,19828
DATE,1987,0.9995181560516357,19832,19836
DATE,1921,0.9963165521621704,20330,20334
DATE,1975,0.9956035614013672,20338,20342
ORGANIZATION,TMS,0.6744492053985596,20561,20564
ORGANIZATION,Temporary Male Sterilization,0.7395129799842834,20566,20594
QUANTITY,One researcher,0.8442040681838989,20656,20670
QUANTITY,10 men,0.9612616300582886,20709,20715
QUANTITY,three years,0.9839887022972107,20788,20799
QUANTITY,one,0.5237874984741211,20820,20823
DATE,1975,0.9971709847450256,20914,20918
QUANTITY,first,0.7718165516853333,21005,21010
QUANTITY,hundreds of chemicals,0.8162460327148438,21103,21124
ORGANIZATION,TMS,0.8395068049430847,21188,21191
DATE,1970s,0.9775848388671875,21246,21251
DATE,1976,0.9997887015342712,21432,21436
DATE,1985,0.9987832903862,21441,21445
DATE,early '80s,0.962797999382019,21466,21476
QUANTITY,20 years,0.90036940574646,21499,21507
LOCATION,US,0.9872595071792603,21847,21849
LOCATION,US,0.9689483046531677,22018,22020
QUANTITY,95%,0.944279670715332,22084,22087
QUANTITY,99%,0.9623605608940125,22194,22197
QUANTITY,50%,0.9638211727142334,22224,22227
QUANTITY,About 60%,0.872109591960907,22248,22257
QUANTITY,80%,0.84971022605896,22373,22376
QUANTITY,30%,0.9002935290336609,22421,22424
QUANTITY,40%,0.9323620200157166,22428,22431
QUANTITY,first,0.7998282313346863,22672,22677
QUANTITY,second,0.679385244846344,22760,22766
QUANTITY,both,0.7727335691452026,22813,22817
QUANTITY,"About 700,000 women",0.7968579530715942,22907,22926
DATE,1977,0.9988008737564087,22937,22941
DATE,1977,0.9985525012016296,23213,23217
QUANTITY,"about 3,200 women per day",0.9602786898612976,23266,23291
QUANTITY,about a million cases,0.920344352722168,23304,23325
DATE,1985,0.9990002512931824,23360,23364
ORGANIZATION,AMA,0.6114620566368103,23723,23726
DATE,1974,0.9904696345329285,23729,23733
QUANTITY,one,0.6185293793678284,23759,23762
QUANTITY,couples,0.5716718435287476,23797,23804
QUANTITY,two,0.9775035381317139,23810,23813
DATE,19th century,0.9970575571060181,24034,24046
DATE,1860s,0.9507430195808411,24228,24233
LOCATION,England,0.8541584610939026,24234,24241
TITLE,Contagious Diseases Act,0.9952396154403687,24247,24270
QUANTITY,up to five months,0.8655516505241394,24418,24435
DATE,1930,0.959924578666687,24514,24518
PERSON,MARIAN,0.6138736009597778,24787,24793
QUANTITY,about eight years,0.9464181065559387,24840,24857
QUANTITY,five principles,0.9088767766952515,24887,24902
DATE,today,0.9236434102058411,25022,25027
QUANTITY,First,0.9570003747940063,25081,25086
DATE,1969,0.9931955337524414,25201,25205
QUANTITY,first,0.5192470550537109,25221,25226
QUANTITY,first two feminist clinics,0.8449549674987793,25446,25472
DATE,1970,0.9981669187545776,25483,25487
LOCATION,Chicago,0.9902433753013611,25491,25498
LOCATION,Minneapolis,0.9995031356811523,25503,25514
DATE,1971,0.9987420439720154,25528,25532
PERSON,Carol Downer,0.9989593625068665,25534,25546
PERSON,Lorraine Rothman,0.9989493489265442,25551,25567
QUANTITY,25 cities,0.9877123832702637,25830,25839
DATE,1973,0.9776965379714966,25902,25906
QUANTITY,35 feminist-controlled clinics,0.9499948024749756,25908,25938
QUANTITY,116 women,0.6857312917709351,25965,25974
QUANTITY,"1,200",0.9925703406333923,26071,26076
DATE,1974,0.9975885152816772,26080,26084
QUANTITY,first principle,0.8817402124404907,26419,26434
QUANTITY,One,0.5909553170204163,28197,28200
PERSON,Jane Collective,0.5678877234458923,28274,28289
QUANTITY,40 women,0.9896032214164734,28311,28319
ORGANIZATION,Chicago Women's Liberation Union,0.9817616939544678,28329,28361
DATE,1969,0.9988208413124084,28365,28369
PERSON,Jane,0.9918055534362793,28371,28375
LOCATION,Chicago,0.9893396496772766,28402,28409
PERSON,Jane,0.9483227729797363,28438,28442
ORGANIZATION,Women's Liberation,0.8044091463088989,28448,28466
PERSON,Jane,0.9201872944831848,28552,28556
PERSON,Jane,0.9983944296836853,28589,28593
PERSON,Jane,0.934053361415863,28692,28696
PERSON,Jane,0.950795590877533,28822,28826
QUANTITY,$50,0.9984960556030273,29259,29262
QUANTITY,"11,000 women",0.9790011048316956,29277,29289
DATE,1969,0.9982934594154358,29315,29319
DATE,1973,0.9983493089675903,29323,29327
DATE,April 1971,0.9994847774505615,29498,29508
PERSON,Carol Downer,0.9996179938316345,29514,29526
PERSON,Carol,0.9437848329544067,30010,30015
QUANTITY,thousands of women,0.9081173539161682,30127,30145
QUANTITY,once a year,0.7832320928573608,30607,30618
OTHER,vitamin C,0.8895229697227478,31374,31383
QUANTITY,both,0.6113539934158325,31713,31717
QUANTITY,One success,0.8055752515792847,33136,33147
ORGANIZATION,FDA,0.9693158864974976,33176,33179
PERSON,Judith,0.9568840265274048,33291,33297
DATE,'50s,0.8202994465827942,33393,33397
DATE,'70s,0.8472822308540344,33463,33467
LOCATION,Boston,0.9974568486213684,33541,33547
DATE,1975,0.9996283054351807,33551,33555
ORGANIZATION,FDA,0.9854053854942322,33591,33594
ORGANIZATION,FDA,0.9817201495170593,33658,33661
QUANTITY,first people,0.8897361159324646,33796,33808
ORGANIZATION,FDA,0.9767907857894897,33831,33834
PERSON,Judith,0.9399980306625366,33946,33952
ORGANIZATION,FDA,0.9742584824562073,34304,34307
QUANTITY,both,0.6816921830177307,34896,34900
PERSON,Heidi,0.9472495317459106,35778,35783
OTHER,AL721,0.5923715829849243,36376,36381
ORGANIZATION,Planned Parenthood,0.6759161353111267,37045,37063
ORGANIZATION,Planned Parenthood,0.870945155620575,37373,37391
ORGANIZATION,Planned Parenthood,0.8773194551467896,37563,37581
DATE,today,0.8548767566680908,37819,37824
ORGANIZATION,FDA,0.9521406888961792,38022,38025
QUANTITY,One,0.6861070394515991,38307,38310
ORGANIZATION,Committee Against Abortion Rights and Sterilization Abuse,0.9157450199127197,38407,38464
ORGANIZATION,CARASA,0.8853017687797546,38466,38472
PERSON,HEIDI,0.763159990310669,38752,38757
PERSON,Heidi,0.9856023192405701,38769,38774
DATE,'70s,0.9083169102668762,38947,38951
QUANTITY,about 40 feminist clinics,0.8784400820732117,39009,39034
DATE,'80s,0.8835997581481934,39205,39209
DATE,late '80s,0.9707678556442261,39215,39224
QUANTITY,about 15 feminist clinics,0.8877297639846802,39243,39268
LOCATION,United States,0.998431384563446,39281,39294
DATE,'80s,0.8921536803245544,39456,39460
ORGANIZATION,Republican,0.9578633308410645,39479,39489
QUANTITY,three-pronged attack,0.80250483751297,39863,39883
QUANTITY,three elements,0.8991423845291138,39972,39986
PERSON,HEIDI,0.7807878851890564,40302,40307
LOCATION,"Tallahassee, Florida",0.922074556350708,40949,40969
LOCATION,Tallahassee,0.994695246219635,41258,41269
QUANTITY,five years,0.991401195526123,41381,41391
PERSON,Roe,0.8927366733551025,41704,41707
PERSON,Wade,0.9586867690086365,41715,41719
TITLE,Hyde Amendment,0.7155065536499023,42248,42262
DATE,1977,0.9991167187690735,42274,42278
TITLE,Medicaid,0.8651177287101746,42334,42342
LOCATION,Santa Cruz,0.8327772617340088,42569,42579
PERSON,Roe,0.8889870643615723,43282,43285
PERSON,Wade,0.9866300821304321,43293,43297
DATE,1984,0.9963699579238892,43901,43905
LOCATION,"Everett, Washington",0.9602063894271851,43952,43971
QUANTITY,five months,0.9834871888160706,43992,44003
QUANTITY,four times,0.9266547560691833,44019,44029
QUANTITY,fourth time,0.8904010653495789,44039,44050
DATE,1980,0.9838184714317322,44164,44168
DATE,1986,0.9988521337509155,44173,44177
QUANTITY,over 100 bombings,0.907157838344574,44191,44208
EVENT,Operation Rescue,0.7234982252120972,44366,44382
QUANTITY,one issue,0.9179173707962036,44672,44681
QUANTITY,30-day,0.9752717018127441,45144,45150
QUANTITY,30 days,0.9254311919212341,45191,45198
OTHER,Latin,0.5977774262428284,45423,45428
QUANTITY,30-day,0.9660038352012634,45471,45477
QUANTITY,one,0.48595041036605835,45732,45735
PERSON,MARIAN,0.7703520655632019,45971,45977
QUANTITY,first half,0.9249425530433655,45998,46008
DATE,this morning,0.9156614542007446,46086,46098
PERSON,Heidi,0.9461644887924194,46245,46250
QUANTITY,30-day,0.9874597787857056,46307,46313
OTHER,Spanish,0.8057423830032349,46620,46627
QUANTITY,30 days,0.9971345067024231,46660,46667
PERSON,HEIDI,0.6662143468856812,46892,46897
PERSON,Marian,0.9602502584457397,47059,47065
QUANTITY,first time,0.9099951386451721,47147,47157
PERSON,MARIAN,0.7251397371292114,47539,47545
QUANTITY,three hours,0.9654151201248169,47906,47917
QUANTITY,10 minutes,0.9877694249153137,47936,47946
PERSON,MARIAN,0.8809168338775635,48303,48309
DATE,15 years ago,0.9958235621452332,48376,48388
OTHER,African American,0.9569023847579956,48895,48911
OTHER,Latino,0.8161092400550842,48943,48949
PERSON,MARIAN,0.8974093794822693,48961,48967
QUANTITY,30-day,0.9686131477355957,49046,49052
DATE,1977,0.9973601698875427,49108,49112
DATE,1971,0.9973032474517822,49189,49193
OTHER,Latino,0.9661635756492615,49292,49298
PERSON,HEIDI,0.8283463716506958,49416,49421
OTHER,Latin,0.816304087638855,49585,49590
PERSON,MARIAN,0.8258481025695801,49696,49702
ORGANIZATION,National Women's Health Network,0.9858121871948242,49783,49814
DATE,1976,0.9960739612579346,49824,49828
DATE,last five years,0.8368047475814819,49954,49969
DATE,1977,0.9976689219474792,50455,50459
ORGANIZATION,Medicaid,0.3864697515964508,50489,50497
PERSON,Heidi,0.7596642971038818,50696,50701
PERSON,HEIDI,0.7534996271133423,50856,50861
PERSON,Maxine,0.9858493804931641,51109,51115
TITLE,Hyde Amendment,0.6121362447738647,51140,51154
TITLE,Roe v. Wade,0.8954467177391052,51780,51791
TITLE,Roe v. Wade,0.9831457138061523,51839,51850
QUANTITY,second place,0.745808482170105,52021,52033
PERSON,MARIAN,0.6391047835350037,52210,52216
QUANTITY,eight different clinics,0.832073986530304,52287,52310
ORGANIZATION,Feminist Women's Health Center,0.9816648960113525,52335,52365
QUANTITY,about a half a million dollars,0.9491490125656128,52394,52424
PERSON,JUDITH,0.5539076924324036,52464,52470
PERSON,Maxine,0.9927496910095215,52493,52499
ORGANIZATION,National Organization of Women,0.984144926071167,52514,52544
DATE,'70s,0.7924098372459412,52552,52556
LOCATION,France,0.9760488867759705,52876,52882
PERSON,MARIAN,0.8440127968788147,52895,52901
OTHER,RU486,0.8455475568771362,52903,52908
TITLE,SUBJECT 6,0.5610994100570679,52910,52919
PERSON,MARIAN,0.9479386806488037,52971,52977
OTHER,RU486,0.46966880559921265,53036,53041
OTHER,RU486,0.7498660087585449,53389,53394
OTHER,RU486,0.6930420994758606,53873,53878
LOCATION,France,0.9946521520614624,54183,54189
ORGANIZATION,Catholic,0.5386898517608643,54220,54228
PERSON,MARIAN,0.9429661631584167,54419,54425
PERSON,JUDITH,0.5316860675811768,54598,54604
TITLE,Sunday Times Magazine,0.8529815673828125,54685,54706
