type,text,score,start,end
PERSON,DALE PRYWELLER,0.9951905608177185,10426,10440
PERSON,Chancellor Carter,0.8750225305557251,10442,10459
PERSON,BYRUM CARTER,0.9914795756340027,10461,10473
PERSON,BYRUM CARTER,0.98417729139328,10533,10545
DATE,May 1,0.9976956844329834,10761,10766
QUANTITY,first demand,0.6401984095573425,10965,10977
PERSON,President Nixon,0.9435703158378601,11022,11037
LOCATION,Southeast Asia,0.983253538608551,11050,11064
PERSON,Chancellor Carter,0.8534950017929077,11150,11167
QUANTITY,one demand,0.7790328860282898,11178,11188
PERSON,BYRUM CARTER,0.9822525978088379,11241,11253
QUANTITY,first,0.823578417301178,11383,11388
QUANTITY,two,0.8749459981918335,12201,12204
LOCATION,Southeast Asia,0.995337963104248,12241,12255
ORGANIZATION,IU Foundation,0.8756060600280762,12282,12295
PERSON,BYRUM CARTER,0.8897474408149719,12344,12356
ORGANIZATION,IU Foundations,0.8165472149848938,12375,12389
QUANTITY,One,0.8374249339103699,12532,12535
QUANTITY,Secondly,0.7886557579040527,12617,12625
PERSON,Dean Merritt,0.9817003011703491,12683,12695
QUANTITY,three,0.8857648968696594,13004,13009
ORGANIZATION,Bobby Seale Defense Fund,0.8679954409599304,13060,13084
LOCATION,Michigan City,0.9228111505508423,13316,13329
QUANTITY,four dealt,0.6110774278640747,13349,13359
LOCATION,Indiana,0.9862738251686096,13508,13515
PERSON,Vice Chancellor Herman Hudson,0.913062334060669,13724,13753
DATE,1950s,0.9843876361846924,14108,14113
PERSON,DALE PRYWELLER,0.9906718134880066,14230,14244
PERSON,BYRUM CARTER,0.9770413041114807,14298,14310
QUANTITY,"9,000 plus",0.9546307325363159,14498,14508
QUANTITY,"7,000 plus yes",0.8657078742980957,14512,14526
QUANTITY,three quarters,0.7881916165351868,14550,14564
PERSON,DALE PRYWELLER,0.9848337173461914,14726,14740
PERSON,BYRUM CARTER,0.9761382341384888,14787,14799
PERSON,President Sutton,0.9245812892913818,14806,14822
DATE,yesterday,0.9795457124710083,15143,15152
PERSON,DALE PRYWELLER,0.987867534160614,15477,15491
PERSON,Keith,0.9997000694274902,15510,15515
PERSON,Mike,0.9976723790168762,15520,15524
PERSON,President Sutton,0.9670667052268982,16019,16035
PERSON,Chancellor Carter,0.8243535757064819,16037,16054
PERSON,Pratter,0.9969335794448853,16064,16071
PERSON,President Sutton,0.9093865752220154,16155,16171
PERSON,Chancellor Carter,0.8469625115394592,16176,16193
PERSON,DALE PRYWELLER,0.9952700734138489,16224,16238
PERSON,William Curley,0.9989412426948547,16275,16289
PERSON,Paul Dobbs,0.9997787475585938,16291,16301
PERSON,Susan Young,0.9996411204338074,16303,16314
PERSON,Gregory Hess,0.9995828866958618,16316,16328
PERSON,Steve Emery,0.9862849712371826,16330,16341
PERSON,Roger,0.9352326989173889,16343,16348
PERSON,Nalton,0.8463560342788696,16352,16358
PERSON,Mike Jones,0.9992470145225525,16363,16373
PERSON,John Cowles,0.9990007281303406,16379,16390
PERSON,Vice President of of the Student Body,0.8543837070465088,16498,16535
PERSON,Mike King,0.9804439544677734,16537,16546
PERSON,MIKE KING,0.9968594312667847,16549,16558
QUANTITY,first,0.7127892971038818,16711,16716
PERSON,President Sutton,0.9852675199508667,16723,16739
DATE,yesterday,0.9741034507751465,16880,16889
LOCATION,Evansville,0.5172677040100098,17010,17020
LOCATION,Evansville,0.6858569383621216,17155,17165
ORGANIZATION,IU,0.583827018737793,17280,17282
QUANTITY,first person,0.7112472057342529,18009,18021
ORGANIZATION,Evansville Courier,0.7859980463981628,18169,18187
PERSON,Sutton,0.6847265958786011,18341,18347
ORGANIZATION,Black Panther,0.6939613223075867,18645,18658
PERSON,Mark,0.585846483707428,18726,18730
DATE,today,0.9509666562080383,18846,18851
QUANTITY,about 50 students,0.926660418510437,19024,19041
ORGANIZATION,IU,0.5241520404815674,19049,19051
QUANTITY,200,0.9326502680778503,19127,19130
QUANTITY,400,0.8602846264839172,19134,19137
QUANTITY,50 students,0.9828594923019409,19301,19312
QUANTITY,four foot clubs,0.882695198059082,19407,19422
QUANTITY,two half tracks,0.9410510659217834,19511,19526
DATE,last week,0.9848578572273254,19567,19576
ORGANIZATION,IU,0.41693782806396484,19805,19807
PERSON,Sutton,0.9380944967269897,19855,19861
LOCATION,Bloomington,0.6853559613227844,19938,19949
QUANTITY,two meetings,0.9287306666374207,20107,20119
PERSON,Keith,0.9995073080062866,20125,20130
DATE,today,0.9783594012260437,20207,20212
ORGANIZATION,Indiana University,0.9875555038452148,20446,20464
PERSON,Keith,0.9994580149650574,20497,20502
QUANTITY,twice,0.9300663471221924,20514,20519
LOCATION,Evansville,0.7104957103729248,20600,20610
ORGANIZATION,Evansville Courier,0.9038291573524475,20644,20662
LOCATION,Cambodia,0.9970575571060181,20714,20722
PERSON,Sutton,0.9692418575286865,20728,20734
LOCATION,Thailand,0.9997996687889099,20749,20757
QUANTITY,three years,0.9756791591644287,20762,20773
ORGANIZATION,IU,0.343466192483902,21201,21203
PERSON,Sutton,0.9987082481384277,21405,21411
PERSON,Keith,0.9994971752166748,21536,21541
DATE,yesterday,0.9858673214912415,21557,21566
PERSON,DALE PRYWELLER,0.9918898940086365,21967,21981
PERSON,Sutton,0.8330985307693481,22013,22019
PERSON,Carter,0.9977709054946899,22024,22030
PERSON,HARRY PRATTER,0.9945461750030518,22050,22063
PERSON,President Sutton,0.9602285027503967,22098,22114
PERSON,Parker,0.9999576807022095,22164,22170
PERSON,JOSEPH SUTTON,0.9989436268806458,22206,22219
LOCATION,Cambodia,0.9975436329841614,22319,22327
PERSON,DALE PRYWELLER,0.9964927434921265,22341,22355
QUANTITY,second,0.6866815686225891,22398,22404
QUANTITY,one more speaker,0.8116406202316284,22418,22434
DATE,past weekend,0.8769459128379822,22487,22499
PERSON,Keith Parker,0.9984566569328308,22544,22556
PERSON,Keith Parker,0.9993311762809753,22632,22644
PERSON,Keith Parker,0.9989566206932068,22758,22770
PERSON,KEITH PARKER,0.9995191097259521,22772,22784
PERSON,KEITH PARKER,0.9987632036209106,22841,22853
PERSON,Mike,0.999602735042572,22924,22928
QUANTITY,first,0.8321460485458374,23137,23142
QUANTITY,one part,0.6423722505569458,23151,23159
PERSON,Bobby Seale,0.9978636503219604,23190,23201
LOCATION,Indiana,0.9275453686714172,23366,23373
PERSON,Bobby Seale,0.9944061040878296,23476,23487
PERSON,Mike,0.9998193383216858,23662,23666
DATE,yesterday,0.9860417246818542,23678,23687
PERSON,Mike,0.9999078512191772,23738,23742
PERSON,Bryan Hall,0.943457841873169,23803,23813
PERSON,Mike,0.9999375343322754,23908,23912
PERSON,Bryan 200,0.5774845480918884,24032,24041
PERSON,KEITH PARKER,0.9981725811958313,24063,24075
PERSON,Mike,0.9998862743377686,24175,24179
DATE,today,0.9323762655258179,24261,24266
PERSON,KEITH PARKER,0.999321460723877,24771,24783
PERSON,Bryan,0.864708423614502,24818,24823
LOCATION,Ballantine,0.5473763942718506,24831,24841
DATE,today,0.9544495940208435,24857,24862
QUANTITY,10 seconds,0.9904437065124512,24984,24994
PERSON,DALE PRYWELLER,0.9958022832870483,25023,25037
PERSON,HARRY PRATTER,0.9886951446533203,25265,25278
PERSON,HARRY PRATTER,0.9899306297302246,25489,25502
PERSON,DALE PRYWELLER,0.99431973695755,25531,25545
PERSON,President Sutton,0.91089928150177,25617,25633
PERSON,Chancellor Carter,0.9498711824417114,25638,25655
PERSON,DALE PRYWELLER,0.9923430681228638,26348,26362
PERSON,Mike,0.9910148978233337,26368,26372
PERSON,MIKE KING,0.9943810105323792,26374,26383
DATE,today,0.9291808009147644,26412,26417
DATE,Friday,0.9753994345664978,26659,26665
PERSON,DALE PRYWELLER,0.9961572885513306,26893,26907
QUANTITY,one,0.5995342135429382,27477,27480
PERSON,KEITH PARKER,0.9995507597923279,27493,27505
PERSON,DALE PRYWELLER,0.9920101761817932,27909,27923
PERSON,HARRY PRATTER,0.9381963014602661,27930,27943
PERSON,Chancellor Carter,0.8653263449668884,27946,27963
PERSON,DALE PRYWELLER,0.9926249980926514,27990,28004
PERSON,Chancellor Carter,0.8457743525505066,28006,28023
PERSON,BYRUM CARTER,0.9463872313499451,28038,28050
PERSON,DALE PRYWELLER,0.9953394532203674,28156,28170
PERSON,BYRUM CARTER,0.9829453825950623,28205,28217
PERSON,X,0.39297133684158325,28308,28309
PERSON,DALE PRYWELLER,0.9979605078697205,28429,28443
PERSON,HARRY PRATTER,0.9828680157661438,28487,28500
PERSON,DALE PRYWELLER,0.996558427810669,28599,28613
PERSON,HARRY PRATTER,0.9945408701896667,28645,28658
PERSON,BYRUM CARTER,0.9876053929328918,28687,28699
QUANTITY,three quarters,0.7740817070007324,28754,28768
PERSON,President Nixon,0.9638227224349976,28788,28803
OTHER,Cambodian,0.47206544876098633,28806,28815
PERSON,BYRUM CARTER,0.9588688611984253,28826,28838
PERSON,JOSEPH SUTTON,0.9993457198143005,28854,28867
PERSON,HARRY PRATTER,0.9885000586509705,28881,28894
PERSON,JOSEPH SUTTON,0.998735249042511,29007,29020
PERSON,HARRY PRATTER,0.9931619167327881,29063,29076
PERSON,MAN,0.552048921585083,29152,29155
PERSON,Chairman,0.7913386225700378,29161,29169
PERSON,HARRY PRATTER,0.991357147693634,29175,29188
PERSON,JOSEPH SUTTON,0.9994595646858215,29360,29373
LOCATION,Bloomington,0.6737217307090759,29456,29467
QUANTITY,seven,0.8416667580604553,29545,29550
LOCATION,Bloomington,0.8165080547332764,29564,29575
LOCATION,Bloomington,0.5817676782608032,29596,29607
PERSON,Chancellor Carter,0.7475781440734863,29850,29867
PERSON,BYRUM CARTER,0.9589455127716064,29927,29939
LOCATION,Bloomington,0.7803868055343628,30329,30340
ORGANIZATION,College of Arts and Sciences Policy Committee,0.9791324138641357,30416,30461
PERSON,DALE PRYWELLER,0.994746744632721,30512,30526
PERSON,BYRUM CARTER,0.9642472267150879,30552,30564
DATE,today,0.9263059496879578,30642,30647
QUANTITY,one,0.6172130703926086,30840,30843
PERSON,DALE PRYWELLER,0.9966282844543457,31223,31237
PERSON,Chuck Turner,0.9988710284233093,31243,31255
PERSON,CHUCK TURNER,0.9861133694648743,31266,31278
QUANTITY,at least two questions,0.8628823757171631,31312,31334
QUANTITY,first one,0.8717447519302368,31360,31369
PERSON,Mayor Hooker,0.92127925157547,31573,31585
PERSON,JOSEPH SUTTON,0.9995994567871094,31668,31681
QUANTITY,a minute,0.8104609251022339,31737,31745
PERSON,JOSEPH SUTTON,0.9985129237174988,31806,31819
ORGANIZATION,Indiana University,0.981813371181488,31846,31864
PERSON,CHUCK TURNER,0.9712164402008057,31866,31878
PERSON,DALE PRYWELLER,0.9975748062133789,31886,31900
PERSON,Chuck,0.9950042366981506,31927,31932
PERSON,JOSEPH SUTTON,0.9988947510719299,31951,31964
PERSON,DALE PRYWELLER,0.9907808899879456,32046,32060
PERSON,Chuck CHUCK TURNER,0.8804935812950134,32062,32080
DATE,today,0.9261388182640076,32201,32206
PERSON,JOSEPH SUTTON,0.9985213279724121,32465,32478
PERSON,CHUCK TURNER,0.9171189069747925,32486,32498
PERSON,JOSEPH SUTTON,0.999005913734436,32536,32549
QUANTITY,several hours,0.7125955820083618,32768,32781
DATE,today,0.9616138935089111,33050,33055
PERSON,JOSEPH SUTTON,0.9993115067481995,33068,33081
PERSON,CHUCK TURNER,0.980941653251648,33138,33150
QUANTITY,second,0.8529739379882812,33155,33161
PERSON,DALE PRYWELLER,0.9921908378601074,33165,33179
PERSON,Turner,0.9999547004699707,33191,33197
PERSON,CHUCK TURNER,0.9844807386398315,33217,33229
QUANTITY,second question,0.8940231204032898,33234,33249
ORGANIZATION,ROTC,0.39589664340019226,33265,33269
DATE,More than a year ago,0.9356679320335388,33271,33291
ORGANIZATION,Division of Arts and Sciences,0.9790046215057373,33345,33374
ORGANIZATION,ROTC,0.6604177951812744,33524,33528
PERSON,DALE PRYWELLER,0.9936270713806152,33649,33663
PERSON,CHUCK TURNER,0.9910871386528015,33673,33685
DATE,a year ago,0.9588490128517151,33706,33716
PERSON,JOSEPH SUTTON,0.9962678551673889,33745,33758
PERSON,CHUCK TURNER,0.9695273041725159,33765,33777
PERSON,JOSEPH SUTTON,0.9992181658744812,33824,33837
PERSON,CHUCK TURNER,0.9809725880622864,33856,33868
PERSON,JOSEPH SUTTON,0.9991500377655029,34003,34016
PERSON,JOSEPH SUTTON,0.9981775879859924,34155,34168
ORGANIZATION,ROTC,0.5012674927711487,34317,34321
PERSON,CHUCK TURNER,0.9770898222923279,34362,34374
ORGANIZATION,ROTC,0.7228336334228516,34398,34402
PERSON,BYRUM CARTER,0.9649847745895386,34412,34424
PERSON,Turner,0.9999454021453857,34434,34440
QUANTITY,one point,0.8183934688568115,34457,34466
DATE,a year ago,0.958321750164032,34504,34514
ORGANIZATION,ROTC,0.734198808670044,34541,34545
ORGANIZATION,College of Arts and Sciences,0.9901872277259827,34610,34638
ORGANIZATION,ROTC,0.4501064717769623,34652,34656
ORGANIZATION,College of Arts and Sciences,0.9864822030067444,34755,34783
ORGANIZATION,College of Arts and Sciences,0.991811990737915,34944,34972
ORGANIZATION,ROTC,0.5657453536987305,35076,35080
ORGANIZATION,ROTC,0.9324681162834167,35185,35189
PERSON,CHUCK TURNER,0.8728498816490173,35334,35346
QUANTITY,one,0.4621157944202423,35355,35358
ORGANIZATION,IU,0.7587767839431763,35435,35437
PERSON,BYRUM CARTER,0.9467020034790039,35528,35540
ORGANIZATION,IU,0.619239091873169,35552,35554
PERSON,JOSEPH SUTTON,0.9976121783256531,35609,35622
PERSON,JOSEPH SUTTON,0.9990056753158569,35687,35700
LOCATION,Indiana,0.9693470001220703,35812,35819
PERSON,CHUCK TURNER,0.9803640246391296,35881,35893
PERSON,DALE PRYWELLER,0.9966011643409729,35923,35937
PERSON,JOSEPH SUTTON,0.9991858601570129,36045,36058
ORGANIZATION,Indiana University,0.9702160954475403,36498,36516
DATE,today,0.9327956438064575,36533,36538
DATE,this morning,0.9286625981330872,36712,36724
DATE,today,0.9555949568748474,36747,36752
TITLE,The Daily Student,0.8034727573394775,36981,36998
DATE,this morning,0.9482017159461975,36999,37011
TITLE,Don't Shut Down the University,0.883046567440033,37082,37112
ORGANIZATION,Yale,0.7096914052963257,37333,37337
QUANTITY,second,0.6687598824501038,37382,37388
PERSON,Chancellor Carter,0.7587606906890869,37406,37423
DATE,yesterday,0.9857100248336792,37441,37450
PERSON,Dean Harvey,0.9941068291664124,37459,37470
DATE,yesterday,0.982689619064331,37488,37497
TITLE,The Student,0.6882885098457336,37523,37534
DATE,this morning,0.9333412051200867,37535,37547
QUANTITY,each individual school,0.7619919776916504,38438,38460
QUANTITY,each individual school,0.8018361926078796,38465,38487
LOCATION,Washington,0.986362874507904,38595,38605
DATE,next three weeks,0.8429248332977295,38705,38721
QUANTITY,both,0.6808218955993652,38793,38797
DATE,last 10 days,0.8803994059562683,39362,39374
QUANTITY,12 years,0.99815833568573,39864,39872
DATE,last year,0.9680982828140259,39915,39924
ORGANIZATION,Veterans for Peace,0.7085718512535095,40057,40075
PERSON,DALE PRYWELLER,0.991973340511322,40080,40094
PERSON,Chancellor Carter,0.7770339846611023,40122,40139
PERSON,Boyle,0.9998538494110107,40147,40152
PERSON,BYRUM CARTER,0.9674761295318604,40154,40166
PERSON,DALE PRYWELLER,0.9967777729034424,40309,40323
PERSON,BYRUM CARTER,0.9207485914230347,40337,40349
DATE,yesterday,0.9766729474067688,40424,40433
PERSON,DALE PRYWELLER,0.9963758587837219,40614,40628
PERSON,HARRY PRATTER,0.9874647855758667,40635,40648
PERSON,Chris,0.9742539525032043,40752,40757
PERSON,Lohman,0.9711459279060364,40761,40767
OTHER,English,0.9277668595314026,40780,40787
PERSON,Tom,0.9602633118629456,40804,40807
PERSON,Shornhorse,0.6563923358917236,40811,40821
PERSON,Shelley,0.9965685606002808,40829,40836
PERSON,Geller,0.9859123826026917,40840,40846
PERSON,Peter Lintenbaum,0.9979099631309509,40854,40870
QUANTITY,eight people,0.9730444550514221,40906,40918
QUANTITY,$50,0.8917970657348633,40991,40994
QUANTITY,$50,0.8944879174232483,41027,41030
QUANTITY,$400,0.9991524815559387,41051,41055
QUANTITY,one,0.4798377454280853,41123,41126
PERSON,Tom,0.9506800770759583,41213,41216
PERSON,Shornhorse,0.6992424130439758,41220,41230
PERSON,Tom,0.9985018968582153,41295,41298
PERSON,Tom,0.9989336133003235,41319,41322
QUANTITY,eight students,0.9386930465698242,41338,41352
PERSON,Tom,0.9994927644729614,41379,41382
QUANTITY,$500,0.9317491054534912,41564,41568
DATE,tonight,0.9430251717567444,41751,41758
QUANTITY,$50,0.9994559288024902,41781,41784
QUANTITY,$500,0.9349581003189087,41803,41807
QUANTITY,$500,0.9194491505622864,41904,41908
PERSON,KEITH PARKER,0.9991917014122009,42003,42015
QUANTITY,$446.18,0.9474323391914368,42085,42092
QUANTITY,one,0.36093324422836304,42353,42356
DATE,tonight,0.8056098222732544,42394,42401
DATE,7:00 PM,0.9923622012138367,42403,42410
PERSON,Stan,0.9747469425201416,42493,42497
LOCATION,Vietnam,0.9854039549827576,42517,42524
PERSON,Edward Sherman,0.9975570440292358,42536,42550
OTHER,American,0.5787061452865601,42558,42566
OTHER,Indo-Chinese,0.933426558971405,42582,42594
PERSON,Julius,0.944512128829956,42610,42616
LOCATION,Vietnam,0.7111644148826599,42619,42626
PERSON,George,0.9054049849510193,42660,42666
PERSON,Jergens,0.942886471748352,42670,42677
LOCATION,Vietnam,0.8441546559333801,42706,42713
PERSON,KEITH PARKER,0.9992221593856812,42731,42743
PERSON,Keith Parker,0.9990295171737671,42754,42766
ORGANIZATION,Black Panthers,0.9207655787467957,42772,42786
PERSON,HARRY PRATTER,0.9918456673622131,42924,42937
QUANTITY,first question,0.8798354268074036,42978,42992
PERSON,HARRY PRATTER,0.9735599756240845,43097,43110
DATE,today,0.9237139821052551,43198,43203
DATE,next month,0.9201090931892395,43238,43248
LOCATION,Vietnam,0.9458997845649719,43395,43402
QUANTITY,"9,800",0.992721676826477,43616,43621
QUANTITY,four days,0.9697012901306152,43691,43700
QUANTITY,"7,000 some odd",0.8060569167137146,43702,43716
QUANTITY,"12,000 abstained",0.9298899173736572,43757,43773
PERSON,BYRUM CARTER,0.9334848523139954,43781,43793
PERSON,HARRY PRATTER,0.9807749390602112,43815,43828
PERSON,BYRUM CARTER,0.8906257152557373,43865,43877
QUANTITY,12 plus seven,0.6534401178359985,43924,43937
QUANTITY,19,0.6737061142921448,43944,43946
PERSON,HARRY PRATTER,0.9874906539916992,43950,43963
PERSON,HARRY PRATTER,0.9822099804878235,44010,44023
QUANTITY,One thing,0.8989719152450562,44040,44049
PERSON,Attorney General,0.776369571685791,44216,44232
DATE,last year,0.9920969009399414,44234,44243
QUANTITY,each,0.6853625774383545,44255,44259
QUANTITY,each,0.6781562566757202,44314,44318
PERSON,HARRY PRATTER,0.9871048331260681,44339,44352
PERSON,HARRY PRATTER,0.9833839535713196,44421,44434
PERSON,HARRY PRATTER,0.9817802309989929,44517,44530
QUANTITY,a minute,0.7314722537994385,44581,44589
PERSON,President Sutton,0.9530866146087646,44877,44893
PERSON,JOSEPH SUTTON,0.9994818568229675,45071,45084
PERSON,DALE PRYWELLER,0.9974481463432312,45172,45186
PERSON,President Sutton,0.9634988903999329,45202,45218
PERSON,JOSEPH SUTTON,0.998633086681366,45246,45259
PERSON,DALE PRYWELLER,0.9948388934135437,45459,45473
PERSON,Ike,0.918748140335083,45478,45481
PERSON,JOSEPH SUTTON,0.9992893934249878,46122,46135
LOCATION,Bloomington,0.7784835696220398,46159,46170
PERSON,JOSEPH SUTTON,0.9987379312515259,46369,46382
LOCATION,Bloomington,0.48172518610954285,46401,46412
PERSON,KEITH PARKER,0.9989804625511169,46469,46481
PERSON,JOSEPH SUTTON,0.9933735728263855,46492,46505
QUANTITY,two ideas,0.9096560478210449,47425,47434
PERSON,JOSEPH SUTTON,0.9988541007041931,47745,47758
PERSON,Pratter,0.9986929297447205,47767,47774
PERSON,HARRY PRATTER,0.9919675588607788,47791,47804
QUANTITY,both,0.7474787831306458,49195,49199
PERSON,KEITH PARKER,0.9990031719207764,49569,49581
PERSON,Pratter,0.9963452219963074,49590,49597
QUANTITY,one more,0.6977900266647339,49840,49848
QUANTITY,one more question,0.7916375398635864,49858,49875
QUANTITY,two parts,0.9635973572731018,49899,49908
PERSON,President Sutton,0.9448508024215698,49919,49935
QUANTITY,second,0.48133179545402527,50076,50082
PERSON,DALE PRYWELLER,0.9950874447822571,50227,50241
PERSON,JOSEPH SUTTON,0.9990409016609192,50343,50356
PERSON,HARRY PRATTER,0.9627899527549744,50385,50398
QUANTITY,a minute,0.7639585733413696,50409,50417
PERSON,KEITH PARKER,0.9992761015892029,50612,50624
PERSON,JOSEPH SUTTON,0.9995871782302856,50707,50720
ORGANIZATION,Safety Division of Indiana University,0.8981917500495911,50982,51019
PERSON,KEITH PARKER,0.9993242025375366,51037,51049
PERSON,JOSEPH SUTTON,0.9986101388931274,51061,51074
PERSON,DALE PRYWELLER,0.9971528649330139,51210,51224
PERSON,JOSEPH SUTTON,0.999216616153717,51343,51356
PERSON,JOSEPH SUTTON,0.9988577961921692,51609,51622
ORGANIZATION,Harvard,0.8863354921340942,51649,51656
PERSON,JOSEPH SUTTON,0.999065637588501,51665,51678
ORGANIZATION,Harvard,0.9370850324630737,51684,51691
PERSON,JOSEPH SUTTON,0.9983265399932861,51798,51811
PERSON,DALE PRYWELLER,0.9953504800796509,51963,51977
PERSON,Ike,0.9409604668617249,51989,51992
PERSON,Ike,0.8539276123046875,52000,52003
PERSON,JOSEPH SUTTON,0.9989095330238342,52006,52019
PERSON,President Sutton,0.9674986004829407,52197,52213
QUANTITY,three years,0.9845411777496338,52247,52258
LOCATION,Thailand,0.9758885502815247,52309,52317
LOCATION,Thailand,0.9161609411239624,52377,52385
QUANTITY,28 years,0.9948165416717529,52417,52425
QUANTITY,$1.3 million,0.9984380006790161,52453,52465
LOCATION,Thailand,0.9962003827095032,52489,52497
LOCATION,Thailand,0.9987906813621521,52523,52531
ORGANIZATION,ROTC,0.47721433639526367,52564,52568
ORGANIZATION,United States government,0.8659114241600037,52661,52685
QUANTITY,70%,0.9663757085800171,52789,52792
ORGANIZATION,United States Army,0.9689985513687134,52816,52834
LOCATION,Vietnam,0.990481972694397,52838,52845
ORGANIZATION,ROTC,0.42087867856025696,52850,52854
ORGANIZATION,ROTC,0.5022916197776794,52933,52937
LOCATION,Vietnamese,0.5940822958946228,53001,53011
LOCATION,Cambodian,0.7028483748435974,53027,53036
OTHER,American,0.5882843136787415,53081,53089
PERSON,DALE PRYWELLER,0.9856855273246765,53126,53140
PERSON,HARRY PRATTER,0.9840111136436462,53181,53194
PERSON,JOSEPH SUTTON,0.9989141225814819,53236,53249
LOCATION,Thailand,0.9607253670692444,53283,53291
PERSON,JOSEPH SUTTON,0.998613178730011,53305,53318
LOCATION,Thailand,0.9763565063476562,53410,53418
QUANTITY,One,0.6647896766662598,53575,53578
ORGANIZATION,School of Education,0.9613400101661682,53584,53603
LOCATION,Thailand,0.9974240064620972,53680,53688
PERSON,JOSEPH SUTTON,0.9987606406211853,53785,53798
PERSON,DALE PRYWELLER,0.9929396510124207,53894,53908
PERSON,JOSEPH SUTTON,0.9992620348930359,53918,53931
PERSON,JOSEPH SUTTON,0.9990891218185425,54135,54148
PERSON,DALE PRYWELLER,0.9974959492683411,54174,54188
PERSON,JOSEPH SUTTON,0.998367965221405,54210,54223
LOCATION,Thailand,0.9859355688095093,54332,54340
LOCATION,Thailand,0.9883040189743042,54519,54527
PERSON,HARRY PRATTER,0.9553599953651428,54537,54550
PERSON,JOSEPH SUTTON,0.9991894364356995,54596,54609
ORGANIZATION,Indiana University,0.957492470741272,54854,54872
ORGANIZATION,University of Wisconsin,0.9962231516838074,54907,54930
ORGANIZATION,Michigan State University,0.9943810105323792,54936,54961
ORGANIZATION,University of Minnesota,0.993048369884491,54971,54994
LOCATION,Indiana,0.8788831830024719,55000,55007
