type,text,proper_or_common,salience,num_mentions,mentions
PERSON,AUDIENCE,COMMON,0.0007695956,9,"AUDIENCE, AUDIENCE, AUDIENCE, AUDIENCE, AUDIENCE, AUDIENCE, AUDIENCE, AUDIENCE, AUDIENCE"
OTHER,thing,COMMON,0.00076792366,1,thing
OTHER,explanations,COMMON,0.00076135265,1,explanations
PERSON,Women,COMMON,0.0007441386,1,Women
PERSON,women,COMMON,0.00073927426,1,women
PERSON,women,COMMON,0.00072941487,1,women
PERSON,Women,COMMON,0.0007247333,1,Women
OTHER,lives,COMMON,0.0007241332,3,"lives, lives, lives"
OTHER,differences,COMMON,0.0007066227,2,"differences, Differences"
PERSON,women,COMMON,0.0006918844,1,women
PERSON,women,COMMON,0.00068754796,1,women
PERSON,women,COMMON,0.0006788899,1,women
OTHER,speculum,COMMON,0.00067780504,2,"speculum, tool"
PERSON,women,COMMON,0.000676343,1,women
PERSON,women,COMMON,0.000676343,1,women
PERSON,women,COMMON,0.00067440106,1,women
PERSON,women,COMMON,0.00067373697,1,women
PERSON,women,COMMON,0.00067228,1,women
PERSON,women,COMMON,0.00067228,1,women
PERSON,women,COMMON,0.00067081756,1,women
PERSON,women,COMMON,0.00067038304,1,women
PERSON,women,COMMON,0.00066957786,1,women
PERSON,women,COMMON,0.00066884526,1,women
PERSON,women,COMMON,0.0006681732,1,women
PERSON,women,COMMON,0.0006678569,1,women
PERSON,women,COMMON,0.0006667023,1,women
PERSON,women,COMMON,0.0006517699,1,women
PERSON,women,COMMON,0.0006436458,1,women
PERSON,women,COMMON,0.00064349774,1,women
OTHER,contraception,COMMON,0.0006428798,3,"contraception, contraception, money"
PERSON,women,COMMON,0.000641519,1,women
PERSON,women,COMMON,0.00064115174,1,women
PERSON,women,COMMON,0.00063983473,1,women
PERSON,women,COMMON,0.00063890783,1,women
OTHER,ideas,COMMON,0.0006270984,1,ideas
PERSON,women,COMMON,0.0006184454,1,women
OTHER,coincidence,COMMON,0.00060648343,1,coincidence
PERSON,women,COMMON,0.0005762236,2,"women, women"
PERSON,women,COMMON,0.00057164486,2,"women, women"
PERSON,women,COMMON,0.000567389,1,women
PERSON,Women,COMMON,0.00055968284,1,Women
PERSON,individuals,COMMON,0.0005224568,2,"individuals, individuals"
OTHER,procedure,COMMON,0.00048841926,2,"abortion, procedure"
PERSON,women,COMMON,0.00048568507,1,women
OTHER,laws,COMMON,0.0004799721,1,laws
PERSON,HEIDI,COMMON,0.00047313096,4,"HEIDI, HEIDI, HEIDI, HEIDI"
ORGANIZATION,FDA,PROPER,0.00045413536,10,"FDA, FDA, FDA, FDA, FDA, FDA, FDA, FDA, FDA, FDA"
PERSON,men,COMMON,0.00044490845,1,men
PERSON,members,COMMON,0.0004410313,1,members
PERSON,child bearers,COMMON,0.00043919572,1,child bearers
OTHER,dollar,COMMON,0.00043759134,1,dollar
OTHER,cervix,COMMON,0.00043387993,2,"cervix, neck"
PERSON,women,COMMON,0.0004324656,1,women
PERSON,women,COMMON,0.0004322447,1,women
PERSON,women,COMMON,0.00043099877,1,women
PERSON,researcher,COMMON,0.00042995662,1,researcher
PERSON,women,COMMON,0.00042884078,1,women
OTHER,system,COMMON,0.0004273031,1,system
OTHER,profession,COMMON,0.000424623,2,"profession, profession"
PERSON,women,COMMON,0.00042243119,1,women
PERSON,MARIAN: Right,PROPER,0.0004199745,11,"MARIAN, MARIAN, Marian, MARIAN, MARIAN, MARIAN, MARIAN: Right, MARIAN, MARIAN, MARIAN, MARIAN"
OTHER,infections,COMMON,0.00041283286,2,"infections, infections"
OTHER,pill,COMMON,0.00041217977,3,"pill, pill, drug"
PERSON,men,COMMON,0.00040449435,1,men
OTHER,hysteria,COMMON,0.00040304894,3,"hysteria, disease, disease"
CONSUMER_GOOD,drugs,COMMON,0.0004004217,1,drugs
PERSON,women,COMMON,0.00039574967,1,women
ORGANIZATION,group,COMMON,0.0003948721,1,group
PERSON,men,COMMON,0.00039230633,1,men
PERSON,men,COMMON,0.00039179777,1,men
PERSON,men,COMMON,0.00039133825,1,men
PERSON,men,COMMON,0.0003907228,1,men
PERSON,men,COMMON,0.00039053417,1,men
PERSON,men,COMMON,0.00039044258,1,men
PERSON,men,COMMON,0.00039035274,1,men
PERSON,negress,COMMON,0.00038850988,1,negress
OTHER,continuation,COMMON,0.0003864762,1,continuation
OTHER,pill,COMMON,0.00038572494,2,"pill, drug"
WORK_OF_ART,content,COMMON,0.00038496382,1,content
PERSON,women,COMMON,0.00038280632,1,women
OTHER,example,COMMON,0.0003796792,1,example
OTHER,key,COMMON,0.00037861415,1,key
PERSON,men,COMMON,0.00037432887,1,men
OTHER,history,COMMON,0.00036650154,2,"name, history"
OTHER,self-help health,COMMON,0.0003640682,1,self-help health
OTHER,gonorrhea,COMMON,0.0003623843,4,"gonorrhea, Gonorrhea, gonorrhea, gonorrhea"
PERSON,doctors,COMMON,0.0003615416,3,"doctors, doctors, doctors"
PERSON,INTERVIEWER 1,PROPER,0.00035792764,1,INTERVIEWER 1
PERSON,people,COMMON,0.00035672457,1,people
PERSON,people,COMMON,0.0003558864,1,people
OTHER,VD,COMMON,0.00035544534,4,"VD, VD, VD, VD"
PERSON,people,COMMON,0.00035487209,1,people
OTHER,issues,COMMON,0.00035114202,1,issues
PERSON,children,COMMON,0.000346026,1,children
PERSON,lesbians,COMMON,0.00034343218,1,lesbians
PERSON,women,COMMON,0.00033761343,1,women
PERSON,women,COMMON,0.00033739858,1,women
PERSON,researcher,COMMON,0.00033713807,1,researcher
OTHER,way,COMMON,0.0003353054,1,way
OTHER,group,COMMON,0.0003330105,1,group
ORGANIZATION,group,COMMON,0.0003327947,1,group
ORGANIZATION,group,COMMON,0.00033177814,1,group
OTHER,job,COMMON,0.00032969884,3,"job, job, job"
OTHER,all,COMMON,0.00032806018,1,all
PERSON,lesbians,COMMON,0.0003253876,3,"women, women, lesbians"
PERSON,women,COMMON,0.00032381623,1,women
PERSON,Carol Downer,PROPER,0.00032380802,3,"Carol Downer, Carol Downer, Carol"
PERSON,women,COMMON,0.0003233113,1,women
OTHER,statistics,COMMON,0.00032010916,1,statistics
OTHER,things,COMMON,0.00031923084,1,things
PERSON,women,COMMON,0.0003179771,1,women
OTHER,example,COMMON,0.00031791095,1,example
PERSON,children,COMMON,0.00031781616,1,children
PERSON,children,COMMON,0.00031781616,1,children
PERSON,children,COMMON,0.0003173132,1,children
PERSON,children,COMMON,0.00031724642,1,children
OTHER,IUD,PROPER,0.00031719246,6,"IUD, IUD, IUD, IUD, IUD, IUD"
PERSON,children,COMMON,0.0003171808,1,children
OTHER,work,COMMON,0.0003156762,1,work
OTHER,care,COMMON,0.00031548637,1,care
OTHER,statistics,COMMON,0.0003138278,1,statistics
OTHER,status,COMMON,0.0003134597,1,status
OTHER,example,COMMON,0.00031337296,1,example
PERSON,women,COMMON,0.0003133357,1,women
OTHER,example,COMMON,0.00031253023,1,example
OTHER,success,COMMON,0.0003110072,1,success
OTHER,support systems,COMMON,0.00031051354,1,support systems
OTHER,issue,COMMON,0.00030944342,2,"issue, issue"
OTHER,point,COMMON,0.00030797007,1,point
OTHER,examples,COMMON,0.00030715606,1,examples
OTHER,money,COMMON,0.00030413806,1,money
OTHER,money,COMMON,0.00030297873,1,money
OTHER,11.9%,COMMON,0.0003023689,1,11.9%
OTHER,point,COMMON,0.00030236502,1,point
OTHER,media,COMMON,0.00030011777,1,media
OTHER,treatment,COMMON,0.00029950106,1,treatment
OTHER,money,COMMON,0.0002989572,1,money
PERSON,women,COMMON,0.00029802127,1,women
PERSON,women,COMMON,0.00029672866,1,women
OTHER,obedience,COMMON,0.000293226,2,"obedience, question"
PERSON,JUDITH: Um,PROPER,0.00029154634,6,"JUDITH, Judith, Judith, Judith, JUDITH: Um, JUDITH"
OTHER,situation,COMMON,0.00028593963,1,situation
OTHER,knowledge,COMMON,0.00028512478,3,"knowledge, knowledge, knowledge"
OTHER,statistics,COMMON,0.00028438668,1,statistics
OTHER,parallel,COMMON,0.0002840397,1,parallel
OTHER,action,COMMON,0.00028313833,1,action
OTHER,actions,COMMON,0.00028131987,1,actions
PERSON,lesbians,COMMON,0.0002799616,1,lesbians
CONSUMER_GOOD,drug,COMMON,0.00027694373,1,drug
OTHER,way,COMMON,0.0002752666,1,way
PERSON,women,COMMON,0.00027341305,1,women
PERSON,women,COMMON,0.00027310842,1,women
OTHER,access,COMMON,0.00027300094,1,access
OTHER,access,COMMON,0.00027278406,1,access
OTHER,discrimination,COMMON,0.00027106798,1,discrimination
PERSON,communities,COMMON,0.0002703254,2,"communities, communities"
WORK_OF_ART,Hyde Amendment,PROPER,0.00026981995,2,"Hyde Amendment, Hyde Amendment"
OTHER,access,COMMON,0.00026931017,1,access
OTHER,access,COMMON,0.00026931017,1,access
PERSON,lesbians,COMMON,0.00026878272,1,lesbians
OTHER,gonorrhea,COMMON,0.0002677218,3,"gonorrhea, gonorrhea, gonorrhea"
OTHER,discrimination,COMMON,0.0002675372,1,discrimination
OTHER,bodies,COMMON,0.0002661848,2,"bodies, bodies"
OTHER,40%,COMMON,0.0002637834,1,40%
PERSON,lesbians,COMMON,0.0002622932,1,lesbians
OTHER,system,COMMON,0.00026107355,1,system
ORGANIZATION,Planned Parenthood,PROPER,0.00026010352,3,"Planned Parenthood, Planned Parenthood, Planned Parenthood"
PERSON,people,COMMON,0.00025684183,1,people
PERSON,women,COMMON,0.00025582305,1,women
OTHER,procedure,COMMON,0.00025561714,2,"abortion, procedure"
OTHER,case,COMMON,0.00025422202,1,case
WORK_OF_ART,images,COMMON,0.00025385356,1,images
WORK_OF_ART,images,COMMON,0.00025352443,1,images
PERSON,men,COMMON,0.0002528518,1,men
PERSON,men,COMMON,0.0002528251,1,men
WORK_OF_ART,image,COMMON,0.00025270664,1,image
PERSON,women,COMMON,0.0002519217,1,women
PERSON,women,COMMON,0.00025155657,1,women
PERSON,women,COMMON,0.00025130875,1,women
OTHER,experience,COMMON,0.0002509085,1,experience
OTHER,number,COMMON,0.00025061873,1,number
PERSON,women,COMMON,0.00025057202,1,women
PERSON,women,COMMON,0.0002504799,1,women
OTHER,cases,COMMON,0.00025011765,1,cases
PERSON,women,COMMON,0.00025011017,1,women
PERSON,women,COMMON,0.0002500835,1,women
LOCATION,country,COMMON,0.0002500212,1,country
OTHER,experience,COMMON,0.0002500212,1,experience
EVENT,AIDS crisis,COMMON,0.0002500212,1,AIDS crisis
PERSON,women,COMMON,0.0002499536,1,women
PERSON,women,COMMON,0.00024992824,1,women
PERSON,women,COMMON,0.00024990313,1,women
PERSON,thousands,COMMON,0.00024871228,1,thousands
PERSON,women,COMMON,0.0002485685,1,women
PERSON,women,COMMON,0.00024814808,1,women
OTHER,study,COMMON,0.00024639972,1,study
OTHER,AIDS crisis,COMMON,0.0002461937,1,AIDS crisis
OTHER,power,COMMON,0.00024578918,1,power
OTHER,power,COMMON,0.00024578918,1,power
OTHER,ideas,COMMON,0.00024578918,1,ideas
PERSON,women,COMMON,0.00024560952,1,women
PERSON,women,COMMON,0.00024556537,1,women
OTHER,forms,COMMON,0.00024482718,1,forms
OTHER,ideas,COMMON,0.00024469322,1,ideas
OTHER,ideas,COMMON,0.00024456502,1,ideas
OTHER,points,COMMON,0.00024452165,1,points
PERSON,individuals,COMMON,0.00024421053,1,individuals
OTHER,power,COMMON,0.00024410119,1,power
OTHER,power,COMMON,0.00024399573,1,power
EVENT,AIDS crisis,COMMON,0.00024379542,1,AIDS crisis
OTHER,relationship,COMMON,0.00024379542,1,relationship
OTHER,power,COMMON,0.00024360779,1,power
OTHER,labor force,COMMON,0.00024343135,1,labor force
PERSON,individuals,COMMON,0.00024242478,1,individuals
PERSON,relatives,COMMON,0.00024230538,1,relatives
OTHER,income,COMMON,0.00024219062,1,income
OTHER,example,COMMON,0.00024174388,1,example
OTHER,examples,COMMON,0.00024020147,1,examples
OTHER,information,COMMON,0.0002393621,1,information
OTHER,part,COMMON,0.00023911458,1,part
OTHER,part,COMMON,0.00023911458,1,part
OTHER,sex,COMMON,0.00023806663,1,sex
OTHER,invalidism,COMMON,0.0002376306,2,"invalidism, invalidism"
LOCATION,parts,COMMON,0.00023708223,1,parts
OTHER,cervix,COMMON,0.00023671187,2,"cervix, cervix"
OTHER,operation,COMMON,0.0002359014,1,operation
OTHER,Menopause,COMMON,0.00023468272,2,"Menopause, ill"
PERSON,women,COMMON,0.00023451289,1,women
PERSON,women,COMMON,0.00023434215,1,women
PERSON,individuals,COMMON,0.0002336321,1,individuals
PERSON,others,COMMON,0.00023328199,1,others
ORGANIZATION,self-help groups,COMMON,0.00023101077,1,self-help groups
PERSON,doctor,COMMON,0.00023078815,1,doctor
PERSON,couples,COMMON,0.00023028192,2,"couples, couples"
OTHER,situations,COMMON,0.00022873045,1,situations
OTHER,incomes,COMMON,0.0002282505,1,incomes
OTHER,information,COMMON,0.00022768271,1,information
OTHER,terms,COMMON,0.00022759121,1,terms
PERSON,women,COMMON,0.00022724726,1,women
OTHER,terms,COMMON,0.00022715957,1,terms
PERSON,woman,COMMON,0.0002264307,1,woman
OTHER,lives,COMMON,0.0002263069,1,lives
OTHER,situations,COMMON,0.00022602815,1,situations
OTHER,way,COMMON,0.00022539019,1,way
PERSON,women,COMMON,0.0002245039,1,women
OTHER,poverty level,COMMON,0.00022410699,1,poverty level
PERSON,households,COMMON,0.00022368197,1,households
PERSON,households,COMMON,0.00022368197,1,households
PERSON,households,COMMON,0.0002235718,1,households
PERSON,household,COMMON,0.0002235718,1,household
OTHER,situation,COMMON,0.00022341448,1,situation
OTHER,situation,COMMON,0.00022341448,1,situation
OTHER,situation,COMMON,0.000223364,1,situation
OTHER,poverty level,COMMON,0.00022307938,1,poverty level
PERSON,victims,COMMON,0.00022175463,1,victims
OTHER,effects,COMMON,0.00022036083,1,effects
ORGANIZATION,women's health movement,COMMON,0.00021971797,1,women's health movement
OTHER,ways,COMMON,0.00021848782,1,ways
OTHER,body,COMMON,0.00021841629,2,"body, body"
OTHER,handbook,COMMON,0.00021807346,1,handbook
OTHER,handbooks,COMMON,0.00021771515,1,handbooks
EVENT,Witch hunts,COMMON,0.00021719415,2,"Witch hunts, Witch hunts"
OTHER,result,COMMON,0.00021711769,1,result
OTHER,movement,COMMON,0.00021700558,1,movement
LOCATION,clinics,COMMON,0.00021644129,1,clinics
OTHER,color,COMMON,0.00021641732,1,color
OTHER,practices,COMMON,0.00021609667,1,practices
OTHER,supremacy result,COMMON,0.00021586464,1,supremacy result
OTHER,handbook,COMMON,0.00021540828,1,handbook
PERSON,women,COMMON,0.00021522908,1,women
WORK_OF_ART,books,COMMON,0.00021501973,1,books
EVENT,Roe versus Wade,PROPER,0.00021429172,4,"Roe versus Wade, Roe versus Wade, Roe v. Wade, Roe v. Wade"
WORK_OF_ART,book,COMMON,0.00021402985,1,book
LOCATION,grounds,COMMON,0.0002130789,1,grounds
OTHER,parentheses,COMMON,0.00021237937,1,parentheses
OTHER,hand,COMMON,0.00021237937,1,hand
OTHER,ideas,COMMON,0.00021202357,1,ideas
PERSON,women,COMMON,0.00021199652,1,women
PERSON,women,COMMON,0.00020739465,1,women
PERSON,women,COMMON,0.00020701878,1,women
OTHER,idea,COMMON,0.0002064968,1,idea
OTHER,age,COMMON,0.00020609824,1,age
PERSON,anyone,COMMON,0.00020484054,1,anyone
OTHER,age,COMMON,0.00020480576,1,age
OTHER,percent,COMMON,0.00020457951,1,percent
PERSON,Prostitutes,COMMON,0.0002042522,1,Prostitutes
LOCATION,world,COMMON,0.00020414511,1,world
LOCATION,world,COMMON,0.00020395887,1,world
OTHER,dangers,COMMON,0.00020315057,2,"dangers, dangers"
OTHER,self exam,COMMON,0.00020240044,1,self exam
OTHER,law,COMMON,0.00020197194,1,law
OTHER,mind,COMMON,0.00020133893,1,mind
OTHER,mind,COMMON,0.0002011597,1,mind
OTHER,each,COMMON,0.00020064237,1,each
PERSON,mother,COMMON,0.00020050637,1,mother
OTHER,age,COMMON,0.00020050637,1,age
PERSON,mother,COMMON,0.00020037754,1,mother
PERSON,women,COMMON,0.00019765149,1,women
CONSUMER_GOOD,drug,COMMON,0.00019753676,1,drug
OTHER,lots,COMMON,0.00019698103,1,lots
PERSON,health workers,COMMON,0.00019568518,2,"laywomen, health workers"
OTHER,logic,COMMON,0.00019498351,1,logic
PERSON,lesbians,COMMON,0.00019394384,1,lesbians
OTHER,takes,COMMON,0.00019384711,1,takes
OTHER,sexuality,COMMON,0.00019188641,1,sexuality
OTHER,background,COMMON,0.00019188641,1,background
OTHER,reflection,COMMON,0.00019120114,1,reflection
OTHER,sexuality,COMMON,0.00019068306,1,sexuality
PERSON,women,COMMON,0.00019065263,1,women
OTHER,barriers,COMMON,0.00019006793,1,barriers
PERSON,Witch healers,COMMON,0.00018990929,1,Witch healers
OTHER,supremacy,COMMON,0.00018958253,1,supremacy
OTHER,basis,COMMON,0.00018930773,1,basis
OTHER,explanation,COMMON,0.00018930773,1,explanation
OTHER,realities,COMMON,0.00018906225,1,realities
PERSON,victim,COMMON,0.00018894869,1,victim
PERSON,rape victim,COMMON,0.00018894869,1,rape victim
OTHER,barriers,COMMON,0.00018894869,1,barriers
PERSON,rape survivor,COMMON,0.00018894869,1,rape survivor
EVENT,drug trials,COMMON,0.00018845237,1,drug trials
OTHER,instances,COMMON,0.00018845237,1,instances
OTHER,positions,COMMON,0.00018828045,1,positions
OTHER,privilege,COMMON,0.00018828045,1,privilege
OTHER,privilege,COMMON,0.00018819909,1,privilege
OTHER,instances,COMMON,0.00018757368,1,instances
OTHER,category,COMMON,0.00018728834,1,category
OTHER,instances,COMMON,0.00018680669,1,instances
PERSON,father,COMMON,0.00018652152,1,father
OTHER,positions,COMMON,0.0001856,1,positions
PERSON,women,COMMON,0.000184423,1,women
PERSON,survivors,COMMON,0.0001843516,1,survivors
PERSON,mothers,COMMON,0.00018422972,1,mothers
PERSON,lesbians,COMMON,0.00018400076,1,lesbians
PERSON,women,COMMON,0.0001833247,1,women
OTHER,problems,COMMON,0.00018295368,2,"problems, problems"
PERSON,community,COMMON,0.00018185192,2,"community, community"
OTHER,communication,COMMON,0.00018168376,2,"communication, communication"
PERSON,man,COMMON,0.00017957129,1,man
OTHER,cult,COMMON,0.00017859484,1,cult
OTHER,point,COMMON,0.00017850466,1,point
PERSON,person,COMMON,0.00017650059,1,person
PERSON,prostitutes,COMMON,0.00017445182,2,"prostitutes, prostitutes"
EVENT,race,COMMON,0.00017390282,1,race
OTHER,language,COMMON,0.00017222235,1,language
OTHER,contraception,COMMON,0.0001721059,1,contraception
OTHER,discovery,COMMON,0.00017196713,1,discovery
PERSON,Heidi,PROPER,0.00017196321,4,"Heidi, Heidi, Heidi, Heidi"
OTHER,treatments,COMMON,0.00017149998,1,treatments
OTHER,racism,COMMON,0.00017149649,1,racism
OTHER,amounts,COMMON,0.0001713645,1,amounts
OTHER,violence,COMMON,0.00017130151,1,violence
OTHER,amount,COMMON,0.00017071118,1,amount
ORGANIZATION,PWAs,PROPER,0.0001703439,7,"PWAs, PWAs, PWAs, PWAs, PWAs, PWA, PWA"
PERSON,women,COMMON,0.00017014412,1,women
PERSON,others,COMMON,0.00016958569,1,others
PERSON,women,COMMON,0.00016947735,1,women
PERSON,women,COMMON,0.00016945758,1,women
PERSON,women,COMMON,0.00016944775,1,women
PERSON,women,COMMON,0.00016943798,1,women
PERSON,women,COMMON,0.00016940893,1,women
PERSON,women,COMMON,0.0001693898,1,women
PERSON,women,COMMON,0.00016937082,1,women
PERSON,women,COMMON,0.00016935203,1,women
PERSON,women,COMMON,0.00016935203,1,women
PERSON,women,COMMON,0.00016928758,1,women
PERSON,women,COMMON,0.00016927854,1,women
PERSON,women,COMMON,0.00016926057,1,women
PERSON,women,COMMON,0.00016908077,1,women
PERSON,Women,COMMON,0.00016907259,1,Women
PERSON,women,COMMON,0.00016902418,1,women
PERSON,Women,COMMON,0.00016897687,1,Women
OTHER,points,COMMON,0.00016896574,1,points
PERSON,women,COMMON,0.00016892303,1,women
PERSON,women,COMMON,0.00016890037,1,women
PERSON,women,COMMON,0.00016889288,1,women
OTHER,access,COMMON,0.00016879385,2,"access, access"
PERSON,women,COMMON,0.00016834728,1,women
PERSON,women,COMMON,0.00016834728,1,women
PERSON,Women,COMMON,0.00016828586,1,Women
PERSON,women,COMMON,0.00016827078,1,women
PERSON,kings,COMMON,0.00016821147,1,kings
PERSON,women,COMMON,0.00016816828,1,women
PERSON,women,COMMON,0.00016815403,1,women
PERSON,women,COMMON,0.0001681399,1,women
PERSON,women,COMMON,0.0001681399,1,women
PERSON,women,COMMON,0.00016811192,1,women
PERSON,women,COMMON,0.00016803021,1,women
PERSON,women,COMMON,0.00016792609,1,women
PERSON,women,COMMON,0.00016787596,1,women
PERSON,women,COMMON,0.000167803,1,women
PERSON,women,COMMON,0.000167803,1,women
PERSON,women,COMMON,0.00016779109,1,women
PERSON,women healers,COMMON,0.00016758751,1,women healers
OTHER,healing,COMMON,0.00016754743,1,healing
PERSON,women,COMMON,0.0001675243,1,women
PERSON,women,COMMON,0.00016751389,1,women
PERSON,woman,COMMON,0.00016310217,1,woman
OTHER,health,COMMON,0.00016302231,1,health
OTHER,sterilization operation,COMMON,0.00016086616,1,sterilization operation
PERSON,women,COMMON,0.00016067529,1,women
OTHER,sexism,COMMON,0.00016018162,1,sexism
CONSUMER_GOOD,drugs,COMMON,0.00015928016,1,drugs
OTHER,Abortion,COMMON,0.00015891943,2,"Abortion, kind"
OTHER,symptoms,COMMON,0.00015718718,2,"symptoms, symptoms"
OTHER,thing,COMMON,0.00015713037,1,thing
PERSON,people,COMMON,0.00015655353,1,people
PERSON,women,COMMON,0.0001548554,1,women
PERSON,women,COMMON,0.0001548554,1,women
PERSON,women,COMMON,0.00015483584,1,women
PERSON,women,COMMON,0.00015481649,1,women
PERSON,women,COMMON,0.00015477835,1,women
PERSON,women,COMMON,0.0001546983,1,women
EVENT,speech,COMMON,0.00015340112,1,speech
PERSON,doctors,COMMON,0.00015296644,1,doctors
OTHER,detail,COMMON,0.00015254958,1,detail
OTHER,domination,COMMON,0.00015184724,1,domination
OTHER,TV,COMMON,0.00015125285,1,TV
OTHER,abortion issue,COMMON,0.00015119686,1,abortion issue
OTHER,abortion,COMMON,0.00015099792,1,abortion
OTHER,detriment,COMMON,0.00015080428,1,detriment
OTHER,awareness,COMMON,0.00015073911,1,awareness
OTHER,things,COMMON,0.00015071315,1,things
ORGANIZATION,agencies,COMMON,0.00015014329,1,agencies
PERSON,families,COMMON,0.00014962381,1,families
OTHER,daycare,COMMON,0.00014948979,1,daycare
OTHER,attitude,COMMON,0.00014945777,1,attitude
PERSON,women,COMMON,0.0001485054,1,women
CONSUMER_GOOD,drugs,COMMON,0.00014826706,1,drugs
ORGANIZATION,Supreme Court,PROPER,0.00014782434,1,Supreme Court
PERSON,men,COMMON,0.00014733522,1,men
PERSON,men,COMMON,0.00014711177,1,men
PERSON,men,COMMON,0.00014653354,1,men
OTHER,explanation,COMMON,0.0001458264,1,explanation
OTHER,studies,COMMON,0.00014408043,1,studies
OTHER,model,COMMON,0.00014401694,1,model
LOCATION,place,COMMON,0.00014355271,1,place
OTHER,Menstruation,COMMON,0.00014308972,1,Menstruation
OTHER,contraception,COMMON,0.00014307562,1,contraception
OTHER,control,COMMON,0.0001426156,1,control
OTHER,control,COMMON,0.0001426156,1,control
