type,text,proper_or_common,salience,num_mentions,mentions
OTHER,sentiment,COMMON,0.0022404424,1,sentiment
OTHER,something,COMMON,0.002229162,1,something
PERSON,people,COMMON,0.002191595,1,people
OTHER,B plus,COMMON,0.0021296896,1,B plus
LOCATION,Indiana,PROPER,0.0021190578,6,"Indiana, Indiana, Indiana, Indiana, Indiana, Indiana"
OTHER,things,COMMON,0.0020793239,1,things
PERSON,people,COMMON,0.002075215,1,people
OTHER,recommendation,COMMON,0.0020723594,1,recommendation
OTHER,problems,COMMON,0.0020316362,1,problems
OTHER,examination,COMMON,0.0019824128,2,"examination, possibility"
PERSON,administrators,COMMON,0.0019592727,1,administrators
OTHER,Number,COMMON,0.0019501831,2,"Number, thing"
PERSON,students,COMMON,0.001945772,1,students
PERSON,people,COMMON,0.0019339427,1,people
PERSON,students,COMMON,0.0019075933,1,students
OTHER,move,COMMON,0.0019031717,1,move
ORGANIZATION,university,COMMON,0.0018773857,1,university
PERSON,students,COMMON,0.0018758936,1,students
PERSON,student,COMMON,0.0018753089,1,student
PERSON,everybody,COMMON,0.0018746844,2,"everybody, Everybody"
PERSON,student,COMMON,0.0018741826,1,student
PERSON,student,COMMON,0.0018701635,1,student
PERSON,student,COMMON,0.0018697076,1,student
PERSON,students,COMMON,0.0018547317,1,students
PERSON,people,COMMON,0.0018457904,1,people
PERSON,kids,COMMON,0.0018326393,1,kids
PERSON,demonstrators,COMMON,0.0018245989,1,demonstrators
PERSON,people,COMMON,0.0018204977,1,people
OTHER,thing,COMMON,0.0018117783,1,thing
WORK_OF_ART,statement,COMMON,0.0017930267,1,statement
PERSON,one,COMMON,0.0017855181,1,one
OTHER,rights,COMMON,0.0017660406,2,"rights, rights"
PERSON,people,COMMON,0.0017446306,1,people
OTHER,Question,COMMON,0.0017440817,1,Question
OTHER,question,COMMON,0.0017420991,1,question
OTHER,answer,COMMON,0.0017337928,1,answer
OTHER,question,COMMON,0.0017331541,1,question
OTHER,thing,COMMON,0.001718533,1,thing
ORGANIZATION,College of Arts and Sciences Policy Committee,PROPER,0.0017181332,4,"College of Arts and Sciences Policy Committee, College of Arts and Sciences, College of Arts and Sciences, College of Arts and Sciences"
OTHER,obligation,COMMON,0.0017022983,1,obligation
OTHER,question,COMMON,0.0016822862,1,question
OTHER,one,COMMON,0.0016789066,1,one
PERSON,people,COMMON,0.001657027,2,"people, people"
EVENT,occasion,COMMON,0.0016485698,1,occasion
OTHER,access,COMMON,0.0016382706,1,access
LOCATION,halls,COMMON,0.0016382706,1,halls
PERSON,people,COMMON,0.0016306818,1,people
PERSON,people,COMMON,0.0016306543,1,people
PERSON,people,COMMON,0.0016300366,1,people
EVENT,workshops,COMMON,0.0016285335,1,workshops
EVENT,speech,COMMON,0.001627801,1,speech
LOCATION,campus,COMMON,0.0016030669,1,campus
OTHER,chance,COMMON,0.0015925412,1,chance
ORGANIZATION,student government,COMMON,0.0015792447,1,student government
PERSON,marshals,COMMON,0.0015725705,1,marshals
OTHER,money,COMMON,0.0015707236,1,money
OTHER,matter,COMMON,0.0015697167,1,matter
PERSON,people,COMMON,0.0015589594,2,"people, people"
OTHER,thing,COMMON,0.00155302,1,thing
OTHER,question,COMMON,0.0015357864,2,"question, question"
PERSON,student body president,COMMON,0.0015234337,1,student body president
PERSON,people,COMMON,0.0015174351,1,people
ORGANIZATION,university,COMMON,0.0015091462,1,university
OTHER,All,COMMON,0.0015069176,1,All
OTHER,DH,COMMON,0.0014902918,3,"DH, DH, DH"
PERSON,president,COMMON,0.0014901898,1,president
OTHER,violence,COMMON,0.0014804602,1,violence
OTHER,student government demands,COMMON,0.0014768387,1,student government demands
PERSON,President,COMMON,0.0014727588,1,President
OTHER,ugliness,COMMON,0.0014551207,1,ugliness
WORK_OF_ART,statement,COMMON,0.0014543742,1,statement
OTHER,government contracts,COMMON,0.0014440543,2,"government contracts, government contracts"
OTHER,statements,COMMON,0.0014432389,1,statements
PERSON,students,COMMON,0.0014382517,1,students
WORK_OF_ART,statement,COMMON,0.0014366943,1,statement
ORGANIZATION,Law school,COMMON,0.001430675,1,Law school
WORK_OF_ART,Harvey Report,PROPER,0.0013959171,1,Harvey Report
OTHER,one,COMMON,0.0013953949,1,one
OTHER,administration building,COMMON,0.0013911015,1,administration building
OTHER,rights,COMMON,0.0013886096,2,"rights, rights"
EVENT,war,COMMON,0.0013730143,1,war
OTHER,something,COMMON,0.0013627514,1,something
ORGANIZATION,Um,PROPER,0.0013400759,3,"Um, Um, Um"
LOCATION,campus,COMMON,0.0013231093,1,campus
EVENT,meeting,COMMON,0.0013219564,1,meeting
LOCATION,campuses,COMMON,0.0013101628,1,campuses
OTHER,some,COMMON,0.0013101628,1,some
PERSON,Tom Shortlist,PROPER,0.0012906953,5,"Tom, Tom Shortlist, Tom, Tom, Tom"
EVENT,meeting,COMMON,0.0012893261,1,meeting
LOCATION,campus,COMMON,0.0012885927,1,campus
OTHER,obligation,COMMON,0.0012868812,2,"obligation, obligation"
LOCATION,world,COMMON,0.0012792074,1,world
OTHER,number,COMMON,0.001266548,2,"number, number"
OTHER,divisions,COMMON,0.0012434929,1,divisions
OTHER,campus matter,COMMON,0.0012364617,2,"statement, campus matter"
OTHER,understanding,COMMON,0.00122923,1,understanding
WORK_OF_ART,report,COMMON,0.0012209535,1,report
OTHER,cz,COMMON,0.0012087811,1,cz
PERSON,girl,COMMON,0.0012063626,1,girl
OTHER,community,COMMON,0.0012032306,1,community
OTHER,issue,COMMON,0.0011967224,1,issue
OTHER,diversion,COMMON,0.0011965862,1,diversion
OTHER,lot,COMMON,0.0011956666,1,lot
PERSON,student leaders,COMMON,0.0011941704,2,"student leaders, student leaders"
OTHER,answer,COMMON,0.0011748811,1,answer
PERSON,people,COMMON,0.0011734792,1,people
ORGANIZATION,police,COMMON,0.0011714483,2,"police, police"
OTHER,answer,COMMON,0.0011664918,1,answer
OTHER,politics,COMMON,0.0011630431,2,"politics, politics"
ORGANIZATION,law school,COMMON,0.0011607951,1,law school
PERSON,Thousands,COMMON,0.0011586278,1,Thousands
OTHER,statements,COMMON,0.0011505018,1,statements
PERSON,moderator,COMMON,0.0011491587,1,moderator
OTHER,myth,COMMON,0.0011429439,1,myth
PERSON,people,COMMON,0.0011421575,1,people
OTHER,statements,COMMON,0.0011419047,1,statements
PERSON,administrators,COMMON,0.0011399373,1,administrators
PERSON,law professors,COMMON,0.0011342886,1,law professors
ORGANIZATION,committee,COMMON,0.0011322444,2,"committee, committee"
EVENT,meeting,COMMON,0.0011302482,1,meeting
PERSON,people,COMMON,0.0011279166,1,people
EVENT,meeting,COMMON,0.0011206414,1,meeting
PERSON,students,COMMON,0.0011036061,1,students
PERSON,students,COMMON,0.0011021653,1,students
EVENT,meeting,COMMON,0.0011008498,1,meeting
EVENT,meeting,COMMON,0.0010979889,1,meeting
OTHER,law,COMMON,0.0010977215,1,law
OTHER,All,COMMON,0.0010975593,1,All
OTHER,picket lines,COMMON,0.0010922264,1,picket lines
ORGANIZATION,administration,COMMON,0.0010859258,1,administration
WORK_OF_ART,essay,COMMON,0.0010820435,2,"essay, essay"
OTHER,name,COMMON,0.0010814816,1,name
OTHER,situation,COMMON,0.0010803944,1,situation
PERSON,people,COMMON,0.0010796832,1,people
OTHER,law,COMMON,0.001073765,1,law
OTHER,law,COMMON,0.0010729637,1,law
WORK_OF_ART,comments,COMMON,0.0010500221,1,comments
PERSON,Brian Hall,PROPER,0.0010475786,5,"Brian, Brian Hall, Brian Hall, Brian Hall, Brian"
LOCATION,Evansville,PROPER,0.0010407597,4,"Evansville, Evansville, Evansville, Evansville"
OTHER,response,COMMON,0.0010180266,1,response
OTHER,response,COMMON,0.0010169364,1,response
OTHER,recommendation,COMMON,0.0010156094,2,"part, recommendation"
PERSON,people,COMMON,0.000995719,1,people
OTHER,number,COMMON,0.0009917441,1,number
OTHER,actions,COMMON,0.0009854971,1,actions
PERSON,People,COMMON,0.0009747898,1,People
OTHER,credit everything,COMMON,0.0009723353,1,credit everything
OTHER,divisions,COMMON,0.00096710183,1,divisions
OTHER,recommendations,COMMON,0.0009606675,1,recommendations
PERSON,school leaders,COMMON,0.0009580476,1,school leaders
OTHER,conscience,COMMON,0.000957449,1,conscience
OTHER,things,COMMON,0.0009571441,1,things
OTHER,conscience,COMMON,0.00095663586,1,conscience
OTHER,conscience,COMMON,0.0009551624,1,conscience
OTHER,kinds,COMMON,0.000953258,1,kinds
PERSON,leader,COMMON,0.000949736,1,leader
PERSON,people,COMMON,0.00094929105,1,people
PERSON,student leaders,COMMON,0.0009481215,1,student leaders
PERSON,speaker,COMMON,0.00094637705,1,speaker
LOCATION,stage,COMMON,0.0009434159,1,stage
OTHER,consultation,COMMON,0.00094279065,1,consultation
OTHER,stage,COMMON,0.00093749946,1,stage
OTHER,hell,COMMON,0.0009372912,1,hell
OTHER,hell,COMMON,0.000937169,1,hell
ORGANIZATION,commission,COMMON,0.000926162,1,commission
EVENT,protest,COMMON,0.00092025637,1,protest
PERSON,moderates,COMMON,0.0009137956,1,moderates
OTHER,stage,COMMON,0.0009129821,1,stage
OTHER,student government defense Fund,COMMON,0.00090660073,1,student government defense Fund
OTHER,times,COMMON,0.00090657896,1,times
OTHER,quotations,COMMON,0.00090561755,1,quotations
OTHER,recommendation,COMMON,0.00090110535,1,recommendation
OTHER,picket lines,COMMON,0.0009007118,2,"picket lines, picket lines"
PERSON,students,COMMON,0.00089932635,1,students
LOCATION,state,COMMON,0.00087915285,1,state
OTHER,place,COMMON,0.00087681063,1,place
OTHER,classes,COMMON,0.00087502453,1,classes
OTHER,class,COMMON,0.000874388,1,class
OTHER,one,COMMON,0.000870809,1,one
OTHER,money,COMMON,0.0008691451,1,money
OTHER,place,COMMON,0.00086680456,1,place
OTHER,things,COMMON,0.0008666499,1,things
PERSON,People,COMMON,0.0008654996,2,"People, People"
OTHER,lot,COMMON,0.00086084526,1,lot
OTHER,question,COMMON,0.0008568036,1,question
OTHER,point,COMMON,0.0008551412,2,"point, point"
OTHER,conduct,COMMON,0.00085145916,1,conduct
OTHER,word,COMMON,0.0008472325,1,word
OTHER,word,COMMON,0.00084648724,1,word
OTHER,word,COMMON,0.0008461339,1,word
PERSON,audience,COMMON,0.0008451413,1,audience
OTHER,views,COMMON,0.0008451413,1,views
OTHER,lot,COMMON,0.00084348826,1,lot
OTHER,defense,COMMON,0.0008384376,1,defense
OTHER,defenses,COMMON,0.00083636807,1,defenses
OTHER,anything,COMMON,0.0008353505,1,anything
OTHER,some,COMMON,0.0008349099,2,"some, some"
OTHER,reason,COMMON,0.00083388767,1,reason
PERSON,gentleman,COMMON,0.0008304532,1,gentleman
PERSON,People,COMMON,0.0008285744,1,People
OTHER,ways,COMMON,0.00082794955,1,ways
OTHER,item,COMMON,0.00082277396,1,item
PERSON,Gentlemen,COMMON,0.0008190762,1,Gentlemen
EVENT,occasions,COMMON,0.0008187321,1,occasions
OTHER,facts,COMMON,0.00081633276,2,"facts, facts"
PERSON,person,COMMON,0.00081297755,1,person
OTHER,bit,COMMON,0.00080846465,1,bit
OTHER,first,COMMON,0.0008053824,1,first
OTHER,matter,COMMON,0.00080443756,1,matter
ORGANIZATION,schools,COMMON,0.0008043379,1,schools
OTHER,source,COMMON,0.0008014915,1,source
OTHER,direction,COMMON,0.00080076477,1,direction
OTHER,police signal,COMMON,0.00079853635,1,police signal
OTHER,bond,COMMON,0.00079837383,1,bond
OTHER,bond,COMMON,0.00079821394,1,bond
OTHER,student problems,COMMON,0.00079759955,1,student problems
OTHER,bit,COMMON,0.00079730636,1,bit
PERSON,ice students,COMMON,0.0007970415,1,ice students
OTHER,name,COMMON,0.0007947724,1,name
OTHER,concern,COMMON,0.0007940298,1,concern
OTHER,concern,COMMON,0.00079382607,1,concern
PERSON,picketers,COMMON,0.00079023116,1,picketers
OTHER,access,COMMON,0.0007854742,1,access
PERSON,people,COMMON,0.00078268873,1,people
OTHER,society,COMMON,0.00077850325,1,society
OTHER,discussion,COMMON,0.00077252707,1,discussion
OTHER,arson science,COMMON,0.000770952,1,arson science
LOCATION,Princeton,PROPER,0.0007654859,3,"Princeton, Princeton, Princeton"
LOCATION,world,COMMON,0.00076399476,1,world
LOCATION,world,COMMON,0.0007635123,1,world
LOCATION,world,COMMON,0.0007630536,1,world
OTHER,understanding,COMMON,0.0007626166,1,understanding
OTHER,peace,COMMON,0.00076002633,1,peace
OTHER,floor,COMMON,0.00075910543,1,floor
OTHER,grades,COMMON,0.00075552,1,grades
OTHER,bullshit,COMMON,0.0007545799,1,bullshit
EVENT,announcement,COMMON,0.00075356575,1,announcement
OTHER,case,COMMON,0.0007526527,1,case
OTHER,essence,COMMON,0.00075141876,2,"head, essence"
OTHER,cases,COMMON,0.000748808,1,cases
ORGANIZATION,Division of Arts and Sciences,PROPER,0.00074539916,1,Division of Arts and Sciences
PERSON,reporter,COMMON,0.0007427151,1,reporter
OTHER,incomplete,COMMON,0.0007424237,2,"incomplete, one"
OTHER,mythology,COMMON,0.0007344556,1,mythology
OTHER,differences,COMMON,0.0007328301,1,differences
PERSON,group,COMMON,0.0007313073,1,group
ORGANIZATION,Rolls,PROPER,0.0007217735,1,Rolls
ORGANIZATION,Ballantine,PROPER,0.0007217735,1,Ballantine
PERSON,community,COMMON,0.00071526825,1,community
PERSON,people,COMMON,0.00071384106,1,people
OTHER,feelings,COMMON,0.0007117827,1,feelings
OTHER,rest,COMMON,0.0007108597,1,rest
OTHER,list,COMMON,0.0007039742,1,list
OTHER,questions,COMMON,0.0007028937,2,"questions, questions"
OTHER,conduct,COMMON,0.0007014513,1,conduct
PERSON,students,COMMON,0.000700329,1,students
OTHER,force,COMMON,0.0007001,1,force
OTHER,bail,COMMON,0.00069915474,1,bail
PERSON,students,COMMON,0.0006989206,1,students
WORK_OF_ART,newspapers,COMMON,0.00069871877,1,newspapers
WORK_OF_ART,newspapers,COMMON,0.00069861324,1,newspapers
OTHER,question,COMMON,0.00069861254,2,"question, question"
ORGANIZATION,newspapers,COMMON,0.0006985089,1,newspapers
PERSON,students,COMMON,0.0006984553,1,students
ORGANIZATION,alumni group,COMMON,0.0006982035,1,alumni group
PERSON,students,COMMON,0.0006974788,1,students
PERSON,students,COMMON,0.0006962968,1,students
OTHER,duties,COMMON,0.00069426507,1,duties
OTHER,steps,COMMON,0.0006922615,1,steps
OTHER,action,COMMON,0.00069167453,1,action
OTHER,hope,COMMON,0.0006844784,1,hope
PERSON,people,COMMON,0.0006839012,1,people
PERSON,people,COMMON,0.0006826675,1,people
PERSON,people,COMMON,0.00068229384,1,people
OTHER,question,COMMON,0.0006758714,1,question
OTHER,cut,COMMON,0.0006756771,2,"cut, eye"
PERSON,Gary Vote,PROPER,0.0006744059,2,"Gary Vote, Gary"
PERSON,students,COMMON,0.00066548004,1,students
OTHER,money,COMMON,0.00066274917,1,money
ORGANIZATION,university,COMMON,0.0006618326,1,university
PERSON,Edwards,PROPER,0.0006605824,3,"Edwards, Professor, Sermon"
PERSON,faculty member,COMMON,0.00066015625,1,faculty member
OTHER,question,COMMON,0.0006583441,1,question
OTHER,question,COMMON,0.0006581897,1,question
OTHER,questions,COMMON,0.0006576715,1,questions
OTHER,question,COMMON,0.00065679004,1,question
OTHER,things,COMMON,0.00065544114,1,things
OTHER,point,COMMON,0.00065423525,1,point
PERSON,faculty,COMMON,0.00065307127,1,faculty
OTHER,end,COMMON,0.00065115414,1,end
OTHER,explanation,COMMON,0.0006500841,1,explanation
OTHER,values,COMMON,0.0006500841,1,values
PERSON,faculty,COMMON,0.0006491291,1,faculty
ORGANIZATION,university,COMMON,0.0006488604,1,university
OTHER,civilization,COMMON,0.0006475394,1,civilization
OTHER,agreement,COMMON,0.0006475394,1,agreement
ORGANIZATION,administration,COMMON,0.00064596353,1,administration
ORGANIZATION,university administration,COMMON,0.0006459439,1,university administration
OTHER,dollars,COMMON,0.0006413472,1,dollars
OTHER,thing,COMMON,0.0006397312,1,thing
OTHER,horse,COMMON,0.0006389568,1,horse
PERSON,marshals,COMMON,0.000638487,1,marshals
OTHER,jail,COMMON,0.00063826237,1,jail
OTHER,dimes,COMMON,0.0006379371,1,dimes
OTHER,ways,COMMON,0.0006372274,1,ways
OTHER,things,COMMON,0.0006371041,1,things
OTHER,thing,COMMON,0.0006368754,1,thing
OTHER,connection,COMMON,0.0006367574,1,connection
OTHER,time limit,COMMON,0.0006361929,1,time limit
PERSON,human being,COMMON,0.0006351921,1,human being
OTHER,doubts,COMMON,0.0006334966,1,doubts
CONSUMER_GOOD,motorcycle helmets,COMMON,0.00063078484,1,motorcycle helmets
CONSUMER_GOOD,shirts,COMMON,0.00063067145,1,shirts
OTHER,notes,COMMON,0.00062771887,1,notes
OTHER,aspects,COMMON,0.0006275796,1,aspects
PERSON,gentleman,COMMON,0.0006261602,1,gentleman
PERSON,people,COMMON,0.00061680295,1,people
OTHER,words,COMMON,0.0006142861,1,words
WORK_OF_ART,books,COMMON,0.00061020517,1,books
OTHER,apprehension,COMMON,0.00060906966,1,apprehension
OTHER,divisions,COMMON,0.0006032225,1,divisions
PERSON,leader,COMMON,0.00060307933,1,leader
OTHER,point,COMMON,0.00060179504,2,"point, point"
EVENT,strike,COMMON,0.00060123875,1,strike
OTHER,acts,COMMON,0.00059822766,2,"acts, acts"
OTHER,things,COMMON,0.00059722713,1,things
OTHER,love,COMMON,0.0005959059,1,love
EVENT,classes,COMMON,0.00058381335,1,classes
OTHER,podium,COMMON,0.0005828204,1,podium
PERSON,students,COMMON,0.0005759473,1,students
LOCATION,Vietnam,PROPER,0.00057588064,6,"Vietnam, Vietnam, Vietnam, Vietnam, Vietnam, Vietnamese"
ORGANIZATION,university,COMMON,0.0005740536,1,university
ORGANIZATION,university,COMMON,0.0005738898,1,university
ORGANIZATION,university,COMMON,0.0005738361,1,university
ORGANIZATION,university,COMMON,0.0005738361,1,university
ORGANIZATION,university,COMMON,0.00057337014,1,university
ORGANIZATION,university,COMMON,0.00057283987,1,university
ORGANIZATION,university,COMMON,0.000572702,1,university
OTHER,chance,COMMON,0.0005719941,1,chance
OTHER,phrase,COMMON,0.0005709271,1,phrase
OTHER,rationality,COMMON,0.0005680831,1,rationality
OTHER,meadows,COMMON,0.00056700554,1,meadows
OTHER,affair,COMMON,0.0005660738,1,affair
OTHER,sense,COMMON,0.0005658593,1,sense
OTHER,means,COMMON,0.0005649611,1,means
OTHER,benefit,COMMON,0.0005646962,1,benefit
OTHER,prime,COMMON,0.00056401757,1,prime
LOCATION,mine,COMMON,0.00056401757,1,mine
OTHER,question,COMMON,0.00056216016,1,question
OTHER,question,COMMON,0.00056213106,1,question
PERSON,people,COMMON,0.00056198385,1,people
OTHER,misdemeanor,COMMON,0.0005618243,1,misdemeanor
OTHER,questions,COMMON,0.00056115666,1,questions
EVENT,round,COMMON,0.00056094513,1,round
OTHER,applause,COMMON,0.00056094513,1,applause
OTHER,bands,COMMON,0.00056074193,1,bands
OTHER,course,COMMON,0.00056064257,1,course
OTHER,nickels,COMMON,0.000560259,1,nickels
OTHER,None,COMMON,0.00055946753,1,None
OTHER,left,COMMON,0.00055853784,1,left
OTHER,spectrum,COMMON,0.00055846584,1,spectrum
OTHER,opinion,COMMON,0.00055846584,1,opinion
OTHER,disdain,COMMON,0.00055839453,1,disdain
OTHER,extemporaneously,COMMON,0.0005581167,1,extemporaneously
PERSON,president,COMMON,0.0005533929,1,president
PERSON,president,COMMON,0.0005530245,1,president
PERSON,vice presidents,COMMON,0.0005506722,1,vice presidents
PERSON,student,COMMON,0.0005453814,1,student
PERSON,student,COMMON,0.0005453136,1,student
OTHER,something,COMMON,0.0005449881,1,something
PERSON,people,COMMON,0.00054164394,1,people
PERSON,faculty,COMMON,0.0005411781,1,faculty
WORK_OF_ART,statement,COMMON,0.0005408146,1,statement
ORGANIZATION,faculty council,COMMON,0.0005403828,1,faculty council
OTHER,statement,COMMON,0.00053978036,1,statement
PERSON,faculty,COMMON,0.0005397302,1,faculty
PERSON,faculty,COMMON,0.0005396804,1,faculty
OTHER,statement,COMMON,0.0005392022,1,statement
PERSON,faculty,COMMON,0.0005389756,1,faculty
PERSON,faculty,COMMON,0.00053806213,1,faculty
PERSON,faculty,COMMON,0.00053806213,1,faculty
PERSON,faculty,COMMON,0.0005380235,1,faculty
EVENT,withdrawal,COMMON,0.0005375194,1,withdrawal
OTHER,censure,COMMON,0.0005373672,1,censure
PERSON,man,COMMON,0.00053684623,1,man
OTHER,budget,COMMON,0.00053679163,1,budget
PERSON,veterans,COMMON,0.0005354671,1,veterans
OTHER,thing,COMMON,0.00053426495,1,thing
OTHER,quest,COMMON,0.00053389865,1,quest
PERSON,Bond,PROPER,0.00053345953,1,Bond
LOCATION,German,PROPER,0.0005286187,2,"German, German"
PERSON,Kaga,PROPER,0.00052857475,2,"Kaga, Chancellor"
OTHER,point,COMMON,0.00052589225,1,point
PERSON,Satin,PROPER,0.0005224939,1,Satin
OTHER,question,COMMON,0.00051936274,1,question
OTHER,program,COMMON,0.00051482004,1,program
PERSON,student,COMMON,0.00051466096,1,student
OTHER,question,COMMON,0.0005142708,1,question
OTHER,policy,COMMON,0.0005108303,1,policy
OTHER,foreign policy,COMMON,0.0005108303,1,foreign policy
OTHER,thing,COMMON,0.0005062523,1,thing
OTHER,answer,COMMON,0.0004983848,1,answer
PERSON,faculty,COMMON,0.00049754983,1,faculty
PERSON,man,COMMON,0.000495574,1,man
OTHER,resolution,COMMON,0.00049351004,1,resolution
OTHER,all,COMMON,0.00048611287,1,all
OTHER,rights,COMMON,0.0004843437,1,rights
OTHER,rights,COMMON,0.0004843437,1,rights
OTHER,reasons,COMMON,0.00048357312,1,reasons
OTHER,demand,COMMON,0.00048024315,1,demand
OTHER,right,COMMON,0.00047866348,1,right
OTHER,violence,COMMON,0.00047814357,1,violence
OTHER,proposal,COMMON,0.00047728137,1,proposal
PERSON,Vice Chancellor,COMMON,0.00047660034,1,Vice Chancellor
OTHER,opportunity,COMMON,0.00047345902,1,opportunity
LOCATION,Cambodia,PROPER,0.00047306795,5,"Cambodia, Cambodia, Cambodia, Cambodia, Cambodian"
PERSON,Nixon,PROPER,0.0004728922,2,"Nixon, President"
OTHER,announcement,COMMON,0.00047211663,1,announcement
PERSON,chancellor,COMMON,0.0004717358,1,chancellor
OTHER,idea,COMMON,0.00047148456,1,idea
PERSON,fact students,COMMON,0.00047089127,1,fact students
PERSON,Prouder,PROPER,0.00047084654,2,"Prouder, Mr"
PERSON,students,COMMON,0.00047073455,1,students
EVENT,Strike,COMMON,0.00046845013,1,Strike
PERSON,students,COMMON,0.0004684156,1,students
PERSON,students,COMMON,0.00046830464,1,students
PERSON,students,COMMON,0.00046827726,1,students
PERSON,town students,COMMON,0.00046795834,1,town students
PERSON,town students,COMMON,0.00046790688,1,town students
PERSON,Student,COMMON,0.00046751113,1,Student
PERSON,students,COMMON,0.00046746354,1,students
PERSON,people,COMMON,0.00046431142,1,people
PERSON,people,COMMON,0.00046345082,1,people
PERSON,people,COMMON,0.00046322698,1,people
PERSON,people,COMMON,0.00046320708,1,people
PERSON,people,COMMON,0.00046318723,1,people
PERSON,people,COMMON,0.00046308906,1,people
PERSON,police,COMMON,0.00046303845,2,"police, police"
PERSON,people,COMMON,0.00046230864,1,people
EVENT,co hosting,COMMON,0.00045956377,1,co hosting
PERSON,People,COMMON,0.00045911514,1,People
PERSON,town people,COMMON,0.0004588854,1,town people
PERSON,People,COMMON,0.00045856938,1,People
