type,text,proper_or_common,salience,num_mentions,mentions
EVENT,assault,COMMON,0.00046458966,1,assault
OTHER,things,COMMON,0.00046364512,1,things
OTHER,sentiment,COMMON,0.00046224083,1,sentiment
PERSON,people,COMMON,0.00045715008,1,people
PERSON,people,COMMON,0.00045713122,1,people
PERSON,Tom,PROPER,0.00045567297,5,"Tom, Tom, Tom, Tom, Tom"
LOCATION,world,COMMON,0.00045236858,1,world
OTHER,divisions,COMMON,0.0004521617,1,divisions
EVENT,meeting,COMMON,0.00045207154,1,meeting
PERSON,police,COMMON,0.0004446014,2,"police, police"
ORGANIZATION,police,COMMON,0.000444446,2,"police, police"
PERSON,Everybody,COMMON,0.0004411437,2,"AUDIENCE, Everybody"
PERSON,each other,COMMON,0.0004403563,1,each other
OTHER,understanding,COMMON,0.00043966662,1,understanding
OTHER,number,COMMON,0.00043541513,2,"number, number"
PERSON,person,COMMON,0.0004322655,2,"person, person"
PERSON,Nixon,PROPER,0.0004305091,4,"Nixon, President, Nixon, President"
OTHER,issue,COMMON,0.00042845018,1,issue
OTHER,diversion,COMMON,0.00042840213,1,diversion
OTHER,lot,COMMON,0.000428084,1,lot
OTHER,way,COMMON,0.00042796953,1,way
PERSON,girl,COMMON,0.0004257161,1,girl
PERSON,students,COMMON,0.000425653,1,students
PERSON,people,COMMON,0.0004254221,1,people
OTHER,community,COMMON,0.00042513828,1,community
PERSON,people,COMMON,0.00042478557,1,people
PERSON,students,COMMON,0.00042302726,1,students
PERSON,student leaders,COMMON,0.00042207428,2,"student leaders, student leaders"
OTHER,answer,COMMON,0.00042117643,1,answer
OTHER,statements,COMMON,0.0004191873,1,statements
OTHER,answer,COMMON,0.0004187073,1,answer
OTHER,answer,COMMON,0.00041865977,1,answer
PERSON,People,COMMON,0.0004174076,1,People
WORK_OF_ART,essay,COMMON,0.00041645652,2,"essay, essay"
ORGANIZATION,law school,COMMON,0.00041635425,1,law school
OTHER,statements,COMMON,0.00041621027,1,statements
PERSON,administrators,COMMON,0.0004150515,1,administrators
PERSON,people,COMMON,0.00041483872,1,people
PERSON,people,COMMON,0.0004096117,1,people
OTHER,responsibility,COMMON,0.00040897686,1,responsibility
OTHER,acts,COMMON,0.00040884165,2,"acts, acts"
OTHER,judgment,COMMON,0.0004071487,3,"judgment, judgment, judgment"
LOCATION,Princeton,PROPER,0.00040562902,3,"Princeton, Princeton, Princeton"
PERSON,law professors,COMMON,0.00040040215,1,law professors
OTHER,recommendation,COMMON,0.00039962117,2,"part, recommendation"
PERSON,Professor of Law,COMMON,0.0003985929,1,Professor of Law
ORGANIZATION,administration,COMMON,0.00039849695,1,administration
ORGANIZATION,university,COMMON,0.0003963184,1,university
PERSON,students,COMMON,0.00039629664,1,students
OTHER,law,COMMON,0.00039629242,1,law
EVENT,meeting,COMMON,0.000395718,1,meeting
PERSON,moderator,COMMON,0.0003907694,1,moderator
EVENT,meeting,COMMON,0.00038839676,1,meeting
PERSON,Chairman,COMMON,0.00038790063,3,"MAN, Chairman, Mr."
OTHER,law,COMMON,0.0003870816,1,law
OTHER,law,COMMON,0.00038682396,1,law
OTHER,thing,COMMON,0.00038441116,1,thing
OTHER,picket lines,COMMON,0.00038431975,1,picket lines
PERSON,people,COMMON,0.00038245096,1,people
OTHER,statement,COMMON,0.0003791902,1,statement
OTHER,part,COMMON,0.00037553182,1,part
PERSON,AUDIENCE,COMMON,0.00037547812,2,"AUDIENCE, AUDIENCE"
PERSON,people,COMMON,0.0003737067,1,people
OTHER,foundation funds,COMMON,0.0003722734,2,"foundation funds, some"
PERSON,Professor,COMMON,0.00037182058,1,Professor
WORK_OF_ART,comments,COMMON,0.00037114052,1,comments
OTHER,idea,COMMON,0.00036602592,1,idea
OTHER,referendum,COMMON,0.00035948705,2,"referendum, referendum"
OTHER,actions,COMMON,0.00035834606,1,actions
OTHER,essence,COMMON,0.00035755057,2,"head, essence"
PERSON,people,COMMON,0.0003570883,1,people
PERSON,speaker,COMMON,0.00035400953,1,speaker
PERSON,people,COMMON,0.0003533903,1,people
OTHER,activities,COMMON,0.0003527828,1,activities
PERSON,SPEAKER,COMMON,0.00035256005,1,SPEAKER
OTHER,student government demands,COMMON,0.00035226071,1,student government demands
OTHER,course,COMMON,0.00035136755,1,course
OTHER,money,COMMON,0.00035131312,1,money
OTHER,divisions,COMMON,0.00035124447,1,divisions
OTHER,Student Government Defense Fund,COMMON,0.00035105093,1,Student Government Defense Fund
OTHER,activity,COMMON,0.00034989897,1,activity
OTHER,response,COMMON,0.00034973669,1,response
OTHER,conscience,COMMON,0.0003493921,1,conscience
OTHER,conscience,COMMON,0.00034907335,1,conscience
OTHER,conscience,COMMON,0.00034823964,1,conscience
PERSON,people,COMMON,0.0003447407,1,people
PERSON,AUDIENCE,COMMON,0.0003444385,2,"AUDIENCE, AUDIENCE"
OTHER,consultation,COMMON,0.00034308934,1,consultation
OTHER,quotations,COMMON,0.0003409821,1,quotations
OTHER,number,COMMON,0.00034072236,1,number
OTHER,quotations,COMMON,0.00034032264,1,quotations
OTHER,recommendations,COMMON,0.00033933597,1,recommendations
PERSON,faculty,COMMON,0.00033755018,1,faculty
OTHER,kinds,COMMON,0.000336951,1,kinds
OTHER,classes,COMMON,0.00033588725,1,classes
OTHER,system,COMMON,0.00033581682,1,system
OTHER,class,COMMON,0.0003356855,1,class
PERSON,demonstrators,COMMON,0.0003352883,1,demonstrators
PERSON,leader,COMMON,0.00033528224,1,leader
PERSON,student leaders,COMMON,0.00033455243,1,student leaders
LOCATION,stage,COMMON,0.0003315259,1,stage
OTHER,stage,COMMON,0.0003307823,1,stage
OTHER,fact,COMMON,0.00032987728,1,fact
ORGANIZATION,commission,COMMON,0.00032703206,1,commission
EVENT,protest,COMMON,0.0003251489,1,protest
OTHER,stage,COMMON,0.00032225644,1,stage
OTHER,anything,COMMON,0.0003196778,1,anything
PERSON,Mike King,PROPER,0.00031930124,3,"Mike King, MIKE KING, MIKE KING"
PERSON,moderator,COMMON,0.00031925505,1,moderator
OTHER,property,COMMON,0.0003191067,1,property
OTHER,bond,COMMON,0.00031873264,1,bond
OTHER,recommendation,COMMON,0.00031814713,1,recommendation
OTHER,name,COMMON,0.0003179348,1,name
PERSON,leader,COMMON,0.0003162321,1,leader
PERSON,person,COMMON,0.00031552007,1,person
PERSON,Mike Jones,PROPER,0.00031446395,7,"Mike, Mike Jones, Mike, Mike, Mike, Mike, Mike"
OTHER,one,COMMON,0.00031306944,1,one
OTHER,views,COMMON,0.0003112797,1,views
OTHER,moderation,COMMON,0.0003104847,1,moderation
OTHER,grades,COMMON,0.000310106,1,grades
OTHER,place,COMMON,0.00030948856,1,place
LOCATION,campus,COMMON,0.000306141,1,campus
OTHER,place,COMMON,0.00030391986,1,place
OTHER,purpose,COMMON,0.00030356075,2,"purpose, purpose"
OTHER,hell,COMMON,0.00030201577,1,hell
OTHER,hell,COMMON,0.00030197913,1,hell
OTHER,money,COMMON,0.00030001978,2,"money, money"
OTHER,money,COMMON,0.00029915766,1,money
OTHER,word,COMMON,0.00029909474,1,word
OTHER,word,COMMON,0.0002989778,1,word
OTHER,word,COMMON,0.00029886453,1,word
PERSON,students,COMMON,0.00029800137,1,students
LOCATION,first,COMMON,0.00029772508,1,first
OTHER,defense,COMMON,0.00029595636,1,defense
OTHER,defenses,COMMON,0.00029535958,1,defenses
PERSON,Byron Carter,PROPER,0.00029424878,2,"Byron Carter, man"
OTHER,point,COMMON,0.0002941215,2,"point, point"
OTHER,item,COMMON,0.0002908152,1,item
EVENT,occasions,COMMON,0.00028952525,1,occasions
OTHER,thing,COMMON,0.00028703694,1,thing
OTHER,lot,COMMON,0.0002867408,1,lot
PERSON,people,COMMON,0.00028607083,1,people
OTHER,understanding,COMMON,0.00028589435,1,understanding
OTHER,matter,COMMON,0.0002838855,1,matter
OTHER,direction,COMMON,0.0002827196,1,direction
OTHER,Bullshit,COMMON,0.00028238332,1,Bullshit
EVENT,announcement,COMMON,0.00028194836,1,announcement
OTHER,bond,COMMON,0.00028179848,1,bond
OTHER,bond,COMMON,0.00028174996,1,bond
OTHER,reason,COMMON,0.00028044375,1,reason
OTHER,lives,COMMON,0.00028025187,1,lives
OTHER,facts,COMMON,0.00027994046,2,"facts, facts"
OTHER,access,COMMON,0.00027776408,1,access
OTHER,mayhem,COMMON,0.000276747,1,mayhem
PERSON,students,COMMON,0.00027601203,1,students
OTHER,access,COMMON,0.0002754029,1,access
OTHER,society,COMMON,0.00027529892,1,society
PERSON,professors,COMMON,0.00027288194,1,professors
OTHER,discussion,COMMON,0.00027267853,1,discussion
OTHER,arts,COMMON,0.0002722962,1,arts
ORGANIZATION,Division of Arts and Sciences,PROPER,0.00027070948,1,Division of Arts and Sciences
LOCATION,world,COMMON,0.0002701682,1,world
LOCATION,world,COMMON,0.00026999757,1,world
OTHER,some,COMMON,0.00026996108,2,"some, some"
OTHER,any,COMMON,0.0002699181,2,"any, any"
LOCATION,world,COMMON,0.00026983538,1,world
LOCATION,floor,COMMON,0.0002678716,1,floor
OTHER,student problems,COMMON,0.0002655945,1,student problems
OTHER,bit,COMMON,0.00026550956,1,bit
OTHER,force,COMMON,0.0002654679,1,force
OTHER,concern,COMMON,0.00026463377,1,concern
OTHER,concern,COMMON,0.00026457047,1,concern
OTHER,mythology,COMMON,0.00025962185,1,mythology
OTHER,differences,COMMON,0.0002591473,1,differences
PERSON,group,COMMON,0.00025641045,1,group
OTHER,questions,COMMON,0.00025356957,2,"questions, questions"
OTHER,question,COMMON,0.00025202637,2,"question, question"
OTHER,feelings,COMMON,0.00025170424,1,feelings
PERSON,students,COMMON,0.00025160064,1,students
PERSON,students,COMMON,0.00025141702,1,students
OTHER,rest,COMMON,0.00025137782,1,rest
PERSON,students,COMMON,0.00025109987,1,students
PERSON,students,COMMON,0.0002506351,1,students
PERSON,students,COMMON,0.00025017202,1,students
PERSON,students,COMMON,0.0002501133,1,students
OTHER,peace,COMMON,0.00024992687,1,peace
OTHER,talk,COMMON,0.00024887963,1,talk
OTHER,lists,COMMON,0.0002488368,1,lists
PERSON,people,COMMON,0.00024832963,1,people
OTHER,action,COMMON,0.00024829677,1,action
PERSON,people,COMMON,0.0002478282,1,people
PERSON,people,COMMON,0.00024779537,1,people
PERSON,people,COMMON,0.0002477791,1,people
EVENT,meetings,COMMON,0.00024765506,1,meetings
OTHER,conduct,COMMON,0.00024752895,1,conduct
OTHER,case,COMMON,0.0002473596,1,case
PERSON,People,COMMON,0.00024728605,1,People
ORGANIZATION,College of Arts and Sciences Policy Committee,PROPER,0.00024722234,4,"College of Arts and Sciences Policy Committee, College of Arts and Sciences, College of Arts and Sciences, College of Arts and Sciences"
OTHER,bail,COMMON,0.00024690217,1,bail
WORK_OF_ART,newspapers,COMMON,0.00024676396,1,newspapers
WORK_OF_ART,newspapers,COMMON,0.00024666433,1,newspapers
ORGANIZATION,alumni group,COMMON,0.00024653642,1,alumni group
OTHER,cases,COMMON,0.00024632495,1,cases
OTHER,steps,COMMON,0.00024466307,1,steps
PERSON,Parker,PROPER,0.00024448015,2,"Parker, Mr."
PERSON,students,COMMON,0.0002438756,1,students
OTHER,hope,COMMON,0.00024204851,1,hope
ORGANIZATION,institution,COMMON,0.00024197316,1,institution
OTHER,question,COMMON,0.00024191171,1,question
OTHER,power,COMMON,0.00024155308,2,"power, power"
PERSON,students,COMMON,0.000239441,1,students
OTHER,things,COMMON,0.000237951,1,things
OTHER,question,COMMON,0.00023733171,1,question
ORGANIZATION,administration,COMMON,0.00023622772,1,administration
OTHER,things,COMMON,0.00023620464,1,things
