type,text,score,start,end
DATE,july,0.6641499996185303,21768,21772
QUANTITY,an hour,0.7651593089103699,22889,22896
DATE,today,0.9494733810424805,23700,23705
QUANTITY,one,0.5288087129592896,23887,23890
QUANTITY,three questions,0.8588756918907166,24274,24289
QUANTITY,first one,0.8242582678794861,24309,24318
QUANTITY,about nine months,0.8743853569030762,24370,24387
QUANTITY,four justices,0.7852262854576111,24924,24937
QUANTITY,several hours,0.7065531015396118,25095,25108
QUANTITY,second question,0.9279064536094666,25306,25321
DATE,more than a year ago,0.9417779445648193,25345,25365
QUANTITY,five pistons,0.9606104493141174,25463,25475
QUANTITY,one point,0.7412516474723816,26135,26144
QUANTITY,one,0.4558452367782593,26808,26811
QUANTITY,one,0.5833702683448792,26946,26949
LOCATION,indiana,0.7560497522354126,27056,27063
DATE,today,0.9736779928207397,27455,27460
DATE,this morning,0.9260990023612976,27623,27635
DATE,today,0.9883013367652893,27657,27662
DATE,this morning,0.9158192873001099,27736,27748
QUANTITY,second,0.7319403886795044,28087,28093
DATE,yesterday,0.9919352531433105,28140,28149
DATE,yesterday,0.9838670492172241,28175,28184
DATE,this morning,0.9095385670661926,28216,28228
QUANTITY,each,0.43136608600616455,29063,29067
QUANTITY,each,0.6391801238059998,29089,29093
QUANTITY,one,0.6743278503417969,29190,29193
LOCATION,washington,0.9698877930641174,29197,29207
DATE,next three weeks,0.8507241010665894,29296,29312
DATE,last ten days,0.8558404445648193,29948,29961
LOCATION,oregon,0.5952408909797668,30367,30373
QUANTITY,two years,0.9902399182319641,30396,30405
DATE,last year,0.9779574275016785,30442,30451
DATE,yesterday,0.9728695750236511,30710,30719
PERSON,tom ford,0.8066280484199524,30875,30883
PERSON,shelley taylor,0.8376954197883606,30895,30909
PERSON,evan bauman,0.9477003216743469,30914,30925
QUANTITY,eight people,0.9521759152412415,30955,30967
QUANTITY,fifty dollars,0.9278201460838318,31016,31029
QUANTITY,fifty dollars,0.9234399795532227,31052,31065
QUANTITY,one,0.461704283952713,31151,31154
PERSON,tom,0.6702381372451782,31300,31303
QUANTITY,eighth june support,0.7096968293190002,31342,31361
PERSON,thomas,0.7755057215690613,31378,31384
LOCATION,georgia,0.42444780468940735,31423,31430
QUANTITY,five hundred dollars,0.9761265516281128,31480,31500
LOCATION,boston,0.8129714131355286,31668,31674
DATE,tonight,0.9936607480049133,31675,31682
QUANTITY,fifty dollars,0.9764384627342224,31704,31717
QUANTITY,five hundred thousand piece,0.9139981269836426,31801,31828
QUANTITY,four hundred and thirty six thousand,0.8071097135543823,31928,31964
PERSON,mike milano,0.6349683403968811,32150,32161
DATE,seven pm,0.8424597978591919,32204,32212
LOCATION,vietnam,0.8011497855186462,32306,32313
OTHER,german,0.5542926788330078,32333,32339
OTHER,american,0.5052496790885925,32343,32351
PERSON,jenny,0.5605498552322388,32363,32368
PERSON,julius getman,0.5720391869544983,32386,32399
LOCATION,vietnam,0.5546344518661499,32400,32407
PERSON,john,0.9446379542350769,32594,32598
PERSON,fbi,0.6952698826789856,32744,32747
ORGANIZATION,fbi,0.41006410121917725,32796,32799
LOCATION,gaza,0.5316107869148254,32854,32858
QUANTITY,two percent,0.9742954969406128,33463,33474
DATE,friday,0.6543152928352356,33851,33857
PERSON,robert eggers,0.6972352266311646,34865,34878
LOCATION,miami,0.7117481231689453,36278,36283
QUANTITY,eleven,0.8903244733810425,36921,36927
QUANTITY,half,0.7790858149528503,36950,36954
QUANTITY,one,0.6685101985931396,36971,36974
QUANTITY,second,0.8186855912208557,37127,37133
DATE,wednesday night,0.9446223378181458,37248,37263
PERSON,davis,0.8641284108161926,37498,37503
LOCATION,nsa,0.5322836637496948,37526,37529
PERSON,donna,0.9293174743652344,37574,37579
LOCATION,indiana,0.4767090976238251,37671,37678
QUANTITY,one,0.4544275104999542,38168,38171
QUANTITY,three years,0.965088427066803,38412,38423
LOCATION,thailand,0.9497025012969971,38464,38472
LOCATION,thailand,0.9766421318054199,38526,38534
QUANTITY,twenty years,0.8751840591430664,38566,38578
QUANTITY,three million dollars,0.9756023287773132,38605,38626
LOCATION,thailand,0.9784747362136841,38646,38654
DATE,today,0.993505597114563,38655,38660
LOCATION,thailand,0.9929125905036926,38680,38688
QUANTITY,seventy percent,0.9286144375801086,38887,38902
ORGANIZATION,apple,0.9150142073631287,38906,38911
LOCATION,united states,0.7764493823051453,38926,38939
LOCATION,vietnam,0.9852424263954163,38948,38955
ORGANIZATION,nbc,0.7217033505439758,39040,39043
PERSON,duke,0.7600840330123901,39135,39139
LOCATION,thailand,0.9435181021690369,39180,39188
LOCATION,thailand,0.9696691632270813,39262,39270
QUANTITY,one school education,0.7683888673782349,39400,39420
LOCATION,thailand,0.9822860360145569,39497,39505
LOCATION,thailand,0.7866072654724121,39876,39884
LOCATION,thailand,0.9275524616241455,40037,40045
LOCATION,indiana,0.3952304720878601,40264,40271
LOCATION,wisconsin,0.7938273549079895,40336,40345
LOCATION,michigan,0.6414148211479187,40349,40357
LOCATION,minnesota,0.3622148036956787,40389,40398
LOCATION,indiana,0.7549629211425781,40399,40406
ORGANIZATION,ford,0.45267489552497864,40611,40615
PERSON,aaron paul,0.8296494483947754,41065,41075
QUANTITY,one,0.536331295967102,41108,41111
QUANTITY,about ten years,0.8801766633987427,41479,41494
QUANTITY,half hour,0.8667122721672058,41935,41944
LOCATION,greek,0.6502928733825684,42098,42103
ORGANIZATION,cbs,0.3925842344760895,42463,42466
LOCATION,cambodia,0.918960452079773,42642,42650
QUANTITY,nine thousand people,0.9377595782279968,42973,42993
QUANTITY,twelve thousand forty percent,0.8909534215927124,43075,43104
QUANTITY,nine thousand people,0.9076759219169617,43201,43221
QUANTITY,nine thousand people,0.9208807945251465,43613,43633
QUANTITY,nineteen fifty eight,0.8254839777946472,44236,44256
LOCATION,thailand,0.9847463369369507,44278,44286
LOCATION,southeast asia,0.9641384482383728,44401,44415
LOCATION,american,0.7750296592712402,44691,44699
QUANTITY,eight years,0.9571518898010254,44914,44925
QUANTITY,nineteen seventy,0.6742827892303467,44954,44970
QUANTITY,one,0.5611352920532227,44987,44990
QUANTITY,one,0.5897963643074036,44998,45001
LOCATION,asia,0.9473031163215637,45163,45167
LOCATION,africa,0.9966720342636108,45172,45178
LOCATION,european,0.8824999928474426,45274,45282
LOCATION,asia,0.9928120970726013,45415,45419
QUANTITY,an hour,0.667576789855957,45652,45659
QUANTITY,an hour,0.658177375793457,45696,45703
QUANTITY,twenty minutes,0.9848175048828125,45708,45722
QUANTITY,five thirty,0.8282058835029602,45738,45749
LOCATION,german,0.7735278606414795,45790,45796
ORGANIZATION,islam,0.5655661225318909,45860,45865
ORGANIZATION,clemson,0.7689342498779297,45903,45910
DATE,two weeks before,0.8173729777336121,45931,45947
QUANTITY,eighty,0.7203992009162903,46640,46646
DATE,yesterday,0.9871627688407898,46870,46879
QUANTITY,two,0.9642025828361511,47237,47240
QUANTITY,three weeks,0.9702330827713013,47245,47256
QUANTITY,six weeks,0.979348361492157,47429,47438
QUANTITY,second half,0.7983945608139038,47665,47676
QUANTITY,nineteen fifty two,0.80451899766922,47966,47984
QUANTITY,nineteen fifty six,0.9090562462806702,47989,48007
QUANTITY,one little thing,0.7963927984237671,48040,48056
QUANTITY,two,0.5863474011421204,48189,48192
LOCATION,france,0.9859018325805664,48230,48236
LOCATION,boston,0.5708620548248291,48406,48412
QUANTITY,one,0.4944104552268982,48506,48509
PERSON,john wayne,0.8311715722084045,48542,48552
QUANTITY,ten years,0.9122937917709351,48569,48578
QUANTITY,second,0.6861123442649841,48805,48811
QUANTITY,nineteen seventy,0.8457028269767761,48888,48904
QUANTITY,nine thousand of us,0.8246976137161255,49315,49334
OTHER,jewish,0.785831093788147,50008,50014
QUANTITY,one more question people,0.8296595811843872,50448,50472
DATE,tonight,0.9761196374893188,51357,51364
QUANTITY,three policemen,0.8421666026115417,51467,51482
DATE,this afternoon,0.8911037445068359,51756,51770
QUANTITY,four thousand plus crowd,0.7312323451042175,51920,51944
QUANTITY,thousand,0.4613184928894043,51972,51980
PERSON,harry potter,0.7383420467376709,52152,52164
